"","X","alpha","birthdate","deathdate","index","locx","locy","mutation_rate","mutations","parent_index","proliferation_rate","norm_locx","norm_locy","sampled","cluster"
"211",520,0.5,7.95833333333336,13.4583333333333,520,508,502,0.2,"[2, 40, 53, 62, 103]",495,1,7.5,-0.5,FALSE,2
"212",522,0.5,7.95833333333336,13.4583333333333,522,495,508,0.2,"[0, 1, 16]",481,1,-5.5,5.5,FALSE,7
"213",523,0.5,8.00000000000002,13.4583333333333,523,506,505,0.2,"[0, 1, 3, 21]",473,1,5.5,2.5,FALSE,7
"214",526,0.5,8.00000000000002,13.4583333333333,526,506,497,0.2,"[2, 13, 30, 54, 82, 109]",477,1,5.5,-5.5,FALSE,8
"215",530,0.5,8.04166666666669,13.4583333333333,530,493,496,0.2,"[0, 14]",453,1,-7.5,-6.5,FALSE,8
"216",531,0.5,8.04166666666669,13.4583333333333,531,493,507,0.2,"[0, 1, 4, 10, 25]",155,1,-7.5,4.5,FALSE,10
"217",532,0.5,8.04166666666669,13.4583333333333,532,494,506,0.2,"[0, 1, 4, 10, 25]",155,1,-6.5,3.5,FALSE,10
"218",533,0.5,8.04166666666669,13.4583333333333,533,499,512,0.2,"[0, 1, 34, 87]",419,1,-1.5,9.5,FALSE,7
"219",534,0.5,8.04166666666669,13.4583333333333,534,498,511,0.2,"[0, 1, 34, 87]",419,1,-2.5,8.5,FALSE,7
"220",535,0.5,8.04166666666669,13.4583333333333,535,499,493,0.2,"[0, 12]",309,1,-1.5,-9.5,FALSE,8
"221",538,0.5,8.04166666666669,13.4583333333333,538,505,505,0.2,"[0, 1, 3, 21, 108, 112]",524,1,4.5,2.5,FALSE,7
"222",540,0.5,8.04166666666669,13.4583333333333,540,496,509,0.2,"[0, 1, 34]",513,1,-4.5,6.5,FALSE,7
"223",541,0.5,8.08333333333335,13.4583333333333,541,505,504,0.2,"[2, 36, 113]",271,1,4.5,1.5,FALSE,8
"224",542,0.5,8.08333333333335,13.4583333333333,542,505,503,0.2,"[2, 36]",271,1,4.5,0.5,FALSE,8
"225",544,0.5,8.08333333333335,13.4583333333333,544,504,496,0.2,"[2, 13]",389,1,3.5,-6.5,FALSE,8
"226",546,0.5,8.08333333333335,13.4583333333333,546,495,494,0.2,"[0, 14, 65]",425,1,-5.5,-8.5,FALSE,4
"227",551,0.5,8.12500000000002,13.4583333333333,551,508,498,0.2,"[2, 43, 56, 74]",507,1,7.5,-4.5,FALSE,8
"228",552,0.5,8.12500000000002,13.4583333333333,552,507,499,0.2,"[2, 43, 56, 74, 117]",507,1,6.5,-3.5,FALSE,8
"229",554,0.5,8.16666666666669,13.4583333333333,554,502,513,0.2,"[0, 1, 15, 20, 37]",442,1,1.5,10.5,FALSE,7
"230",557,0.5,8.20833333333335,13.4583333333333,557,494,508,0.2,"[0, 1, 16]",375,1,-6.5,5.5,FALSE,7
"231",558,0.5,8.20833333333335,13.4583333333333,558,495,509,0.2,"[0, 1, 16]",375,1,-5.5,6.5,FALSE,7
"232",560,0.5,8.20833333333335,13.4583333333333,560,507,497,0.2,"[2, 13, 30, 54, 82]",550,1,6.5,-5.5,FALSE,8
"233",562,0.5,8.20833333333335,13.4583333333333,562,506,498,0.2,"[2, 13, 30, 118]",339,1,5.5,-4.5,FALSE,8
"234",564,0.5,8.20833333333335,13.4583333333333,564,503,495,0.2,"[0, 70, 77]",387,1,2.5,-7.5,FALSE,8
"235",565,0.5,8.20833333333335,13.4583333333333,565,498,494,0.2,"[0, 12, 39]",203,1,-2.5,-8.5,FALSE,8
"236",566,0.5,8.20833333333335,13.4583333333333,566,499,495,0.2,"[0, 12, 39]",203,1,-1.5,-7.5,FALSE,8
"237",568,0.5,8.25000000000002,13.4583333333333,568,494,507,0.2,"[0, 1, 5, 91]",439,1,-6.5,4.5,FALSE,1
"238",570,0.5,8.25000000000002,13.4583333333333,570,493,505,0.2,"[0, 1, 4, 10, 119]",429,1,-7.5,2.5,FALSE,10
"239",571,0.5,8.25000000000002,13.4583333333333,571,504,512,0.2,"[0, 1, 15, 20, 37]",505,1,3.5,9.5,FALSE,7
"240",576,0.5,8.25000000000002,13.4583333333333,576,504,509,0.2,"[0, 1, 15, 20, 37, 67, 100]",489,1,3.5,6.5,FALSE,7
"241",577,0.5,8.25000000000002,13.4583333333333,577,500,493,0.2,"[0, 12]",536,1,-0.5,-9.5,FALSE,8
"242",578,0.5,8.25000000000002,13.4583333333333,578,499,494,0.2,"[0, 12]",536,1,-1.5,-8.5,FALSE,8
"243",580,0.5,8.25000000000002,13.4583333333333,580,507,498,0.2,"[2, 13, 30]",561,1,6.5,-4.5,FALSE,8
"244",581,0.5,8.25000000000002,13.4583333333333,581,492,508,0.2,"[0, 1, 16]",547,1,-8.5,5.5,FALSE,7
"245",584,0.5,8.29166666666668,13.4583333333333,584,500,492,0.2,"[0, 12, 47]",451,1,-0.5,-10.5,FALSE,8
"246",586,0.5,8.29166666666668,13.4583333333333,586,500,513,0.2,"[0, 1, 15, 20, 37]",467,1,-0.5,10.5,FALSE,7
"247",588,0.5,8.29166666666668,13.4583333333333,588,500,512,0.2,"[0, 1, 15, 20, 37, 122]",385,1,-0.5,9.5,FALSE,7
"248",590,0.5,8.29166666666668,13.4583333333333,590,508,496,0.2,"[2, 13, 30, 54, 82, 116, 124]",549,1,7.5,-6.5,FALSE,8
"249",593,0.5,8.33333333333335,13.4583333333333,593,509,498,0.2,"[2, 40, 53, 62]",573,1,8.5,-4.5,FALSE,2
"250",595,0.5,8.33333333333335,13.4583333333333,595,503,513,0.2,"[0, 1, 15, 20, 37]",553,1,2.5,10.5,FALSE,7
"251",598,0.5,8.33333333333335,13.4583333333333,598,501,493,0.2,"[0, 12, 47, 92]",452,1,0.5,-9.5,FALSE,8
"252",599,0.5,8.37500000000002,13.4583333333333,599,505,507,0.2,"[0, 1, 3, 21, 27]",435,1,4.5,4.5,FALSE,7
"253",600,0.5,8.37500000000002,13.4583333333333,600,504,507,0.2,"[0, 1, 3, 21, 27, 126]",435,1,3.5,4.5,FALSE,7
"254",602,0.5,8.37500000000002,13.4583333333333,602,492,494,0.2,"[0, 14]",445,1,-8.5,-8.5,FALSE,8
"255",604,0.5,8.37500000000002,13.4583333333333,604,509,502,0.2,"[2, 40, 53, 62, 103]",528,1,8.5,-0.5,FALSE,2
"256",609,0.5,8.41666666666668,13.4583333333333,609,497,511,0.2,"[0, 1, 34, 128]",483,1,-3.5,8.5,FALSE,7
"257",612,0.5,8.41666666666668,13.4583333333333,612,508,500,0.2,"[2, 40, 53, 62]",574,1,7.5,-2.5,FALSE,2
"258",614,0.5,8.45833333333335,13.4583333333333,614,509,499,0.2,"[2, 40, 53, 62, 130]",611,1,8.5,-3.5,TRUE,2
"259",619,0.5,8.45833333333335,13.4583333333333,619,498,493,0.2,"[0, 12, 47, 132]",583,1,-2.5,-9.5,FALSE,8
"260",624,0.5,8.50000000000001,13.4583333333333,624,493,502,0.2,"[0, 1, 4, 10]",317,1,-7.5,-0.5,FALSE,10
"261",625,0.5,8.50000000000001,13.4583333333333,625,509,500,0.2,"[2, 40, 53, 62]",594,1,8.5,-2.5,FALSE,2
"262",626,0.5,8.50000000000001,13.4583333333333,626,508,499,0.2,"[2, 40, 53, 62, 134]",594,1,7.5,-3.5,FALSE,2
"263",627,0.5,8.50000000000001,13.4583333333333,627,490,503,0.2,"[0, 1, 4, 10, 75]",555,1,-10.5,0.5,FALSE,10
"264",630,0.5,8.50000000000001,13.4583333333333,630,492,504,0.2,"[0, 1, 4, 10, 135]",569,1,-8.5,1.5,FALSE,10
"265",632,0.5,8.54166666666668,13.4583333333333,632,496,511,0.2,"[0, 1, 34, 129]",610,1,-4.5,8.5,TRUE,7
"266",634,0.5,8.54166666666668,13.4583333333333,634,506,504,0.2,"[2, 43]",497,1,5.5,1.5,FALSE,8
"267",635,0.5,8.54166666666668,13.4583333333333,635,498,513,0.2,"[0, 1, 15, 20, 37]",587,1,-2.5,10.5,FALSE,7
"268",638,0.5,8.54166666666668,13.4583333333333,638,499,492,0.2,"[0, 12, 47, 133]",620,1,-1.5,-10.5,FALSE,8
"269",640,0.5,8.58333333333335,13.4583333333333,640,493,508,0.2,"[0, 1, 5, 91, 136]",592,1,-7.5,5.5,FALSE,1
"270",642,0.5,8.58333333333335,13.4583333333333,642,510,498,0.2,"[2, 40, 53, 62, 137]",613,1,9.5,-4.5,FALSE,2
"271",643,0.5,8.58333333333335,13.4583333333333,643,494,510,0.2,"[0, 1, 16, 115]",548,1,-6.5,7.5,FALSE,7
"272",644,0.5,8.58333333333335,13.4583333333333,644,494,509,0.2,"[0, 1, 16, 115]",548,1,-6.5,6.5,FALSE,7
"273",649,0.5,8.58333333333335,13.4583333333333,649,491,499,0.2,"[0, 23, 73]",501,1,-9.5,-3.5,FALSE,8
"274",650,0.5,8.58333333333335,13.4583333333333,650,492,499,0.2,"[0, 23, 73]",501,1,-8.5,-3.5,FALSE,8
"275",651,0.5,8.62500000000001,13.4583333333333,651,491,501,0.2,"[0, 1, 4, 10]",623,1,-9.5,-1.5,FALSE,10
"276",652,0.5,8.62500000000001,13.4583333333333,652,492,502,0.2,"[0, 1, 4, 10, 139]",623,1,-8.5,-0.5,FALSE,10
"277",653,0.5,8.62500000000001,13.4583333333333,653,503,515,0.2,"[0, 1, 15, 20, 37, 140]",500,1,2.5,12.5,FALSE,7
"278",654,0.5,8.62500000000001,13.4583333333333,654,502,514,0.2,"[0, 1, 15, 20, 37]",500,1,1.5,11.5,FALSE,7
"279",656,0.5,8.62500000000001,13.4583333333333,656,491,493,0.2,"[0, 14, 127, 141]",601,1,-9.5,-9.5,FALSE,8
"280",659,0.5,8.66666666666668,13.4583333333333,659,496,494,0.2,"[0, 14, 65]",426,1,-4.5,-8.5,FALSE,4
"281",660,0.5,8.66666666666668,13.4583333333333,660,495,495,0.2,"[0, 14, 65]",426,1,-5.5,-7.5,FALSE,4
"282",662,0.5,8.66666666666668,13.4583333333333,662,505,508,0.2,"[0, 1, 15, 20, 37, 67, 100, 121]",575,1,4.5,5.5,FALSE,7
"283",672,0.5,8.70833333333334,13.4583333333333,672,492,503,0.2,"[0, 1, 4, 10, 75]",556,1,-8.5,0.5,FALSE,10
"284",673,0.5,8.70833333333334,13.4583333333333,673,506,506,0.2,"[0, 1, 3, 21, 108]",537,1,5.5,3.5,FALSE,7
"285",674,0.5,8.70833333333334,13.4583333333333,674,505,506,0.2,"[0, 1, 3, 21, 108, 145]",537,1,4.5,3.5,FALSE,7
"286",676,0.5,8.75000000000001,13.4583333333333,676,497,494,0.2,"[0, 31, 147]",486,1,-3.5,-8.5,FALSE,8
"287",677,0.5,8.75000000000001,13.4583333333333,677,497,513,0.2,"[0, 1, 15, 20, 37]",647,1,-3.5,10.5,FALSE,7
"288",678,0.5,8.75000000000001,13.4583333333333,678,498,512,0.2,"[0, 1, 15, 20, 37]",647,1,-2.5,9.5,FALSE,7
"289",683,0.5,8.79166666666668,13.4583333333333,683,499,514,0.2,"[0, 1, 15, 20, 37]",646,1,-1.5,11.5,FALSE,7
"290",684,0.5,8.79166666666668,13.4583333333333,684,500,514,0.2,"[0, 1, 15, 20, 37]",646,1,-0.5,11.5,FALSE,7
"291",686,0.5,8.79166666666668,13.4583333333333,686,495,511,0.2,"[0, 1, 34]",607,1,-5.5,8.5,FALSE,7
"292",688,0.5,8.79166666666668,13.4583333333333,688,491,504,0.2,"[0, 1, 4, 10, 75]",680,1,-9.5,1.5,FALSE,10
"293",692,0.5,8.79166666666668,13.4583333333333,692,507,496,0.2,"[2, 13, 30, 54, 82]",664,1,6.5,-6.5,FALSE,8
"294",694,0.5,8.79166666666668,13.4583333333333,694,504,494,0.2,"[0, 70, 77]",563,1,3.5,-8.5,FALSE,8
"295",698,0.5,8.79166666666668,13.4583333333333,698,492,500,0.2,"[0, 69]",479,1,-8.5,-2.5,FALSE,8
"296",702,0.5,8.83333333333334,13.4583333333333,702,509,497,0.2,"[2, 13, 30, 54, 82, 116, 123]",589,1,8.5,-5.5,FALSE,8
"297",703,0.5,8.83333333333334,13.4583333333333,703,505,493,0.2,"[0, 70, 77]",693,1,4.5,-9.5,FALSE,8
"298",708,0.5,8.83333333333334,13.4583333333333,708,497,493,0.2,"[0, 31, 146, 152]",675,1,-3.5,-9.5,FALSE,8
"299",710,0.5,8.83333333333334,13.4583333333333,710,492,509,0.2,"[0, 1, 5, 91]",639,1,-8.5,6.5,FALSE,1
"300",712,0.5,8.87500000000001,13.4583333333333,712,496,493,0.2,"[0, 14, 65, 114]",545,1,-4.5,-9.5,FALSE,4
"301",716,0.5,8.87500000000001,13.4583333333333,716,501,492,0.2,"[0, 12, 47, 92, 143]",668,1,0.5,-10.5,FALSE,8
"302",718,0.5,8.87500000000001,13.4583333333333,718,505,495,0.2,"[2, 13]",543,1,4.5,-7.5,FALSE,8
"303",725,0.5,8.91666666666667,13.4583333333333,725,492,506,0.2,"[0, 1, 5]",616,1,-8.5,3.5,FALSE,1
"304",726,0.5,8.91666666666667,13.4583333333333,726,493,506,0.2,"[0, 1, 5]",616,1,-7.5,3.5,FALSE,1
"305",728,0.5,8.91666666666667,13.4583333333333,728,504,513,0.2,"[0, 1, 15, 20, 37, 125, 158]",617,1,3.5,10.5,FALSE,7
"306",736,0.5,9.00000000000001,13.4583333333333,736,505,511,0.2,"[0, 1, 15, 20, 37, 120]",572,1,4.5,8.5,FALSE,7
"307",737,0.5,9.04166666666667,13.4583333333333,737,510,502,0.2,"[2, 40, 53, 62, 103]",603,1,9.5,-0.5,FALSE,2
"308",738,0.5,9.04166666666667,13.4583333333333,738,509,501,0.2,"[2, 40, 53, 62, 103]",603,1,8.5,-1.5,FALSE,2
"309",740,0.5,9.04166666666667,13.4583333333333,740,506,510,0.2,"[0, 1, 15, 20, 37, 120]",735,1,5.5,7.5,FALSE,7
"310",741,0.5,9.04166666666667,13.4583333333333,741,507,494,0.2,"[0, 70, 77]",723,1,6.5,-8.5,FALSE,8
"311",742,0.5,9.04166666666667,13.4583333333333,742,506,493,0.2,"[0, 70, 77]",723,1,5.5,-9.5,FALSE,8
"312",743,0.5,9.04166666666667,13.4583333333333,743,509,496,0.2,"[2, 13, 30]",579,1,8.5,-6.5,FALSE,8
"313",744,0.5,9.04166666666667,13.4583333333333,744,508,497,0.2,"[2, 13, 30]",579,1,7.5,-5.5,FALSE,8
"314",748,0.5,9.08333333333334,13.4583333333333,748,488,504,0.2,"[0, 1, 4, 10, 75]",721,1,-12.5,1.5,FALSE,10
"315",751,0.5,9.12500000000001,13.4583333333333,751,491,506,0.2,"[0, 1, 5, 91, 161]",591,1,-9.5,3.5,FALSE,1
"316",758,0.5,9.12500000000001,13.4583333333333,758,490,504,0.2,"[0, 1, 4, 10, 75]",687,1,-10.5,1.5,FALSE,10
"317",760,0.5,9.12500000000001,13.4583333333333,760,507,495,0.2,"[2, 13, 30, 54, 82]",691,1,6.5,-7.5,FALSE,8
"318",764,0.5,9.16666666666667,13.4583333333333,764,510,496,0.2,"[2, 13, 30, 54, 82, 116, 123]",732,1,9.5,-6.5,FALSE,8
"319",765,0.5,9.16666666666667,13.4583333333333,765,498,491,0.2,"[0, 12, 47, 133]",761,1,-2.5,-11.5,FALSE,8
"320",771,0.5,9.20833333333334,13.4583333333333,771,491,505,0.2,"[0, 1, 5]",615,1,-9.5,2.5,FALSE,1
"321",772,0.5,9.20833333333334,13.4583333333333,772,492,505,0.2,"[0, 1, 5]",615,1,-8.5,2.5,FALSE,1
"322",776,0.5,9.20833333333334,13.4583333333333,776,492,493,0.2,"[0, 14, 90, 163]",745,1,-8.5,-9.5,FALSE,8
"323",778,0.5,9.20833333333334,13.4583333333333,778,511,500,0.2,"[2, 40, 53, 62, 103, 110]",729,1,10.5,-2.5,FALSE,2
"324",780,0.5,9.20833333333334,13.4583333333333,780,507,505,0.2,"[2, 43]",633,1,6.5,2.5,FALSE,8
"325",781,0.5,9.25,13.4583333333333,781,507,506,0.2,"[2, 43]",657,1,6.5,3.5,FALSE,8
"326",782,0.5,9.25,13.4583333333333,782,508,505,0.2,"[2, 43]",657,1,7.5,2.5,FALSE,8
"327",785,0.5,9.29166666666667,13.4583333333333,785,491,496,0.2,"[0, 14, 90]",606,1,-9.5,-6.5,FALSE,8
"328",787,0.5,9.29166666666667,13.4583333333333,787,491,497,0.2,"[0, 14, 111]",529,1,-9.5,-5.5,FALSE,8
"329",790,0.5,9.29166666666667,13.4583333333333,790,499,513,0.2,"[0, 1, 15, 20, 37, 138]",648,1,-1.5,10.5,FALSE,7
"330",792,0.5,9.33333333333334,13.4583333333333,792,508,504,0.2,"[2, 43]",658,1,7.5,1.5,FALSE,8
"331",794,0.5,9.33333333333334,13.4583333333333,794,497,492,0.2,"[0, 12, 47, 133, 162]",766,1,-3.5,-10.5,TRUE,8
"332",800,0.5,9.375,13.4583333333333,800,495,512,0.2,"[0, 1, 34, 129]",682,1,-5.5,9.5,FALSE,7
"333",805,0.5,9.41666666666667,13.4583333333333,805,497,514,0.2,"[0, 1, 15, 20, 37, 138]",789,1,-3.5,11.5,FALSE,7
"334",808,0.5,9.41666666666667,13.4583333333333,808,497,491,0.2,"[0, 12, 47, 133, 162, 170]",793,1,-3.5,-11.5,FALSE,8
"335",809,0.5,9.45833333333333,13.4583333333333,809,495,513,0.2,"[0, 1, 34, 149]",685,1,-5.5,10.5,FALSE,7
"336",810,0.5,9.45833333333333,13.4583333333333,810,496,512,0.2,"[0, 1, 34, 149]",685,1,-4.5,9.5,FALSE,7
"337",811,0.5,9.45833333333333,13.4583333333333,811,504,514,0.2,"[0, 1, 15, 20, 37, 125, 131]",770,1,3.5,11.5,FALSE,7
"338",812,0.5,9.45833333333333,13.4583333333333,812,503,514,0.2,"[0, 1, 15, 20, 37, 125, 131, 171]",770,1,2.5,11.5,FALSE,7
"339",818,0.5,9.45833333333333,13.4583333333333,818,498,516,0.2,"[0, 1, 15, 20, 37]",756,1,-2.5,13.5,FALSE,7
"340",820,0.5,9.45833333333333,13.4583333333333,820,501,515,0.2,"[0, 1, 15, 20, 37, 151]",705,1,0.5,12.5,FALSE,7
"341",826,0.5,9.5,13.4583333333333,826,497,517,0.2,"[0, 1, 15, 20, 37]",817,1,-3.5,14.5,FALSE,7
"342",828,0.5,9.5,13.4583333333333,828,489,504,0.2,"[0, 1, 4, 10, 75]",722,1,-11.5,1.5,TRUE,10
"343",831,0.5,9.5,13.4583333333333,831,489,506,0.2,"[0, 1, 4, 10, 75]",700,1,-11.5,3.5,FALSE,10
"344",832,0.5,9.5,13.4583333333333,832,490,505,0.2,"[0, 1, 4, 10, 75, 174]",700,1,-10.5,2.5,FALSE,10
"345",833,0.5,9.5,13.4583333333333,833,497,512,0.2,"[0, 1, 34, 129, 148]",796,1,-3.5,9.5,FALSE,7
"346",834,0.5,9.5,13.4583333333333,834,496,513,0.2,"[0, 1, 34, 129, 148]",796,1,-4.5,10.5,FALSE,7
"347",836,0.5,9.5,13.4583333333333,836,509,504,0.2,"[2, 40, 53, 62, 84]",666,1,8.5,1.5,FALSE,9
"348",838,0.5,9.5,13.4583333333333,838,510,501,0.2,"[2, 40, 53, 62, 103, 110]",730,1,9.5,-1.5,FALSE,2
"349",840,0.5,9.5,13.4583333333333,840,509,495,0.2,"[2, 13, 30, 54, 82]",767,1,8.5,-7.5,FALSE,8
"350",841,0.5,9.5,13.4583333333333,841,506,495,0.2,"[0, 70, 77]",724,1,5.5,-7.5,FALSE,8
"351",842,0.5,9.5,13.4583333333333,842,505,494,0.2,"[0, 70, 77]",724,1,4.5,-8.5,FALSE,8
"352",845,0.5,9.54166666666667,13.4583333333333,845,499,491,0.2,"[0, 12, 47, 133, 178]",762,1,-1.5,-11.5,FALSE,8
"353",846,0.5,9.54166666666667,13.4583333333333,846,498,492,0.2,"[0, 12, 47, 133]",762,1,-2.5,-10.5,FALSE,8
"354",847,0.5,9.54166666666667,13.4583333333333,847,491,495,0.2,"[0, 14, 90]",786,1,-9.5,-7.5,FALSE,8
"355",848,0.5,9.54166666666667,13.4583333333333,848,492,495,0.2,"[0, 14, 90]",786,1,-8.5,-7.5,FALSE,8
"356",851,0.5,9.58333333333333,13.4583333333333,851,492,510,0.2,"[0, 1, 16, 157]",720,1,-8.5,7.5,FALSE,7
"357",852,0.5,9.58333333333333,13.4583333333333,852,493,509,0.2,"[0, 1, 16, 157]",720,1,-7.5,6.5,FALSE,7
"358",853,0.5,9.58333333333333,13.4583333333333,853,491,508,0.2,"[0, 1, 5, 91, 153, 164]",822,1,-9.5,5.5,FALSE,1
"359",855,0.5,9.58333333333333,13.4583333333333,855,491,510,0.2,"[0, 1, 5, 91, 153, 165]",784,1,-9.5,7.5,FALSE,1
"360",856,0.5,9.58333333333333,13.4583333333333,856,491,509,0.2,"[0, 1, 5, 91, 153, 165, 179]",784,1,-9.5,6.5,FALSE,1
"361",857,0.5,9.58333333333333,13.4583333333333,857,490,493,0.2,"[0, 14, 90]",746,1,-10.5,-9.5,FALSE,8
"362",858,0.5,9.58333333333333,13.4583333333333,858,491,494,0.2,"[0, 14, 90]",746,1,-9.5,-8.5,FALSE,8
"363",862,0.5,9.58333333333333,13.4583333333333,862,506,508,0.2,"[0, 1, 15, 20, 37, 67, 100, 121, 181]",843,1,5.5,5.5,FALSE,7
"364",870,0.5,9.66666666666666,13.4583333333333,870,498,514,0.2,"[0, 1, 15, 20, 37, 138]",806,1,-2.5,11.5,FALSE,7
"365",871,0.5,9.66666666666666,13.4583333333333,871,498,515,0.2,"[0, 1, 15, 20, 37, 184]",754,1,-2.5,12.5,FALSE,7
"366",873,0.5,9.66666666666666,13.4583333333333,873,491,507,0.2,"[0, 1, 5, 91]",752,1,-9.5,4.5,FALSE,1
"367",874,0.5,9.66666666666666,13.4583333333333,874,492,507,0.2,"[0, 1, 5, 91, 185]",752,1,-8.5,4.5,FALSE,1
"368",876,0.5,9.70833333333333,13.4583333333333,876,490,508,0.2,"[0, 1, 5, 91, 153, 164]",854,1,-10.5,5.5,FALSE,1
"369",877,0.5,9.70833333333333,13.4583333333333,877,510,495,0.2,"[2, 13, 30, 54, 82, 176]",839,1,9.5,-7.5,FALSE,8
"370",878,0.5,9.70833333333333,13.4583333333333,878,510,494,0.2,"[2, 13, 30, 54, 82, 176]",839,1,9.5,-8.5,FALSE,8
"371",880,0.5,9.70833333333333,13.4583333333333,880,495,493,0.2,"[0, 14, 65]",491,1,-5.5,-9.5,FALSE,4
"372",882,0.5,9.70833333333333,13.4583333333333,882,504,493,0.2,"[0]",696,1,3.5,-9.5,FALSE,8
"373",888,0.5,9.75,13.4583333333333,888,491,503,0.2,"[0, 1, 4, 10]",629,1,-9.5,0.5,FALSE,10
"374",889,0.5,9.75,13.4583333333333,889,511,499,0.2,"[2, 40, 53, 62, 190]",641,1,10.5,-3.5,FALSE,2
"375",890,0.5,9.75,13.4583333333333,890,510,499,0.2,"[2, 40, 53, 62]",641,1,9.5,-3.5,FALSE,2
"376",892,0.5,9.75,13.4583333333333,892,508,495,0.2,"[2, 13, 30, 54, 82]",663,1,7.5,-7.5,FALSE,8
"377",894,0.5,9.79166666666666,13.4583333333333,894,506,511,0.2,"[0, 1, 15, 20, 37, 120]",824,1,5.5,8.5,FALSE,7
"378",896,0.5,9.79166666666666,13.4583333333333,896,489,505,0.2,"[0, 1, 4, 10, 75]",798,1,-11.5,2.5,FALSE,10
"379",898,0.5,9.79166666666666,13.4583333333333,898,492,497,0.2,"[0, 14, 111, 166]",788,1,-8.5,-5.5,FALSE,8
"380",902,0.5,9.83333333333333,13.4583333333333,902,505,512,0.2,"[0, 1, 15, 20, 37, 168]",804,1,4.5,9.5,FALSE,7
"381",903,0.5,9.83333333333333,13.4583333333333,903,511,501,0.2,"[2, 40, 53, 62, 103, 110]",621,1,10.5,-1.5,FALSE,2
"382",904,0.5,9.83333333333333,13.4583333333333,904,510,500,0.2,"[2, 40, 53, 62, 103, 110]",621,1,9.5,-2.5,FALSE,2
"383",905,0.5,9.83333333333333,13.4583333333333,905,496,491,0.2,"[0, 31, 146, 193]",707,1,-4.5,-11.5,FALSE,8
"384",906,0.5,9.83333333333333,13.4583333333333,906,496,492,0.2,"[0, 31, 146]",707,1,-4.5,-10.5,TRUE,8
"385",908,0.5,9.83333333333333,13.4583333333333,908,496,514,0.2,"[0, 1, 34, 129, 148]",795,1,-4.5,11.5,TRUE,7
"386",911,0.5,9.83333333333333,13.4583333333333,911,494,511,0.2,"[0, 1, 34]",608,1,-6.5,8.5,FALSE,7
"387",912,0.5,9.83333333333333,13.4583333333333,912,495,510,0.2,"[0, 1, 34]",608,1,-5.5,7.5,FALSE,7
"388",916,0.5,9.83333333333333,13.4583333333333,916,497,515,0.2,"[0, 1, 15, 20, 37, 138, 183, 195]",869,1,-3.5,12.5,FALSE,7
"389",918,0.5,9.87499999999999,13.4583333333333,918,496,515,0.2,"[0, 1, 15, 20, 37, 138, 183]",915,1,-4.5,12.5,FALSE,7
"390",919,0.5,9.87499999999999,13.4583333333333,919,500,491,0.2,"[0, 12, 47, 133, 162, 169]",913,1,-0.5,-11.5,FALSE,8
"391",922,0.5,9.87499999999999,13.4583333333333,922,511,503,0.2,"[2, 40, 53, 62, 84, 175]",909,1,10.5,0.5,FALSE,9
"392",926,0.5,9.87499999999999,13.4583333333333,926,488,505,0.2,"[0, 1, 4, 10, 75]",850,1,-12.5,2.5,FALSE,10
"393",928,0.5,9.87499999999999,13.4583333333333,928,506,512,0.2,"[0, 1, 15, 20, 37, 167, 197]",803,1,5.5,9.5,FALSE,7
"394",930,0.5,9.91666666666666,13.4583333333333,930,495,514,0.2,"[0, 1, 34, 129, 148, 155]",713,1,-5.5,11.5,FALSE,7
"395",931,0.5,9.91666666666666,13.4583333333333,931,490,501,0.2,"[0, 1, 4, 10, 75]",628,1,-10.5,-1.5,FALSE,10
"396",932,0.5,9.91666666666666,13.4583333333333,932,491,502,0.2,"[0, 1, 4, 10, 75]",628,1,-9.5,-0.5,FALSE,10
"397",934,0.5,9.91666666666666,13.4583333333333,934,493,494,0.2,"[0, 14, 65, 83]",405,1,-7.5,-8.5,FALSE,4
"398",935,0.5,9.91666666666666,13.4583333333333,935,502,492,0.2,"[0, 70, 199]",868,1,1.5,-10.5,FALSE,8
"399",936,0.5,9.91666666666666,13.4583333333333,936,503,493,0.2,"[0, 70]",868,1,2.5,-9.5,FALSE,8
"400",943,0.5,9.95833333333333,13.4583333333333,943,500,515,0.2,"[0, 1, 15, 20, 37, 202]",872,1,-0.5,12.5,TRUE,7
"401",944,0.5,9.95833333333333,13.4583333333333,944,499,515,0.2,"[0, 1, 15, 20, 37]",872,1,-1.5,12.5,FALSE,7
"402",947,0.5,9.95833333333333,13.4583333333333,947,508,513,0.2,"[0, 1, 15, 20, 37, 120]",893,1,7.5,10.5,FALSE,7
"403",949,0.5,9.95833333333333,13.4583333333333,949,489,494,0.2,"[0, 14, 127, 144]",690,1,-11.5,-8.5,FALSE,8
"404",950,0.5,9.95833333333333,13.4583333333333,950,490,495,0.2,"[0, 14, 127, 144]",690,1,-10.5,-7.5,FALSE,8
"405",954,0.5,9.99999999999999,13.4583333333333,954,495,492,0.2,"[0, 14, 65, 114, 154, 203, 205]",946,1,-5.5,-10.5,FALSE,4
"406",955,0.5,9.99999999999999,13.4583333333333,955,502,490,0.2,"[0, 12, 47, 92]",667,1,1.5,-12.5,FALSE,8
"407",956,0.5,9.99999999999999,13.4583333333333,956,502,491,0.2,"[0, 12, 47, 92]",667,1,1.5,-11.5,FALSE,8
"408",958,0.5,9.99999999999999,13.4583333333333,958,506,507,0.2,"[0, 1, 15, 20, 37, 67, 100, 121, 177]",844,1,5.5,4.5,FALSE,7
