"","X","alpha","birthdate","deathdate","index","locx","locy","mutation_rate","mutations","parent_index","proliferation_rate","norm_locx","norm_locy","sampled","cluster"
"40",134,0.5,5.04166666666667,13.4583333333333,134,500,505,0.2,"[0, 1, 3]",72,1,-0.5,2.5,FALSE,7
"41",136,0.5,5.04166666666667,13.4583333333333,136,499,507,0.2,"[0, 1, 15, 20]",110,1,-1.5,4.5,FALSE,7
"42",138,0.5,5.08333333333333,13.4583333333333,138,501,504,0.2,"[0, 1, 3, 21]",119,1,0.5,1.5,FALSE,7
"43",140,0.5,5.08333333333333,13.4583333333333,140,499,498,0.2,"[0, 12]",76,1,-1.5,-4.5,FALSE,8
"44",142,0.5,5.125,13.4583333333333,142,497,505,0.2,"[0, 1]",106,1,-3.5,2.5,FALSE,7
"45",147,0.5,5.125,13.4583333333333,147,499,509,0.2,"[0, 1, 15, 19]",109,1,-1.5,6.5,FALSE,7
"46",152,0.5,5.16666666666667,13.4583333333333,152,501,502,0.2,"[0]",65,1,0.5,-0.5,FALSE,8
"47",156,0.5,5.20833333333334,13.4583333333333,156,495,505,0.2,"[0, 1, 4, 10, 25]",150,1,-5.5,2.5,TRUE,10
"48",158,0.5,5.20833333333334,13.4583333333333,158,498,499,0.2,"[0, 9]",64,1,-2.5,-3.5,FALSE,8
"49",160,0.5,5.25,13.4583333333333,160,502,499,0.2,"[2, 13, 28]",118,1,1.5,-3.5,FALSE,8
"50",164,0.5,5.25,13.4583333333333,164,500,508,0.2,"[0, 1, 15, 20]",144,1,-0.5,5.5,FALSE,7
"51",165,0.5,5.33333333333334,13.4583333333333,165,503,502,0.2,"[0, 26, 29]",151,1,2.5,-0.5,FALSE,8
"52",166,0.5,5.33333333333334,13.4583333333333,166,502,503,0.2,"[0, 26]",151,1,1.5,0.5,FALSE,8
"53",169,0.5,5.41666666666667,13.4583333333333,169,496,498,0.2,"[0]",114,1,-4.5,-4.5,TRUE,8
"54",170,0.5,5.41666666666667,13.4583333333333,170,497,498,0.2,"[0]",114,1,-3.5,-4.5,FALSE,8
"55",174,0.5,5.45833333333334,13.4583333333333,174,498,506,0.2,"[0, 1, 16]",100,1,-2.5,3.5,FALSE,7
"56",176,0.5,5.45833333333334,13.4583333333333,176,498,497,0.2,"[0, 12]",139,1,-2.5,-5.5,FALSE,8
"57",179,0.5,5.54166666666667,13.4583333333333,179,496,507,0.2,"[0, 1]",141,1,-4.5,4.5,FALSE,7
"58",180,0.5,5.54166666666667,13.4583333333333,180,496,506,0.2,"[0, 1, 32]",141,1,-4.5,3.5,FALSE,7
"59",181,0.5,5.66666666666667,13.4583333333333,181,499,510,0.2,"[0, 1, 15, 20]",143,1,-1.5,7.5,FALSE,7
"60",182,0.5,5.66666666666667,13.4583333333333,182,500,509,0.2,"[0, 1, 15, 20]",143,1,-0.5,6.5,FALSE,7
"61",184,0.5,5.66666666666667,13.4583333333333,184,499,497,0.2,"[0, 12]",175,1,-1.5,-5.5,FALSE,8
"62",187,0.5,5.79166666666667,13.4583333333333,187,503,503,0.2,"[2, 33]",123,1,2.5,0.5,FALSE,8
"63",188,0.5,5.79166666666667,13.4583333333333,188,502,502,0.2,"[2]",123,1,1.5,-0.5,FALSE,8
"64",190,0.5,5.83333333333334,13.4583333333333,190,498,507,0.2,"[0, 1]",115,1,-2.5,4.5,FALSE,7
"65",194,0.5,5.87500000000001,13.4583333333333,194,496,505,0.2,"[0, 1, 5]",130,1,-4.5,2.5,FALSE,1
"66",196,0.5,5.87500000000001,13.4583333333333,196,496,504,0.2,"[0, 1, 4, 10, 35]",112,1,-4.5,1.5,TRUE,10
"67",198,0.5,5.91666666666667,13.4583333333333,198,503,501,0.2,"[2]",132,1,2.5,-1.5,FALSE,8
"68",200,0.5,5.95833333333334,13.4583333333333,200,497,507,0.2,"[0, 1, 16]",173,1,-3.5,4.5,FALSE,7
"69",206,0.5,6.00000000000001,13.4583333333333,206,504,501,0.2,"[2]",178,1,3.5,-1.5,TRUE,8
"70",207,0.5,6.08333333333334,13.4583333333333,207,494,503,0.2,"[0, 1, 5]",193,1,-6.5,0.5,FALSE,1
"71",210,0.5,6.08333333333334,13.4583333333333,210,501,499,0.2,"[2, 42]",81,1,0.5,-3.5,FALSE,8
"72",214,0.5,6.08333333333334,13.4583333333333,214,503,499,0.2,"[2, 13]",168,1,2.5,-3.5,FALSE,8
"73",216,0.5,6.08333333333334,13.4583333333333,216,501,510,0.2,"[0, 1, 15, 20, 38]",202,1,0.5,7.5,FALSE,7
"74",218,0.5,6.08333333333334,13.4583333333333,218,496,499,0.2,"[0, 14]",91,1,-4.5,-3.5,FALSE,8
"75",220,0.5,6.08333333333334,13.4583333333333,220,495,503,0.2,"[0, 1, 4, 10]",195,1,-5.5,0.5,FALSE,10
"76",222,0.5,6.12500000000001,13.4583333333333,222,505,502,0.2,"[2, 44]",177,1,4.5,-0.5,FALSE,8
"77",224,0.5,6.12500000000001,13.4583333333333,224,502,505,0.2,"[0, 1, 3, 21, 24, 46]",146,1,1.5,2.5,FALSE,7
"78",226,0.5,6.12500000000001,13.4583333333333,226,500,497,0.2,"[0]",172,1,-0.5,-5.5,FALSE,8
"79",230,0.5,6.20833333333334,13.4583333333333,230,495,498,0.2,"[0, 14]",217,1,-5.5,-4.5,FALSE,8
"80",231,0.5,6.20833333333334,13.4583333333333,231,495,502,0.2,"[0, 23]",186,1,-5.5,-0.5,FALSE,8
"81",232,0.5,6.20833333333334,13.4583333333333,232,496,501,0.2,"[0, 23]",186,1,-4.5,-1.5,FALSE,8
"82",234,0.5,6.20833333333334,13.4583333333333,234,498,498,0.2,"[0, 9]",157,1,-2.5,-4.5,FALSE,8
"83",238,0.5,6.25000000000001,13.4583333333333,238,496,500,0.2,"[0, 48]",83,1,-4.5,-2.5,FALSE,8
"84",240,0.5,6.25000000000001,13.4583333333333,240,503,500,0.2,"[2, 13]",117,1,2.5,-2.5,FALSE,8
"85",241,0.5,6.25000000000001,13.4583333333333,241,505,500,0.2,"[2, 40]",205,1,4.5,-2.5,FALSE,8
"86",244,0.5,6.29166666666668,13.4583333333333,244,500,498,0.2,"[0, 49]",103,1,-0.5,-4.5,FALSE,8
"87",246,0.5,6.29166666666668,13.4583333333333,246,498,508,0.2,"[0, 1, 15, 19]",148,1,-2.5,5.5,FALSE,7
"88",248,0.5,6.33333333333334,13.4583333333333,248,504,500,0.2,"[2, 13, 30, 50]",167,1,3.5,-2.5,FALSE,8
"89",250,0.5,6.33333333333334,13.4583333333333,250,502,510,0.2,"[0, 1, 15, 20, 38]",215,1,1.5,7.5,FALSE,7
"90",252,0.5,6.33333333333334,13.4583333333333,252,500,496,0.2,"[0, 12, 47]",236,1,-0.5,-6.5,FALSE,8
"91",258,0.5,6.37500000000001,13.4583333333333,258,501,496,0.2,"[0]",225,1,0.5,-6.5,FALSE,8
"92",259,0.5,6.37500000000001,13.4583333333333,259,494,498,0.2,"[0, 51]",237,1,-6.5,-4.5,FALSE,8
"93",262,0.5,6.37500000000001,13.4583333333333,262,495,501,0.2,"[0, 23]",185,1,-5.5,-1.5,FALSE,8
"94",265,0.5,6.41666666666668,13.4583333333333,265,495,507,0.2,"[0, 1, 5, 52]",129,1,-5.5,4.5,FALSE,1
"95",267,0.5,6.41666666666668,13.4583333333333,267,500,507,0.2,"[0, 1, 15, 19]",245,1,-0.5,4.5,FALSE,7
"96",268,0.5,6.41666666666668,13.4583333333333,268,499,508,0.2,"[0, 1, 15, 19]",245,1,-1.5,5.5,FALSE,7
"97",270,0.5,6.41666666666668,13.4583333333333,270,505,501,0.2,"[2, 40]",242,1,4.5,-1.5,TRUE,8
"98",272,0.5,6.41666666666668,13.4583333333333,272,504,502,0.2,"[2, 36]",197,1,3.5,-0.5,FALSE,8
"99",274,0.5,6.41666666666668,13.4583333333333,274,504,499,0.2,"[2, 13]",239,1,3.5,-3.5,FALSE,8
"100",278,0.5,6.54166666666668,13.4583333333333,278,495,500,0.2,"[0]",127,1,-5.5,-2.5,FALSE,8
"101",284,0.5,6.54166666666668,13.4583333333333,284,501,497,0.2,"[0, 58]",243,1,0.5,-5.5,FALSE,8
"102",285,0.5,6.58333333333335,13.4583333333333,285,493,504,0.2,"[0, 1, 4, 10]",149,1,-7.5,1.5,FALSE,10
"103",287,0.5,6.58333333333335,13.4583333333333,287,501,507,0.2,"[0, 1, 3]",162,1,0.5,4.5,FALSE,7
"104",288,0.5,6.58333333333335,13.4583333333333,288,501,506,0.2,"[0, 1, 3]",162,1,0.5,3.5,FALSE,7
"105",289,0.5,6.58333333333335,13.4583333333333,289,502,508,0.2,"[0, 1, 15, 20]",192,1,1.5,5.5,FALSE,7
"106",290,0.5,6.58333333333335,13.4583333333333,290,501,509,0.2,"[0, 1, 15, 20, 59]",192,1,0.5,6.5,FALSE,7
"107",291,0.5,6.58333333333335,13.4583333333333,291,498,496,0.2,"[0, 9, 55]",280,1,-2.5,-6.5,FALSE,8
"108",292,0.5,6.58333333333335,13.4583333333333,292,497,497,0.2,"[0, 9, 55, 60]",280,1,-3.5,-5.5,FALSE,8
"109",294,0.5,6.62500000000001,13.4583333333333,294,495,504,0.2,"[0, 1, 5]",208,1,-5.5,1.5,FALSE,1
"110",296,0.5,6.62500000000001,13.4583333333333,296,495,497,0.2,"[0, 14]",254,1,-5.5,-5.5,TRUE,8
"111",297,0.5,6.62500000000001,13.4583333333333,297,502,497,0.2,"[2, 41, 61]",209,1,1.5,-5.5,FALSE,8
"112",298,0.5,6.62500000000001,13.4583333333333,298,502,498,0.2,"[2, 41]",209,1,1.5,-4.5,TRUE,8
"113",301,0.5,6.62500000000001,13.4583333333333,301,493,497,0.2,"[0, 14]",253,1,-7.5,-5.5,FALSE,8
"114",304,0.5,6.66666666666668,13.4583333333333,304,506,502,0.2,"[2, 43]",282,1,5.5,-0.5,FALSE,8
"115",306,0.5,6.66666666666668,13.4583333333333,306,506,500,0.2,"[2, 40, 53]",269,1,5.5,-2.5,FALSE,2
"116",310,0.5,6.66666666666668,13.4583333333333,310,500,495,0.2,"[0, 12]",235,1,-0.5,-7.5,FALSE,8
"117",311,0.5,6.70833333333335,13.4583333333333,311,501,508,0.2,"[0, 1, 3]",161,1,0.5,5.5,FALSE,7
"118",312,0.5,6.70833333333335,13.4583333333333,312,502,507,0.2,"[0, 1, 3]",161,1,1.5,4.5,FALSE,7
"119",319,0.5,6.79166666666668,13.4583333333333,319,503,497,0.2,"[2, 13]",213,1,2.5,-5.5,FALSE,8
"120",320,0.5,6.79166666666668,13.4583333333333,320,504,498,0.2,"[2, 13]",213,1,3.5,-4.5,FALSE,8
"121",321,0.5,6.79166666666668,13.4583333333333,321,496,496,0.2,"[0]",113,1,-4.5,-6.5,FALSE,8
"122",322,0.5,6.79166666666668,13.4583333333333,322,496,497,0.2,"[0]",113,1,-4.5,-5.5,FALSE,8
"123",324,0.5,6.79166666666668,13.4583333333333,324,494,500,0.2,"[0]",277,1,-6.5,-2.5,FALSE,8
"124",325,0.5,6.79166666666668,13.4583333333333,325,500,510,0.2,"[0, 1, 15, 20, 37]",228,1,-0.5,7.5,FALSE,7
"125",332,0.5,6.83333333333335,13.4583333333333,332,502,496,0.2,"[0, 57, 64]",283,1,1.5,-6.5,FALSE,8
"126",333,0.5,6.83333333333335,13.4583333333333,333,500,511,0.2,"[0, 1, 15, 20, 37]",326,1,-0.5,8.5,FALSE,7
"127",336,0.5,6.87500000000001,13.4583333333333,336,498,509,0.2,"[0, 1, 34]",330,1,-2.5,6.5,FALSE,7
"128",338,0.5,6.87500000000001,13.4583333333333,338,499,496,0.2,"[0, 31]",171,1,-1.5,-6.5,FALSE,8
"129",341,0.5,6.87500000000001,13.4583333333333,341,502,512,0.2,"[0, 1, 15, 20, 37]",263,1,1.5,9.5,FALSE,7
"130",344,0.5,6.87500000000001,13.4583333333333,344,503,498,0.2,"[2, 13]",273,1,2.5,-4.5,FALSE,8
"131",345,0.5,6.91666666666668,13.4583333333333,345,494,499,0.2,"[0]",260,1,-6.5,-3.5,FALSE,8
"132",346,0.5,6.91666666666668,13.4583333333333,346,495,499,0.2,"[0]",260,1,-5.5,-3.5,FALSE,8
"133",350,0.5,6.95833333333335,13.4583333333333,350,503,505,0.2,"[0, 1, 3, 21]",154,1,2.5,2.5,FALSE,7
"134",356,0.5,6.95833333333335,13.4583333333333,356,502,509,0.2,"[0, 1, 15, 20, 38]",249,1,1.5,6.5,FALSE,7
"135",364,0.5,7.00000000000002,13.4583333333333,364,503,509,0.2,"[0, 1, 15, 20, 38, 68, 71]",355,1,2.5,6.5,FALSE,7
"136",366,0.5,7.04166666666668,13.4583333333333,366,498,495,0.2,"[0, 31]",337,1,-2.5,-7.5,FALSE,8
"137",367,0.5,7.04166666666668,13.4583333333333,367,506,499,0.2,"[2, 13, 30]",340,1,5.5,-3.5,FALSE,8
"138",368,0.5,7.04166666666668,13.4583333333333,368,505,499,0.2,"[2, 13, 30]",340,1,4.5,-3.5,FALSE,8
"139",369,0.5,7.04166666666668,13.4583333333333,369,502,493,0.2,"[0, 12, 47, 72]",327,1,1.5,-9.5,FALSE,8
"140",370,0.5,7.04166666666668,13.4583333333333,370,501,494,0.2,"[0, 12, 47]",327,1,0.5,-8.5,FALSE,8
"141",372,0.5,7.04166666666668,13.4583333333333,372,501,495,0.2,"[0, 12, 47]",328,1,0.5,-7.5,FALSE,8
"142",374,0.5,7.04166666666668,13.4583333333333,374,494,501,0.2,"[0, 23]",261,1,-6.5,-1.5,FALSE,8
"143",377,0.5,7.08333333333335,13.4583333333333,377,504,503,0.2,"[0, 1, 3, 21, 24, 45]",223,1,3.5,0.5,TRUE,7
"144",382,0.5,7.08333333333335,13.4583333333333,382,506,501,0.2,"[2, 43, 56]",281,1,5.5,-1.5,FALSE,8
"145",384,0.5,7.12500000000002,13.4583333333333,384,494,502,0.2,"[0, 1, 4, 10]",308,1,-6.5,-0.5,FALSE,10
"146",386,0.5,7.12500000000002,13.4583333333333,386,501,511,0.2,"[0, 1, 15, 20, 37, 76]",334,1,0.5,8.5,FALSE,7
"147",390,0.5,7.12500000000002,13.4583333333333,390,504,497,0.2,"[2, 13, 78]",343,1,3.5,-5.5,FALSE,8
"148",392,0.5,7.16666666666668,13.4583333333333,392,494,496,0.2,"[0, 14]",348,1,-6.5,-6.5,FALSE,8
"149",397,0.5,7.20833333333335,13.4583333333333,397,502,494,0.2,"[0]",316,1,1.5,-8.5,FALSE,8
"150",398,0.5,7.20833333333335,13.4583333333333,398,502,495,0.2,"[0]",316,1,1.5,-7.5,FALSE,8
"151",399,0.5,7.20833333333335,13.4583333333333,399,492,498,0.2,"[0, 79]",357,1,-8.5,-4.5,FALSE,8
"152",400,0.5,7.20833333333335,13.4583333333333,400,493,498,0.2,"[0]",357,1,-7.5,-4.5,FALSE,8
"153",401,0.5,7.25000000000002,13.4583333333333,401,504,506,0.2,"[0, 1, 3, 21, 27, 66, 80]",352,1,3.5,3.5,FALSE,7
"154",402,0.5,7.25000000000002,13.4583333333333,402,503,506,0.2,"[0, 1, 3, 21, 27, 66, 81]",352,1,2.5,3.5,TRUE,7
"155",404,0.5,7.25000000000002,13.4583333333333,404,505,498,0.2,"[2, 13, 30, 54]",275,1,4.5,-4.5,FALSE,8
"156",412,0.5,7.29166666666668,13.4583333333333,412,500,494,0.2,"[0, 12, 47]",371,1,-0.5,-8.5,FALSE,8
"157",418,0.5,7.33333333333335,13.4583333333333,418,501,512,0.2,"[0, 1, 15, 20, 37, 86]",410,1,0.5,9.5,FALSE,7
"158",421,0.5,7.33333333333335,13.4583333333333,421,504,505,0.2,"[0, 1, 3, 21, 24, 45]",378,1,3.5,2.5,FALSE,7
"159",422,0.5,7.33333333333335,13.4583333333333,422,503,504,0.2,"[0, 1, 3, 21, 24, 45, 88]",378,1,2.5,1.5,FALSE,7
"160",424,0.5,7.33333333333335,13.4583333333333,424,503,511,0.2,"[0, 1, 15, 20, 37, 67]",354,1,2.5,8.5,FALSE,7
"161",428,0.5,7.37500000000002,13.4583333333333,428,504,510,0.2,"[0, 1, 15, 20, 38, 68]",363,1,3.5,7.5,FALSE,7
"162",430,0.5,7.41666666666668,13.4583333333333,430,494,504,0.2,"[0, 1, 4, 10]",286,1,-6.5,1.5,FALSE,10
"163",431,0.5,7.41666666666668,13.4583333333333,431,508,501,0.2,"[2, 40, 53, 62]",380,1,7.5,-1.5,FALSE,2
"164",432,0.5,7.41666666666668,13.4583333333333,432,507,501,0.2,"[2, 40, 53, 62, 89]",380,1,6.5,-1.5,FALSE,2
"165",433,0.5,7.41666666666668,13.4583333333333,433,497,495,0.2,"[0, 9]",279,1,-3.5,-7.5,FALSE,8
"166",434,0.5,7.41666666666668,13.4583333333333,434,497,496,0.2,"[0, 9]",279,1,-3.5,-6.5,FALSE,8
"167",440,0.5,7.45833333333335,13.4583333333333,440,495,506,0.2,"[0, 1, 5]",266,1,-5.5,3.5,FALSE,1
"168",443,0.5,7.50000000000002,13.4583333333333,443,495,496,0.2,"[0, 14]",313,1,-5.5,-6.5,FALSE,8
"169",444,0.5,7.50000000000002,13.4583333333333,444,494,495,0.2,"[0, 14]",313,1,-6.5,-7.5,FALSE,8
"170",447,0.5,7.50000000000002,13.4583333333333,447,507,504,0.2,"[2, 40, 53, 62]",395,1,6.5,1.5,FALSE,2
"171",448,0.5,7.50000000000002,13.4583333333333,448,506,503,0.2,"[2, 40, 53, 62]",395,1,5.5,0.5,FALSE,2
"172",450,0.5,7.50000000000002,13.4583333333333,450,503,494,0.2,"[0, 70]",388,1,2.5,-8.5,FALSE,8
"173",454,0.5,7.50000000000002,13.4583333333333,454,494,497,0.2,"[0, 14]",295,1,-6.5,-5.5,FALSE,8
"174",455,0.5,7.54166666666669,13.4583333333333,455,499,511,0.2,"[0, 1, 34]",420,1,-1.5,8.5,FALSE,7
"175",456,0.5,7.54166666666669,13.4583333333333,456,498,510,0.2,"[0, 1, 34, 93]",420,1,-2.5,7.5,TRUE,7
"176",460,0.5,7.54166666666669,13.4583333333333,460,494,505,0.2,"[0, 1, 5, 94]",293,1,-6.5,2.5,FALSE,1
"177",462,0.5,7.54166666666669,13.4583333333333,462,493,503,0.2,"[0, 1, 4, 10, 75, 95]",383,1,-7.5,0.5,FALSE,10
"178",463,0.5,7.58333333333335,13.4583333333333,463,504,508,0.2,"[0, 1, 3, 21, 27]",436,1,3.5,5.5,FALSE,7
"179",466,0.5,7.58333333333335,13.4583333333333,466,505,509,0.2,"[0, 1, 15, 20, 38, 68]",427,1,4.5,6.5,FALSE,7
"180",468,0.5,7.62500000000002,13.4583333333333,468,501,513,0.2,"[0, 1, 15, 20, 37]",409,1,0.5,10.5,FALSE,7
"181",469,0.5,7.62500000000002,13.4583333333333,469,503,512,0.2,"[0, 1, 15, 20, 37]",300,1,2.5,9.5,FALSE,7
"182",470,0.5,7.62500000000002,13.4583333333333,470,502,511,0.2,"[0, 1, 15, 20, 37, 96]",300,1,1.5,8.5,FALSE,7
"183",471,0.5,7.62500000000002,13.4583333333333,471,492,501,0.2,"[0, 1, 4, 10]",318,1,-8.5,-1.5,FALSE,10
"184",472,0.5,7.62500000000002,13.4583333333333,472,493,501,0.2,"[0, 1, 4, 10, 97]",318,1,-7.5,-1.5,FALSE,10
"185",474,0.5,7.66666666666669,13.4583333333333,474,504,504,0.2,"[0, 1, 3, 21]",349,1,3.5,1.5,FALSE,7
"186",478,0.5,7.66666666666669,13.4583333333333,478,506,496,0.2,"[2, 13, 30, 54, 82]",415,1,5.5,-6.5,FALSE,8
"187",480,0.5,7.66666666666669,13.4583333333333,480,493,499,0.2,"[0, 69]",358,1,-7.5,-3.5,FALSE,8
"188",482,0.5,7.70833333333335,13.4583333333333,482,496,508,0.2,"[0, 1, 16]",376,1,-4.5,5.5,FALSE,7
"189",484,0.5,7.75000000000002,13.4583333333333,484,497,510,0.2,"[0, 1, 34]",329,1,-3.5,7.5,FALSE,7
"190",485,0.5,7.75000000000002,13.4583333333333,485,496,495,0.2,"[0, 31]",365,1,-4.5,-7.5,FALSE,8
"191",487,0.5,7.75000000000002,13.4583333333333,487,504,495,0.2,"[0, 57, 63, 98]",331,1,3.5,-7.5,FALSE,8
"192",488,0.5,7.75000000000002,13.4583333333333,488,503,496,0.2,"[0, 57, 63, 99]",331,1,2.5,-6.5,FALSE,8
"193",490,0.5,7.75000000000002,13.4583333333333,490,503,510,0.2,"[0, 1, 15, 20, 37, 67, 101]",423,1,2.5,7.5,FALSE,7
"194",493,0.5,7.75000000000002,13.4583333333333,493,496,510,0.2,"[0, 1, 34]",335,1,-4.5,7.5,FALSE,7
"195",494,0.5,7.75000000000002,13.4583333333333,494,497,509,0.2,"[0, 1, 34, 102]",335,1,-3.5,6.5,FALSE,7
"196",496,0.5,7.75000000000002,13.4583333333333,496,507,502,0.2,"[2, 40, 53, 62, 104]",414,1,6.5,-0.5,FALSE,2
"197",498,0.5,7.79166666666669,13.4583333333333,498,507,503,0.2,"[2, 43]",408,1,6.5,0.5,FALSE,8
"198",502,0.5,7.83333333333335,13.4583333333333,502,493,500,0.2,"[0, 23, 73]",373,1,-7.5,-2.5,FALSE,8
"199",503,0.5,7.83333333333335,13.4583333333333,503,503,508,0.2,"[0, 1, 3, 21, 27]",464,1,2.5,5.5,FALSE,7
"200",504,0.5,7.83333333333335,13.4583333333333,504,503,507,0.2,"[0, 1, 3, 21, 27]",464,1,2.5,4.5,FALSE,7
"201",506,0.5,7.83333333333335,13.4583333333333,506,504,511,0.2,"[0, 1, 15, 20, 37]",476,1,3.5,8.5,FALSE,7
"202",508,0.5,7.83333333333335,13.4583333333333,508,507,500,0.2,"[2, 43, 56, 74]",381,1,6.5,-2.5,FALSE,8
"203",510,0.5,7.87500000000002,13.4583333333333,510,508,503,0.2,"[2, 40, 53, 62, 84, 105]",413,1,7.5,0.5,FALSE,9
"204",511,0.5,7.87500000000002,13.4583333333333,511,492,496,0.2,"[0, 14]",446,1,-8.5,-6.5,FALSE,8
"205",512,0.5,7.87500000000002,13.4583333333333,512,493,495,0.2,"[0, 14]",446,1,-7.5,-7.5,FALSE,8
"206",514,0.5,7.87500000000002,13.4583333333333,514,497,508,0.2,"[0, 1, 34]",212,1,-3.5,5.5,FALSE,7
"207",515,0.5,7.91666666666669,13.4583333333333,515,494,493,0.2,"[0, 14, 65]",492,1,-6.5,-9.5,TRUE,4
"208",516,0.5,7.91666666666669,13.4583333333333,516,494,494,0.2,"[0, 14, 65]",492,1,-6.5,-8.5,FALSE,4
"209",517,0.5,7.95833333333336,13.4583333333333,517,505,496,0.2,"[2, 13, 30, 54, 82, 85, 106]",416,1,4.5,-6.5,FALSE,8
"210",518,0.5,7.95833333333336,13.4583333333333,518,505,497,0.2,"[2, 13, 30, 54, 82, 85, 107]",416,1,4.5,-5.5,FALSE,8
