,alpha,birthdate,deathdate,index,locx,locy,mutation_rate,mutations,parent_index,proliferation_rate
36,0.5,3.749999999999995,15.208333333333252,36,497,503,0.1,"[0, 3]",33,1
37,0.0,3.749999999999995,15.208333333333252,37,499,504,0.1,[0],15,1
38,0.5,3.749999999999995,12.333333333333293,38,499,497,0.1,[0],35,1
39,0.0,3.7916666666666616,15.208333333333252,39,503,500,0.1,[0],18,1
40,0.0,3.8749999999999947,15.208333333333252,40,500,497,0.1,[0],17,1
41,0.5,3.916666666666661,15.208333333333252,41,496,498,0.1,[0],22,1
42,0.0,3.9583333333333277,15.208333333333252,42,502,497,0.1,[0],6,1
43,0.0,3.9583333333333277,15.208333333333252,43,500,504,0.1,[0],15,1
44,0.5,3.9999999999999942,15.208333333333252,44,496,499,0.1,[0],41,1
45,0.0,3.9999999999999942,15.208333333333252,45,498,503,0.1,"[0, 9]",37,1
46,0.0,3.9999999999999942,15.208333333333252,46,498,501,0.1,[0],16,1
47,0.0,3.9999999999999942,15.208333333333252,47,502,498,0.1,"[0, 1, 4, 6]",23,1
48,0.5,3.9999999999999942,15.208333333333252,48,498,496,0.1,[0],38,1
49,0.0,3.9999999999999942,15.208333333333252,49,494,503,0.1,"[0, 2]",31,1
50,0.0,4.041666666666661,15.208333333333252,50,503,499,0.1,"[0, 1, 4]",47,1
51,0.0,4.083333333333328,15.208333333333252,51,501,497,0.1,[0],42,1
52,0.0,4.083333333333328,15.208333333333252,52,496,502,0.1,[0],21,1
53,0.0,4.083333333333328,15.208333333333252,53,502,504,0.1,[0],24,1
54,0.0,4.124999999999995,15.208333333333252,54,496,503,0.1,[0],52,1
55,0.5,4.166666666666662,15.208333333333252,55,496,497,0.1,[0],22,1
56,0.0,4.208333333333329,15.208333333333252,56,495,501,0.1,[0],52,1
57,0.5,4.208333333333329,15.208333333333252,57,497,497,0.1,[0],10,1
58,0.0,4.249999999999996,15.208333333333252,58,502,496,0.1,[0],51,1
59,0.0,4.2916666666666625,15.208333333333252,59,496,500,0.1,"[0, 2]",28,1
60,0.5,4.2916666666666625,6.291666666666677,60,499,496,0.1,[0],38,1
61,0.0,4.3333333333333295,15.208333333333252,61,503,498,0.1,"[0, 1, 5]",23,1
62,0.0,4.3333333333333295,15.208333333333252,62,494,500,0.1,[0],56,1
63,0.0,4.3333333333333295,15.208333333333252,63,503,503,0.1,[0],26,1
64,0.0,4.3333333333333295,15.208333333333252,64,501,496,0.1,[0],40,1
65,0.0,4.3749999999999964,15.208333333333252,65,500,505,0.1,[0],43,1
66,0.0,4.416666666666663,15.208333333333252,66,503,497,0.1,"[0, 1, 4, 6]",47,1
67,0.0,4.416666666666663,15.208333333333252,67,503,502,0.1,[0],63,1
68,0.0,4.499999999999997,15.208333333333252,68,494,501,0.1,"[0, 2]",31,1
69,0.0,4.541666666666664,15.208333333333252,69,498,504,0.1,"[0, 11]",45,1
70,0.0,4.541666666666664,15.208333333333252,70,502,505,0.1,"[0, 7, 119]",34,1
71,0.0,4.583333333333331,15.208333333333252,71,503,504,0.1,[0],63,1
72,0.0,4.583333333333331,15.208333333333252,72,500,496,0.1,"[0, 10]",40,1
73,0.0,4.583333333333331,15.208333333333252,73,494,502,0.1,"[0, 2]",31,1
74,0.0,4.624999999999998,15.208333333333252,74,503,495,0.1,[0],58,1
75,0.5,4.666666666666665,15.208333333333252,75,497,496,0.1,[0],57,1
76,0.5,4.666666666666665,15.208333333333252,76,496,504,0.1,"[0, 3]",36,1
77,0.0,4.666666666666665,15.208333333333252,77,504,500,0.1,"[0, 1, 4]",50,1
78,0.0,4.708333333333332,15.208333333333252,78,504,503,0.1,[0],63,1
79,0.0,4.708333333333332,15.208333333333252,79,504,496,0.1,"[0, 1, 4, 6]",66,1
80,0.0,4.749999999999999,15.208333333333252,80,503,501,0.1,"[0, 1, 4]",77,1
81,0.0,4.749999999999999,15.208333333333252,81,504,495,0.1,[0],74,1
82,0.0,4.749999999999999,15.208333333333252,82,499,505,0.1,"[0, 12]",43,1
83,0.0,4.791666666666666,15.208333333333252,83,501,505,0.1,[0],53,1
84,0.5,4.833333333333333,15.208333333333252,84,503,505,0.1,[0],53,1
85,0.0,4.875,15.208333333333252,85,495,500,0.1,[0],56,1
86,0.0,4.875,15.208333333333252,86,503,496,0.1,[0],81,1
87,0.0,4.875,15.208333333333252,87,493,500,0.1,[0],62,1
88,0.0,4.875,15.208333333333252,88,493,503,0.1,"[0, 2]",49,1
89,0.0,4.916666666666667,15.208333333333252,89,494,499,0.1,"[0, 8]",87,1
90,0.0,4.916666666666667,15.208333333333252,90,504,497,0.1,[0],86,1
91,0.5,4.916666666666667,15.208333333333252,91,504,501,0.1,[0],67,1
92,0.0,4.958333333333334,15.208333333333252,92,505,497,0.1,"[0, 1, 4, 6]",79,1
93,0.0,4.958333333333334,15.208333333333252,93,504,502,0.1,"[0, 13]",78,1
94,0.0,5.000000000000001,15.208333333333252,94,504,499,0.1,"[0, 1, 4]",50,1
95,0.0,5.041666666666668,15.208333333333252,95,493,501,0.1,[0],87,1
96,0.0,5.041666666666668,15.208333333333252,96,502,495,0.1,"[0, 17]",74,1
97,0.5,5.041666666666668,15.208333333333252,97,495,498,0.1,[0],55,1
98,0.5,5.041666666666668,15.208333333333252,98,496,496,0.1,[0],57,1
99,0.5,5.083333333333335,6.5000000000000115,99,498,495,0.1,[0],60,1
100,0.0,5.083333333333335,15.208333333333252,100,498,505,0.1,[0],82,1
101,0.0,5.083333333333335,15.208333333333252,101,504,494,0.1,[0],74,1
102,0.0,5.208333333333336,15.208333333333252,102,495,503,0.1,"[0, 2]",73,1
103,0.5,5.208333333333336,15.208333333333252,103,495,499,0.1,[0],41,1
104,0.5,5.208333333333336,15.208333333333252,104,497,494,0.1,"[0, 41]",99,1
105,0.0,5.208333333333336,15.208333333333252,105,493,499,0.1,[0],62,1
106,0.0,5.208333333333336,15.208333333333252,106,504,498,0.1,"[0, 1, 5]",61,1
107,0.0,5.250000000000003,15.208333333333252,107,494,498,0.1,"[0, 8]",89,1
108,0.5,5.250000000000003,15.208333333333252,108,495,496,0.1,[0],55,1
109,0.0,5.333333333333337,15.208333333333252,109,506,496,0.1,"[0, 1, 4, 6]",92,1
110,0.0,5.333333333333337,15.208333333333252,110,501,495,0.1,[0],72,1
111,0.0,5.3750000000000036,15.208333333333252,111,497,504,0.1,"[0, 9]",45,1
112,0.0,5.3750000000000036,15.208333333333252,112,493,498,0.1,"[0, 8]",89,1
113,0.0,5.4166666666666705,15.208333333333252,113,505,501,0.1,[0],93,1
114,0.0,5.500000000000004,15.208333333333252,114,499,495,0.1,"[0, 10]",72,1
115,0.0,5.500000000000004,15.208333333333252,115,505,498,0.1,"[0, 1, 4]",94,1
116,0.0,5.625000000000005,15.208333333333252,116,497,505,0.1,"[0, 11]",69,1
117,0.5,5.625000000000005,15.208333333333252,117,492,501,0.1,"[0, 23]",95,1
118,0.5,5.625000000000005,15.208333333333252,118,494,495,0.1,[0],108,1
119,0.0,5.625000000000005,15.208333333333252,119,498,506,0.1,"[0, 12, 15]",82,1
120,0.0,5.625000000000005,15.208333333333252,120,504,504,0.1,[0],63,1
121,0.0,5.666666666666672,15.208333333333252,121,504,493,0.1,[0],101,1
122,0.5,5.666666666666672,15.208333333333252,122,505,500,0.1,"[0, 1, 4]",94,1
123,0.5,5.666666666666672,15.208333333333252,123,504,505,0.1,[0],84,1
124,0.5,5.708333333333339,7.791666666666687,124,495,497,0.1,[0],41,1
125,0.5,5.708333333333339,15.208333333333252,125,505,503,0.1,"[0, 13]",93,1
126,0.0,5.708333333333339,15.208333333333252,126,505,499,0.1,"[0, 1, 4]",94,1
127,0.0,5.708333333333339,15.208333333333252,127,498,507,0.1,"[0, 12, 16]",119,1
128,0.0,5.750000000000006,15.208333333333252,128,506,497,0.1,"[0, 1, 4, 6]",109,1
129,0.5,5.791666666666673,15.208333333333252,129,496,495,0.1,[0],75,1
130,0.0,5.791666666666673,15.208333333333252,130,493,504,0.1,"[0, 2]",49,1
131,0.0,5.791666666666673,15.208333333333252,131,505,494,0.1,"[0, 38]",81,1
132,0.5,5.791666666666673,15.208333333333252,132,507,496,0.1,"[0, 1, 4, 6]",109,1
133,0.0,5.83333333333334,15.208333333333252,133,498,508,0.1,"[0, 12]",127,1
134,0.0,5.83333333333334,15.208333333333252,134,495,504,0.1,"[0, 14]",54,1
135,0.5,5.83333333333334,15.208333333333252,135,496,494,0.1,"[0, 46]",129,1
136,0.0,5.83333333333334,15.208333333333252,136,501,506,0.1,"[0, 7]",70,1
137,0.0,5.875000000000007,15.208333333333252,137,494,504,0.1,"[0, 2]",49,1
138,0.5,5.875000000000007,6.208333333333343,138,499,494,0.1,[0],99,1
139,0.0,5.875000000000007,15.208333333333252,139,503,494,0.1,[0],74,1
140,0.0,5.916666666666674,15.208333333333252,140,497,508,0.1,"[0, 12]",133,1
141,0.5,5.916666666666674,14.91666666666659,141,497,495,0.1,[0],129,1
142,0.5,5.958333333333341,15.208333333333252,142,507,497,0.1,"[0, 1, 4, 6, 28]",132,1
143,0.0,5.958333333333341,15.208333333333252,143,502,507,0.1,"[0, 7]",136,1
144,0.5,5.958333333333341,15.208333333333252,144,495,505,0.1,"[0, 3]",76,1
145,0.0,6.000000000000008,15.208333333333252,145,502,494,0.1,[0],139,1
146,0.0,6.000000000000008,15.208333333333252,146,492,502,0.1,"[0, 21]",95,1
147,0.0,6.041666666666675,15.208333333333252,147,500,495,0.1,"[0, 10]",114,1
148,0.5,6.041666666666675,15.208333333333252,148,506,500,0.1,"[0, 1, 4, 30]",122,1
149,0.0,6.041666666666675,15.208333333333252,149,494,505,0.1,"[0, 14]",134,1
150,0.5,6.041666666666675,15.208333333333252,150,502,506,0.1,[0],84,1
151,0.0,6.083333333333342,15.208333333333252,151,503,508,0.1,"[0, 7]",143,1
152,0.5,6.125000000000009,15.208333333333252,152,495,495,0.1,[0],129,1
153,0.5,6.125000000000009,15.208333333333252,153,493,502,0.1,[0],95,1
154,0.0,6.125000000000009,15.208333333333252,154,497,507,0.1,"[0, 12, 19]",127,1
155,0.0,6.125000000000009,15.208333333333252,155,493,505,0.1,"[0, 2]",137,1
156,0.0,6.125000000000009,15.208333333333252,156,499,507,0.1,"[0, 12, 15]",119,1
157,0.5,6.125000000000009,13.916666666666604,157,503,506,0.1,"[0, 18]",150,1
158,0.0,6.166666666666676,15.208333333333252,158,492,499,0.1,"[0, 20]",87,1
159,0.0,6.166666666666676,15.208333333333252,159,499,508,0.1,"[0, 12, 16, 34]",127,1
160,0.5,6.166666666666676,6.375000000000011,160,498,493,0.1,[0],138,1
161,0.0,6.166666666666676,15.208333333333252,161,496,505,0.1,"[0, 9]",111,1
162,0.5,6.166666666666676,6.916666666666681,162,498,494,0.1,[0],99,1
163,0.5,6.208333333333343,15.208333333333252,163,492,503,0.1,"[0, 24]",153,1
164,0.5,6.208333333333343,11.791666666666634,164,501,494,0.1,"[0, 17]",96,1
165,0.5,6.208333333333343,12.249999999999961,165,504,507,0.1,"[0, 18]",157,1
166,0.0,6.208333333333343,15.208333333333252,166,505,496,0.1,"[0, 1, 4, 6]",79,1
167,0.0,6.208333333333343,15.208333333333252,167,499,506,0.1,"[0, 12]",82,1
168,0.0,6.25000000000001,15.208333333333252,168,503,507,0.1,"[0, 7]",151,1
169,0.5,6.25000000000001,15.208333333333252,169,506,501,0.1,"[0, 27]",113,1
170,0.0,6.291666666666677,15.208333333333252,170,499,496,0.1,"[0, 10]",147,1
171,0.5,6.291666666666677,15.208333333333252,171,491,504,0.1,[0],163,1
172,0.5,6.291666666666677,15.208333333333252,172,506,499,0.1,"[0, 1, 4, 25]",115,1
173,0.0,6.291666666666677,15.208333333333252,173,497,506,0.1,"[0, 12, 15]",119,1
174,0.5,6.333333333333344,15.208333333333252,174,506,498,0.1,"[0, 1, 4, 6]",92,1
175,0.5,6.333333333333344,15.208333333333252,175,497,509,0.1,"[0, 12]",133,1
176,0.5,6.375000000000011,7.416666666666685,176,507,501,0.1,"[0, 1, 4]",148,1
177,0.0,6.375000000000011,15.208333333333252,177,492,500,0.1,[0],105,1
178,0.0,6.416666666666678,15.208333333333252,178,506,495,0.1,"[0, 1, 4, 6]",109,1
179,0.5,6.416666666666678,15.041666666666588,179,494,497,0.1,"[0, 22]",124,1
180,0.5,6.5000000000000115,15.208333333333252,180,508,496,0.1,"[0, 1, 4, 6]",132,1
181,0.0,6.5000000000000115,15.208333333333252,181,500,506,0.1,[0],83,1
182,0.0,6.5000000000000115,15.208333333333252,182,505,495,0.1,[0],81,1
183,0.0,6.5000000000000115,15.208333333333252,183,496,508,0.1,"[0, 12, 19]",154,1
184,0.5,6.5416666666666785,15.208333333333252,184,492,498,0.1,"[0, 20]",158,1
185,0.0,6.5416666666666785,15.208333333333252,185,501,507,0.1,[0],181,1
186,0.5,6.5416666666666785,12.833333333333286,186,505,508,0.1,"[0, 18]",165,1
187,0.0,6.5833333333333455,15.208333333333252,187,491,500,0.1,[0],177,1
188,0.0,6.5833333333333455,15.208333333333252,188,491,502,0.1,"[0, 21]",146,1
189,0.0,6.5833333333333455,15.208333333333252,189,500,507,0.1,"[0, 12, 15]",156,1
190,0.5,6.625000000000012,15.208333333333252,190,508,497,0.1,"[0, 1, 4, 6, 26]",132,1
191,0.5,6.625000000000012,10.124999999999991,191,494,496,0.1,"[0, 22]",179,1
192,0.5,6.625000000000012,15.208333333333252,192,504,506,0.1,[0],84,1
193,0.5,6.625000000000012,8.12500000000002,193,508,500,0.1,"[0, 1, 4, 37]",176,1
194,0.5,6.625000000000012,15.208333333333252,194,491,501,0.1,"[0, 23]",117,1
195,0.5,6.666666666666679,15.208333333333252,195,496,506,0.1,"[0, 3]",144,1
196,0.0,6.708333333333346,15.208333333333252,196,498,509,0.1,"[0, 12]",140,1
197,0.5,6.708333333333346,15.208333333333252,197,490,503,0.1,"[0, 60]",171,1
198,0.5,6.750000000000013,15.208333333333252,198,492,504,0.1,[0],163,1
199,0.5,6.750000000000013,7.7083333333333535,199,505,506,0.1,[0],123,1
200,0.0,6.750000000000013,15.208333333333252,200,496,507,0.1,"[0, 12, 19]",154,1
201,0.5,6.750000000000013,15.208333333333252,201,492,497,0.1,"[0, 8, 40]",112,1
202,0.0,6.750000000000013,15.208333333333252,202,505,504,0.1,[0],78,1
203,0.0,6.750000000000013,15.208333333333252,203,507,494,0.1,"[0, 1, 4, 6]",178,1
204,0.5,6.750000000000013,15.208333333333252,204,491,499,0.1,"[0, 20, 33]",158,1
205,0.5,6.79166666666668,8.12500000000002,205,494,506,0.1,"[0, 3, 29]",144,1
206,0.0,6.79166666666668,15.208333333333252,206,500,509,0.1,"[0, 12, 16]",159,1
207,0.5,6.79166666666668,15.208333333333252,207,507,498,0.1,"[0, 1, 4, 6]",142,1
208,0.5,6.79166666666668,15.208333333333252,208,493,497,0.1,"[0, 22]",191,1
209,0.5,6.79166666666668,15.208333333333252,209,490,501,0.1,"[0, 23]",194,1
210,0.0,6.79166666666668,15.208333333333252,210,495,507,0.1,"[0, 12, 19]",183,1
211,0.5,6.79166666666668,15.208333333333252,211,505,502,0.1,[0],91,1
212,0.5,6.79166666666668,15.208333333333252,212,495,506,0.1,"[0, 3]",195,1
213,0.0,6.79166666666668,15.208333333333252,213,502,493,0.1,[0],145,1
214,0.5,6.833333333333347,15.208333333333252,214,506,502,0.1,[0],113,1
215,0.0,6.875000000000014,15.208333333333252,215,506,494,0.1,[0],182,1
216,0.5,6.875000000000014,15.208333333333252,216,507,499,0.1,"[0, 1, 4]",148,1
217,0.0,6.916666666666681,15.208333333333252,217,490,500,0.1,[0],187,1
218,0.5,6.916666666666681,15.208333333333252,218,491,498,0.1,"[0, 20]",184,1
219,0.5,6.916666666666681,15.208333333333252,219,491,503,0.1,"[0, 24]",163,1
220,0.5,6.958333333333348,15.208333333333252,220,491,497,0.1,"[0, 20]",184,1
221,0.5,6.958333333333348,7.250000000000017,221,495,494,0.1,[0],129,1
222,0.0,6.958333333333348,15.208333333333252,222,489,500,0.1,[0],217,1
223,0.0,6.958333333333348,15.208333333333252,223,506,504,0.1,[0],202,1
224,0.0,7.000000000000015,15.208333333333252,224,503,493,0.1,[0],101,1
225,0.5,7.000000000000015,10.833333333333314,225,506,508,0.1,"[0, 18]",186,1
226,0.5,7.000000000000015,12.749999999999954,226,490,502,0.1,"[0, 23]",209,1
227,0.0,7.000000000000015,15.208333333333252,227,502,508,0.1,"[0, 7]",143,1
228,0.5,7.041666666666682,15.208333333333252,228,507,500,0.1,"[0, 1, 4, 25]",172,1
229,0.5,7.083333333333349,15.208333333333252,229,509,498,0.1,"[0, 1, 4, 6, 26]",190,1
230,0.5,7.083333333333349,15.208333333333252,230,507,502,0.1,"[0, 27]",169,1
231,0.5,7.083333333333349,15.208333333333252,231,505,505,0.1,[0],123,1
232,0.5,7.083333333333349,15.208333333333252,232,508,498,0.1,"[0, 1, 4, 6, 28]",142,1
233,0.0,7.083333333333349,15.208333333333252,233,505,493,0.1,[0],101,1
234,0.5,7.125000000000016,10.708333333333316,234,507,508,0.1,"[0, 18, 39]",225,1
235,0.5,7.125000000000016,15.208333333333252,235,494,494,0.1,[0],152,1
236,0.5,7.125000000000016,15.208333333333252,236,506,503,0.1,"[0, 13]",125,1
237,0.0,7.166666666666683,15.208333333333252,237,507,495,0.1,"[0, 1, 4, 6]",109,1
238,0.5,7.166666666666683,12.708333333333288,238,507,504,0.1,"[0, 13]",236,1
239,0.5,7.20833333333335,11.08333333333331,239,490,504,0.1,"[0, 24]",219,1
240,0.0,7.250000000000017,15.208333333333252,240,490,499,0.1,[0],187,1
241,0.0,7.250000000000017,15.208333333333252,241,508,494,0.1,"[0, 1, 4, 6]",203,1
242,0.5,7.250000000000017,15.208333333333252,242,504,508,0.1,"[0, 18]",165,1
243,0.5,7.250000000000017,15.208333333333252,243,502,492,0.1,[0],224,1
244,0.0,7.250000000000017,15.208333333333252,244,503,492,0.1,[0],121,1
245,0.5,7.250000000000017,15.208333333333252,245,489,504,0.1,"[0, 24]",239,1
246,0.5,7.291666666666684,15.208333333333252,246,508,499,0.1,"[0, 1, 4, 25]",228,1
247,0.5,7.333333333333351,15.208333333333252,247,508,503,0.1,"[0, 27]",230,1
248,0.5,7.333333333333351,15.208333333333252,248,498,495,0.1,"[0, 31]",48,1
249,0.5,7.333333333333351,15.208333333333252,249,493,496,0.1,"[0, 22]",179,1
250,0.5,7.333333333333351,15.208333333333252,250,509,499,0.1,"[0, 1, 4, 6, 28]",232,1
251,0.5,7.333333333333351,15.208333333333252,251,500,494,0.1,"[0, 17]",164,1
252,0.0,7.375000000000018,15.208333333333252,252,504,492,0.1,[0],224,1
253,0.5,7.375000000000018,15.208333333333252,253,494,507,0.1,"[0, 3]",212,1
254,0.0,7.458333333333352,15.208333333333252,254,489,499,0.1,[0],217,1
255,0.5,7.458333333333352,15.208333333333252,255,493,506,0.1,"[0, 3, 29]",205,1
256,0.5,7.458333333333352,15.208333333333252,256,506,505,0.1,[0],231,1
257,0.5,7.500000000000019,15.208333333333252,257,509,496,0.1,"[0, 1, 4, 6, 26]",190,1
258,0.0,7.500000000000019,15.208333333333252,258,499,494,0.1,"[0, 10]",114,1
259,0.5,7.541666666666686,15.208333333333252,259,510,499,0.1,"[0, 1, 4, 6, 28]",250,1
260,0.0,7.583333333333353,15.208333333333252,260,492,505,0.1,"[0, 2]",155,1
261,0.5,7.583333333333353,10.124999999999991,261,489,503,0.1,"[0, 32]",197,1
262,0.5,7.583333333333353,13.624999999999941,262,507,505,0.1,[0],256,1
263,0.0,7.583333333333353,15.208333333333252,263,496,509,0.1,"[0, 12, 35]",140,1
264,0.5,7.6250000000000195,12.874999999999952,264,507,501,0.1,"[0, 1, 4, 30]",148,1
265,0.5,7.6250000000000195,15.208333333333252,265,498,494,0.1,"[0, 31]",248,1
266,0.5,7.6250000000000195,9.70833333333333,266,493,495,0.1,[0],118,1
267,0.5,7.6250000000000195,8.875000000000009,267,495,494,0.1,[0],129,1
268,0.5,7.6666666666666865,14.749999999999925,268,507,506,0.1,[0],262,1
269,0.5,7.6666666666666865,15.208333333333252,269,496,510,0.1,"[0, 12]",175,1
270,0.5,7.6666666666666865,15.208333333333252,270,508,501,0.1,"[0, 1, 4, 25]",228,1
271,0.5,7.6666666666666865,15.208333333333252,271,488,502,0.1,"[0, 32]",261,1
272,0.0,7.6666666666666865,15.208333333333252,272,505,492,0.1,[0],233,1
273,0.5,7.6666666666666865,15.208333333333252,273,506,506,0.1,[0],256,1
274,0.0,7.7083333333333535,15.208333333333252,274,500,508,0.1,"[0, 12, 16]",159,1
275,0.5,7.7083333333333535,15.208333333333252,275,490,498,0.1,"[0, 20, 33]",204,1
276,0.5,7.7083333333333535,15.208333333333252,276,488,504,0.1,"[0, 32, 110]",261,1
277,0.5,7.7083333333333535,15.208333333333252,277,508,502,0.1,"[0, 1, 4, 30, 107]",264,1
278,0.5,7.7083333333333535,15.208333333333252,278,501,491,0.1,[0],243,1
279,0.0,7.7083333333333535,15.208333333333252,279,497,510,0.1,"[0, 12]",196,1
280,0.5,7.75000000000002,15.208333333333252,280,491,505,0.1,"[0, 24]",239,1
281,0.5,7.75000000000002,8.833333333333343,281,505,506,0.1,[0],123,1
282,0.0,7.75000000000002,15.208333333333252,282,499,509,0.1,"[0, 12, 16, 34]",159,1
283,0.5,7.75000000000002,15.208333333333252,283,496,511,0.1,"[0, 12]",269,1
284,0.0,7.791666666666687,15.208333333333252,284,491,506,0.1,"[0, 2]",260,1
285,0.0,7.833333333333354,15.208333333333252,285,489,498,0.1,[0],240,1
286,0.5,7.875000000000021,15.208333333333252,286,493,507,0.1,"[0, 3, 29]",255,1
287,0.0,7.875000000000021,15.208333333333252,287,501,508,0.1,"[0, 7, 36]",143,1
288,0.5,7.875000000000021,15.208333333333252,288,495,497,0.1,[0],97,1
289,0.5,7.875000000000021,15.208333333333252,289,489,502,0.1,"[0, 23]",209,1
290,0.0,7.916666666666688,15.208333333333252,290,489,497,0.1,[0],285,1
291,0.0,7.916666666666688,15.208333333333252,291,501,493,0.1,[0],145,1
292,0.0,7.916666666666688,15.208333333333252,292,501,492,0.1,"[0, 42]",213,1
293,0.5,7.958333333333355,15.208333333333252,293,508,495,0.1,"[0, 1, 4, 6]",132,1
294,0.5,7.958333333333355,15.208333333333252,294,492,506,0.1,"[0, 2]",260,1
295,0.0,7.958333333333355,15.208333333333252,295,495,508,0.1,"[0, 12, 35]",263,1
296,0.0,7.958333333333355,15.208333333333252,296,501,510,0.1,"[0, 12, 16]",206,1
297,0.5,7.958333333333355,15.208333333333252,297,489,501,0.1,"[0, 23]",226,1
298,0.5,8.000000000000021,15.208333333333252,298,487,503,0.1,"[0, 32]",276,1
299,0.5,8.000000000000021,15.208333333333252,299,500,493,0.1,"[0, 17]",251,1
300,0.0,8.000000000000021,15.208333333333252,300,502,509,0.1,"[0, 7, 36]",287,1
301,0.0,8.000000000000021,15.208333333333252,301,508,493,0.1,"[0, 1, 4, 6]",241,1
302,0.5,8.000000000000021,9.541666666666666,302,495,493,0.1,[0],267,1
303,0.5,8.041666666666687,15.208333333333252,303,495,509,0.1,"[0, 12, 19]",183,1
304,0.5,8.041666666666687,15.208333333333252,304,508,505,0.1,[0],262,1
305,0.0,8.041666666666687,15.208333333333252,305,500,492,0.1,[0],292,1
306,0.5,8.041666666666687,15.208333333333252,306,488,501,0.1,"[0, 32]",271,1
307,0.5,8.041666666666687,11.62499999999997,307,509,497,0.1,"[0, 1, 4, 6, 26]",190,1
308,0.0,8.041666666666687,15.208333333333252,308,488,498,0.1,[0],285,1
309,0.0,8.083333333333353,15.208333333333252,309,506,492,0.1,[0],233,1
310,0.5,8.083333333333353,15.208333333333252,310,508,504,0.1,"[0, 27]",247,1
311,0.5,8.083333333333353,15.208333333333252,311,509,500,0.1,"[0, 1, 4, 37]",193,1
312,0.0,8.083333333333353,15.208333333333252,312,488,499,0.1,[0],222,1
313,0.0,8.083333333333353,15.208333333333252,313,499,510,0.1,"[0, 12]",196,1
314,0.5,8.12500000000002,15.208333333333252,314,495,510,0.1,"[0, 12, 35]",263,1
315,0.5,8.12500000000002,15.208333333333252,315,490,497,0.1,"[0, 20]",218,1
316,0.0,8.12500000000002,15.208333333333252,316,506,493,0.1,"[0, 38, 43]",131,1
317,0.5,8.166666666666686,15.208333333333252,317,494,506,0.1,"[0, 3]",144,1
318,0.5,8.166666666666686,14.124999999999934,318,509,495,0.1,"[0, 1, 4, 6]",293,1
319,0.5,8.166666666666686,8.375000000000016,319,488,500,0.1,"[0, 23]",297,1
320,0.5,8.166666666666686,15.208333333333252,320,487,501,0.1,"[0, 32]",306,1
321,0.0,8.166666666666686,15.208333333333252,321,501,509,0.1,"[0, 12, 16, 45]",274,1
