# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Apr 22 19:57:13 PDT 2020 [seed=1587610619714]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	yule.birthRate	clock.rate	meanRate	X_coord.precision.col1	X_coord.varCovar.X_coord.precision.col1	X_coord.diffusionRate	Y_coord.precision.col1	Y_coord.varCovar.Y_coord.precision.col1	Y_coord.diffusionRate	treeLikelihood	branchRates	X_coord.traitLikelihood	Y_coord.traitLikelihood	speciation
10000	-714.403652714799	121.92294373840909	-836.3265964532081	0.08182027870606219	1.504591573409888	28.91322317530349	1.0	1.0	2.5538123722889175E-4	3915.7144465696406	316.0236614980179	2.215077011186252E-4	4514.515725412475	264.4890485750554	-458.4253293052417	0.0	-189.47531861125015	-188.42594853671628	121.34806100017951
11000	-709.4148352284503	124.13347873329027	-833.5483139617406	0.07155400771150497	1.424303766811853	36.7927052444123	1.0	1.0	2.719922136247388E-4	3676.5758352909183	324.3342164244075	3.040621021314785E-4	3288.801836828693	294.5037566726198	-450.44027244736736	0.0	-193.07535668566945	-190.0326848287038	124.25569165427875
12000	-704.8924847374685	125.49679293874881	-830.3892776762174	0.06624354854309192	1.3975078900911915	32.99756726046417	1.0	1.0	2.4826326831794743E-4	4027.982096486837	343.14286979297015	2.3438619828195634E-4	4266.462817904678	370.40788452795397	-447.2495309812523	0.0	-191.6874094294127	-191.4523372655524	125.21089752877731
13000	-688.6101914000849	121.61261892153885	-810.2228103216237	0.07222391229830576	1.4994306915703133	35.153294664048346	1.0	1.0	2.8840979054053386E-4	3467.288673265263	288.10048593344027	3.3604602343865E-4	2975.7828697608866	263.70510475549736	-435.49823805377565	0.0	-190.74850340655217	-183.97606886129586	121.71626999629595
14000	-698.6015964385592	112.96581523830832	-811.5674116768676	0.08981865401513356	1.8024838232241465	23.019534228197642	1.0	1.0	3.5971991652328385E-4	2779.9405984107425	221.90639152222892	2.610529552564166E-4	3830.640411704055	226.43141200112666	-434.5702063589286	0.0	-192.15107016891238	-184.84613514902657	112.18847725255044
15000	-686.2292903800649	118.79544535498218	-805.024735735047	0.07645544632174267	1.5885111450423537	32.96120395264015	1.0	1.0	3.4092938461477716E-4	2933.1587276641458	251.53793345105905	3.8339871414489206E-4	2608.250792468973	252.75035083354246	-431.18789200351614	0.0	-185.55650262164036	-188.28034110989046	118.91199053832732
16000	-687.1702968110485	110.4334844662663	-797.6037812773147	0.08737825957874633	1.9166194555381162	25.635014426343442	1.0	1.0	2.7164486948083274E-4	3681.276962495918	205.28890850601917	3.1463702970860866E-4	3178.265447414499	212.38508205117185	-420.6309305914632	0.0	-188.72067223108206	-188.2521784547695	109.82143183923216
17000	-678.2284829300438	121.7169556532323	-799.9454385832761	0.06910881319813336	1.5086664581011862	28.370041551417508	1.0	1.0	2.2449203272932583E-4	4454.50107000331	303.23415119937704	2.607839837948152E-4	3834.5913174898037	299.9987572618219	-417.87475544804903	0.0	-191.88556386922073	-190.18511926600635	121.12042185523994
18000	-674.5581417542542	118.68928141824063	-793.2474231724948	0.08050438438247091	1.6037138305519538	29.558175184995715	1.0	1.0	3.0149843723546423E-4	3316.7667771989813	260.95500105563934	3.924226054753302E-4	2548.2731780671215	260.6898688167794	-413.87980720447877	0.0	-187.4932324680419	-191.87438349997404	118.52880336817404
19000	-680.6063623579473	118.25375743125582	-798.8601197892032	0.10560888795531387	1.6069184493164388	33.93662623535831	1.0	1.0	3.820625281596966E-4	2617.372619127973	260.57089088303184	2.0134579344078323E-4	4966.58004575648	306.6177115003978	-420.00513992936123	0.0	-186.39981681127205	-192.45516304856994	118.1668568975179
20000	-677.9084542017744	116.58168047695783	-794.4901346787321	0.09492961062320349	1.660951859804527	33.575538244538926	1.0	1.0	2.863222690241536E-4	3492.5680192749587	233.40255821022782	2.3670496264302878E-4	4224.668502231975	273.2107831503537	-420.14750660782323	0.0	-184.7633329856402	-189.5792950852688	116.40873820497463
21000	-683.1502067630684	112.25845293527004	-795.4086596983384	0.09748569348307068	1.8532885891546886	24.560822730628132	1.0	1.0	2.734901945752737E-4	3656.4382191214772	234.4536597268502	2.0003924762236703E-4	4999.01900195003	246.35736712479314	-415.987208616137	0.0	-186.53351957195818	-192.88793151024322	111.33818496765124
22000	-694.5899776692469	113.3686468138627	-807.9586244831096	0.09914008963313141	1.7538398996842017	33.958345251155286	1.0	1.0	2.942047586957946E-4	3398.9932876442426	231.2729598233354	2.1027064967029912E-4	4755.775480638802	276.38799543575783	-424.2831907427736	0.0	-188.6505663913815	-195.02486734895447	113.17409622978131
23000	-686.8050475557645	114.28527188365541	-801.09031943942	0.1061347528823362	1.7731874206364768	25.20067530575188	1.0	1.0	2.771881365237216E-4	3607.65800636789	227.90698700601084	2.0342851158593227E-4	4915.731783140831	276.10701503417346	-410.90989379232235	0.0	-191.81257354452802	-198.36785210256954	113.43114836457177
24000	-688.328454020058	111.56314309525398	-799.8915971153119	0.12517035606972196	1.8241303939524924	20.497752503972958	1.0	1.0	3.2156980678703275E-4	3109.744692735639	238.56907588298432	3.1777997711343717E-4	3146.8313676762345	247.0483101499886	-416.5901652200125	0.0	-192.45339272487098	-190.84803917042834	110.60487371268468
25000	-681.9735115729745	115.63502737630846	-797.608538949283	0.09555556434900696	1.7255894600473243	29.18243844763651	1.0	1.0	2.0237252347159857E-4	4941.3822728772875	267.2336669499315	2.1498811745788966E-4	4651.419863685596	263.98354204612076	-413.1162913654608	0.0	-191.69656002218474	-192.79568756163752	114.9478799569937
26000	-674.2177629065852	116.46267919693835	-790.6804421035235	0.10442074258572662	1.6756206011902746	32.446482798504285	1.0	1.0	1.867144307165655E-4	5355.772428313324	275.66907880296895	3.059014959645538E-4	3269.02618389246	256.41414141951515	-408.360790704976	0.0	-193.63307775561864	-188.68657364292892	116.13201538471489
27000	-674.7974945387361	113.50912369741513	-788.3066182361513	0.1124906477994842	1.7946877088319193	27.361503947633132	1.0	1.0	4.286231530787605E-4	2333.051756110449	199.61661812551327	2.0512512045427114E-4	4875.073310306388	273.3993986805782	-411.9330378703456	0.0	-184.58620756298407	-191.78737280282172	113.04236111442994
28000	-683.3988812926805	116.5848663345952	-799.9837476272756	0.09743571235257771	1.6799541744407676	30.37938381740446	1.0	1.0	4.073221128767952E-4	2455.059444078046	241.71405709060423	1.7884293602278683E-4	5591.498452433075	329.381022895048	-418.13928060627245	0.0	-186.7694427824167	-195.0750242385865	116.2384738472518
29000	-703.0595611796757	97.22865600922893	-800.2882171889047	0.16243955030754847	2.5476782999572727	18.241763548066007	1.0	1.0	2.9452402753286797E-4	3395.3087236266424	163.55454796376804	2.128906722180694E-4	4697.246664596344	184.6351381333613	-420.6638407150903	0.0	-184.9991455068677	-194.62523096694665	95.8078244760016
30000	-676.6873216941793	113.01129107336409	-789.6986127675434	0.09911132340016493	1.7892847485712562	31.26196865462146	1.0	1.0	2.840729602636413E-4	3520.222407201037	206.37402533353495	2.651599466067597E-4	3771.3086489756706	236.3058437180739	-415.3563124069432	0.0	-181.2561648673704	-193.08613549322985	112.74114896645182
31000	-686.9432391475187	102.6033600205201	-789.5465991680388	0.13811507400000472	2.282384327223022	21.324428634140084	1.0	1.0	2.2430861068174646E-4	4458.143612769373	172.59147693478906	1.8224789469758497E-4	5487.031834630303	210.4969916859338	-410.2080241897939	0.0	-187.089187375407	-192.24938760283794	101.26226998757505
32000	-671.1094575463069	110.31556084032098	-781.4250183866278	0.1129055770686801	1.9154814350453333	25.690175670245704	1.0	1.0	5.945937828014496E-4	1681.820477988291	174.2162069534694	1.9109506953367497E-4	5232.997389416051	241.07887077816346	-408.5047085932145	0.0	-180.78482290724753	-192.1354868861657	109.85026925027704
33000	-672.1774992885855	110.93223461012191	-783.1097338987074	0.12762910945664951	1.8943556211267452	27.847223654466834	1.0	1.0	2.765254705500408E-4	3616.3034023986493	224.4736990276272	1.9528052425488832E-4	5120.838362225811	251.7893441284246	-405.68422461909273	0.0	-187.459933019335	-189.96557626027965	110.2573856730723
34000	-674.858064033731	109.22935637986564	-784.0874204135966	0.1377392463787509	1.9556633530270726	21.23343069399374	1.0	1.0	2.6146558496863533E-4	3824.59511878	230.23227422497823	2.951334839517591E-4	3388.29734468033	232.75632408707887	-400.6161103640627	0.0	-190.7010719515185	-192.7702380980154	108.19782383223856
35000	-670.1456316907179	110.09300517706846	-780.2386368677863	0.11451454579835227	1.8657507896155674	32.69189438987587	1.0	1.0	2.25162662767095E-4	4441.233673961236	256.99925577679704	3.074158046988727E-4	3252.923189747983	257.5885778614861	-399.5494138202981	0.0	-189.29554829522556	-191.39367475226265	109.87430351841613
36000	-698.6370437952461	89.63699223500817	-788.2740360302543	0.11976853486737714	2.519366625318953	31.858874483940458	1.0	1.0	2.688078195860842E-4	3720.129873973981	188.3138338105218	2.4553743209999846E-4	4072.6987793565277	176.46761970995243	-407.9338755180909	0.0	-186.89298319160528	-193.4471773205581	89.34029777429431
37000	-691.9949795532377	95.36751233406625	-787.362491887304	0.1197429391406625	2.6022213667435685	21.469198921220872	1.0	1.0	3.534252050372072E-4	2829.4529811328084	150.27986612482727	2.363290835881902E-4	4231.387795429051	167.57192840035142	-408.9825798726766	0.0	-186.9699021565724	-191.41000985805493	94.39673752337133
38000	-669.1098584165231	125.45555436376958	-794.5654127802927	0.06831203170475797	1.3855840149078005	36.43092484364521	1.0	1.0	3.474733941166274E-4	2877.9181857715294	333.2599988470144	3.154654667064374E-4	3169.9190736796863	321.5171568276808	-415.9734857228724	0.0	-187.36570013203578	-191.22622692538448	125.69737476914221
39000	-686.2138408226033	100.8963098027363	-787.1101506253395	0.11513128752136992	2.312788876151591	18.076763775061835	1.0	1.0	4.671958263145065E-4	2140.4300802268317	162.520864561491	4.1971248844342035E-4	2382.583381563605	179.86592039301902	-411.4184814877489	0.0	-182.91213220382974	-192.77953693376085	100.02900169003685
40000	-676.8604747974989	111.71914603836015	-788.579620835859	0.0982911660169375	1.8447897892862068	30.284121057494158	1.0	1.0	2.9647440770348124E-4	3372.9724185844384	250.4765584316371	1.958176467801897E-4	5106.79204067101	238.71254642536368	-403.4976329102529	0.0	-189.498810039516	-195.58317788609014	111.25271506002416
41000	-684.0346486009583	103.83892234787584	-787.8735709488342	0.11147678202402433	2.202847034014821	21.073511495453896	1.0	1.0	3.260533252099688E-4	3066.9829830934227	199.94877476044368	3.119757236622477E-4	3205.377611633089	209.79901811971897	-410.49754438531653	0.0	-190.15831222175873	-187.21771434175886	102.93110445703478
42000	-682.3014819555444	111.48437355155261	-793.785855507097	0.09780070413399214	1.8820408276979033	23.07667652482289	1.0	1.0	2.3117401547376117E-4	4325.74568534716	229.53555461149182	2.054958009724351E-4	4866.279482441291	271.84775309997303	-413.6100407469422	0.0	-189.96707609860994	-190.20873866154483	110.37105184015486
43000	-675.0354680512602	121.88533707266747	-796.9208051239276	0.09956663117982519	1.4984246257708798	36.0669685093414	1.0	1.0	1.7789722805246788E-4	5621.223056410223	339.5883980695759	2.4283470460061577E-4	4118.027535004419	316.8489995229856	-416.6078548556267	0.0	-188.7252215519111	-191.58772871638976	121.63986109846068
44000	-690.8794220793498	102.18358393644831	-793.063006015798	0.15087258826217492	2.2623508362012963	24.256393988367353	1.0	1.0	2.7064985118265147E-4	3694.81082524275	211.3712115700899	2.622397391039549E-4	3813.304586928331	199.41570056891229	-412.88529525619487	0.0	-188.94304366977954	-191.23466708982357	101.36885913754503
45000	-684.0943837881902	110.62017498399105	-794.7145587721812	0.12446784746707917	1.877990315290639	30.928097457848814	1.0	1.0	2.55946903454567E-4	3907.060357061555	221.69617912312492	1.7542693376853784E-4	5700.378947051666	275.76092981509214	-417.18780210196	0.0	-183.41257453600775	-194.11418213421348	110.06892110927936
46000	-682.6561482657916	106.38175092313166	-789.0378991889232	0.11191257164929616	2.095025678587531	22.82485570966799	1.0	1.0	3.55628796533828E-4	2811.9207717333384	174.91224824533288	1.9883528082968946E-4	5029.28854390052	231.22208710654982	-408.8063212287072	0.0	-184.46099802265283	-195.7705799375632	105.44599631678538
47000	-687.2719775577941	101.2351195885297	-788.5070971463238	0.11479834391523976	2.3400830846877363	21.868993789926705	1.0	1.0	2.5048131654698767E-4	3992.313733357476	191.9504222228994	1.8061252410418545E-4	5536.714604703464	229.9194339814691	-407.13990901204176	0.0	-187.94616607571834	-193.42102205856366	99.99315897507186
48000	-674.2678577032688	113.75122631305692	-788.0190840163257	0.09502733119490504	1.7374378337025818	33.8594058479961	1.0	1.0	2.94335232003891E-4	3397.4865774369155	244.2911455147804	3.1954434636900656E-4	3129.4560875917055	254.4743934273168	-410.81352474228595	0.0	-187.69870576149177	-189.50685351254793	113.7600118856854
49000	-691.8135567377585	102.99776391011018	-794.8113206478687	0.11601248134639502	2.252402743213974	20.495077396222772	1.0	1.0	2.9707942963969666E-4	3366.1031368372364	175.31644259694605	2.2452003081199843E-4	4453.945585092801	218.74050998813004	-413.34268910449805	0.0	-186.90211499415014	-194.56651654922052	101.82588323485602
50000	-684.415225398414	111.60725674658363	-796.0224821449976	0.09393917527651362	1.8780407340004526	22.730897019274245	1.0	1.0	2.7106950769663937E-4	3689.090700379051	238.47590772949533	1.459297847110103E-4	6852.610671497487	302.91012573105945	-410.57926600703996	0.0	-188.6346551103036	-196.80856102765398	110.37297943614229
51000	-680.6502436947051	109.98307983867853	-790.6333235333836	0.1321578788558869	1.9380628781727567	25.89930689437992	1.0	1.0	3.6587439777616745E-4	2733.178396952974	192.9328320573744	1.8033365914347865E-4	5545.2764877596765	264.6751130685862	-410.3072360724102	0.0	-186.67612823449863	-193.64995922647478	109.26210890571889
52000	-701.625243080518	98.45350915777443	-800.0787522382924	0.15194235761466915	2.448103793776948	21.786423317201532	1.0	1.0	4.49890749966695E-4	2222.761859571527	164.56864812393925	2.440121740086666E-4	4098.156184471693	169.27384541392578	-421.7441566335219	0.0	-187.3041814132599	-191.03041419151054	97.64763704066645
53000	-700.2892201610297	101.8717940327185	-802.1610141937482	0.145483891344806	2.2954862684718176	23.086949091488915	1.0	1.0	2.9852851601760305E-4	3349.763745655152	201.44517473284662	1.8266786256770307E-4	5474.4167142666665	205.8251774273705	-417.33291553466677	0.0	-191.3637847756593	-193.46431388342214	100.82833206986201
54000	-688.982985365569	105.26681535005939	-794.2498007156283	0.126593208581852	2.130958361584466	24.53812989310439	1.0	1.0	2.975108714203018E-4	3361.2217100707976	187.1536230820564	2.618325987846378E-4	3819.2341390711194	200.0306098591569	-414.7220965733349	0.0	-187.44967911781927	-192.07802502447421	104.52145019193664
55000	-680.7639827499579	112.18885702756691	-792.9528397775248	0.11531303869660325	1.8519724502479231	25.0879896864876	1.0	1.0	3.0413506355575086E-4	3288.0128595126307	218.68685955434333	2.3054744906085168E-4	4337.501907193325	266.10476483648836	-410.96775828358454	0.0	-188.01629585048354	-193.96878564345667	111.43480668916978
56000	-677.5061838348669	109.69056116107217	-787.1967449959391	0.12343792327086354	1.9448978837462125	21.657617731289076	1.0	1.0	1.9324338653256245E-4	5174.821337709765	256.8770878996944	3.1019454722048737E-4	3223.7832965168036	214.5436324946975	-409.7269602319076	0.0	-188.8438247971987	-188.6259599668329	108.57065039756517
57000	-672.0714668010312	114.28549616316798	-786.3569629641992	0.09927629345535831	1.7647963726786084	24.984200062423422	1.0	1.0	2.866603581093459E-4	3488.4488619056024	232.2066213190194	2.8628786550851363E-4	3492.987724868353	243.1017875428969	-408.47959938708516	0.0	-185.52959522453833	-192.34776835257574	113.60191210651446
58000	-701.2387641832072	100.33364250462368	-801.5724066878308	0.13334020410984507	2.3825651105884114	19.468689003040105	1.0	1.0	3.3410638304432204E-4	2993.0586506254854	167.3635821311791	2.0832429668969567E-4	4800.208213300849	209.09217521182973	-422.8444057940672	0.0	-184.88378379934545	-193.84421709441818	99.08614749518009
59000	-688.3721552557678	105.21203964610355	-793.5841949018713	0.13305535594249676	2.138908012329485	20.612306550911377	1.0	1.0	3.1646994976818884E-4	3159.8576760052265	192.13147959254172	2.731674519046892E-4	3660.758238316437	200.495411975082	-415.73404492519586	0.0	-184.98054658037623	-192.86960339629925	104.18069920306141
60000	-692.6929939927983	103.35416888397607	-796.0471628767743	0.15641225247006502	2.1477948594521705	28.656426908322782	1.0	1.0	3.027163932068523E-4	3303.4220228591307	220.2149831125955	2.3023771363367147E-4	4343.337085040239	233.06744331402712	-409.88358522278077	0.0	-193.8539190620585	-192.30965859193503	102.86538299821143
61000	-705.7645682494298	94.38968778174048	-800.1542560311702	0.21586616024846972	2.6254565435645465	14.22987986458453	1.0	1.0	3.1691517487764245E-4	3155.418481889008	177.32194971892469	3.1203931682651355E-4	3204.7243602830226	178.7238364566643	-425.2694855452568	0.0	-186.54590650001884	-188.3388639858946	92.75192330881069
62000	-692.1219659320125	104.55520232106683	-796.6771682530793	0.23159558317266124	2.1782966157785077	23.525076853118975	1.0	1.0	2.22628500949771E-4	4491.787869629586	196.05731471744832	2.2261681403803744E-4	4492.023678989202	206.10848527172348	-420.6886799113134	0.0	-186.5962487937516	-189.39223954801437	103.50068536939555
63000	-696.0607086632729	99.49971683907256	-795.5604255023454	0.18010357703844385	2.3720796753871243	23.911655600723208	1.0	1.0	3.2240690139218075E-4	3101.6705774036286	157.12082225125323	3.072743654941734E-4	3254.4205189123145	177.31339242217908	-416.2361732214596	0.0	-185.40785514023753	-193.9163971406483	98.8235828274627
64000	-688.5466620452959	96.9016407062007	-785.4483027514966	0.15821817939316268	2.550403025772673	16.62262384376571	1.0	1.0	2.95101770530757E-4	3388.661471605013	148.64575402600423	2.2200325214454612E-4	4504.438517634421	187.3228035431559	-410.11872758943093	0.0	-183.0059179563462	-192.3236572057194	95.33307768474992
65000	-692.6176876691524	97.91391705659682	-790.5316047257492	0.1339889378864107	2.503626305674909	18.01508634023954	1.0	1.0	3.0653133008734203E-4	3262.3092710133847	154.1481808479644	2.479298650844964E-4	4033.3987180575937	199.96993453927024	-405.61865012842804	0.0	-190.39951753875715	-194.51343705856394	96.56622324642898
66000	-685.7038380660586	97.26711246895276	-782.9709505350113	0.14497778644452733	2.5003325670462706	21.772259380456173	1.0	1.0	4.49812588129374E-4	2223.1480985418366	143.48064752107544	2.7151057689847087E-4	3683.09776887234	186.54704139108915	-406.220659236776	0.0	-183.08095452723956	-193.6693367709957	96.5133068583169
67000	-667.2354269094436	115.86678959410413	-783.1022165035478	0.11411893883609679	1.712593603415843	27.08335953711574	1.0	1.0	3.5092841982446526E-4	2849.5839707146006	216.4735302289033	1.9904701641588365E-4	5023.938655330689	276.26735557404595	-409.72337185196477	0.0	-180.45921879695928	-192.91962585462375	115.26426720093562
68000	-680.5662803001582	110.69474413404942	-791.2610244342076	0.098470802253248	1.8352534071691435	33.26717973429472	1.0	1.0	4.251660978139183E-4	2352.0219630438837	178.70511440861608	2.2303625418292595E-4	4483.57601621052	264.37687632395813	-419.3488160151422	0.0	-177.38889342227503	-194.5233149967904	110.67028959857085
69000	-689.7126728436103	104.08924606538852	-793.8019189089988	0.12389007398184908	2.1728566086944197	24.813346309617668	1.0	1.0	3.4520528514424894E-4	2896.827027379189	163.11143794019088	2.6263026736846577E-4	3807.6342457399137	205.85790391363116	-422.0432103650038	0.0	-179.09276328034088	-192.66594526365418	103.44185812435784
70000	-694.8890902646349	98.37338651309645	-793.2624767777313	0.1551959956030455	2.452805275424297	22.235379545358814	1.0	1.0	3.4035339194061164E-4	2938.1226210153072	159.12640894314097	2.326653714689157E-4	4298.018195344557	193.71347752724412	-421.67974812035914	0.0	-178.48723724009642	-193.09549141727575	97.4434937336908
71000	-683.3099893845553	110.88617378193656	-794.1961631664918	0.10277729783235132	1.8890771166666047	23.19947203620705	1.0	1.0	4.189871938735005E-4	2386.7077911262304	208.5235618783138	2.80782950219263E-4	3561.4698086871067	228.8557379656507	-422.15318200066974	0.0	-180.46014471599815	-191.58283644982396	110.23675480396511
72000	-707.3174979624637	95.34579597845234	-802.663293940916	0.22633559132442693	2.641943830143039	17.080934152346423	1.0	1.0	3.66172128103043E-4	2730.956081175556	127.33846197197863	2.2151596323887124E-4	4514.347342641181	187.93137590630948	-430.24861710956026	0.0	-178.26734165117085	-194.14733518018483	93.93331250476167
73000	-707.938736316615	96.35432078119793	-804.2930570978128	0.14433453102325347	2.5468378287379783	21.81883141102168	1.0	1.0	4.767718336114193E-4	2097.43933995695	156.22747996734498	2.0241569552355737E-4	4940.3283545451095	182.09821353894966	-428.54542008972567	0.0	-179.25912530334256	-196.4885117047446	95.48687251572669
74000	-693.5344025040506	102.25616761142103	-795.7905701154716	0.14163623344062143	2.272569528970463	22.127266400016794	1.0	1.0	3.710659416027653E-4	2694.9387908807953	173.100434906681	2.8297443804663734E-4	3533.8881027663315	204.66564423268898	-416.62000829635946	0.0	-185.55512637842244	-193.61543544068974	101.45796908843904
75000	-686.3885076807658	121.36893113212405	-807.7574388128899	0.10074749721852597	1.5217634044725137	29.85204074585445	1.0	1.0	2.8512777835506934E-4	3507.199494097348	281.35883764299064	2.5670469952887944E-4	3895.5266570314557	308.56359733567746	-426.0928931948981	0.0	-184.8386004314595	-196.82594518653215	120.98866384978959
76000	-712.5653303245304	96.7567611657463	-809.3220914902766	0.17237809927275036	2.541420055921985	15.977735963961008	1.0	1.0	3.601321319674235E-4	2776.7586150587003	151.4981309795087	2.073024911786415E-4	4823.868706615092	209.03332691419655	-429.17814852631443	0.0	-184.11602696457751	-196.02791599938473	95.18247766946621
77000	-694.9531707251518	105.82514151586534	-800.7783122410171	0.13064824689653773	2.092642140139663	25.226344532380725	1.0	1.0	3.9976835299312084E-4	2501.44863272158	191.86708343422015	3.1623586210596924E-4	3162.1967013497806	218.71406011926177	-419.3841613229221	0.0	-184.4065389826366	-196.98761193545838	105.37684284346778
78000	-696.2986432545233	104.14163781654949	-800.4402810710728	0.1435685950021657	2.1710320257145854	18.867710992626538	1.0	1.0	4.3310015467829156E-4	2308.934756079235	181.06935641624273	2.114180220926921E-4	4729.96573377065	203.54256355376188	-413.1786261587519	0.0	-193.6897836883459	-193.571871223975	102.97274553386455
79000	-704.4391191847456	99.40529971234403	-803.8444188970896	0.18430970942014452	2.419254931600828	20.126259333295735	1.0	1.0	2.6590867147806686E-4	3760.689692598023	177.99511827499884	3.8146286192673463E-4	2621.4871742666896	171.0079157663574	-421.60642072184976	0.0	-186.24547672929236	-195.9925214459474	98.40869230205016
80000	-703.0118223636933	101.32884998972122	-804.3406723534146	0.16028399517120873	2.281178685033579	17.152973412862412	1.0	1.0	4.384128713268642E-4	2280.954929478878	164.39449568306935	2.8346385173870964E-4	3527.7866784995804	200.73980767501095	-429.9373240428593	0.0	-183.58293029080417	-190.82041801975106	100.13740790156393
81000	-703.6445839064661	99.9378700211643	-803.5824539276304	0.15549890153792478	2.397120588851147	20.20750756905204	1.0	1.0	2.729748126488497E-4	3663.3416478845015	159.38187291911674	3.091229177130065E-4	3234.9591139936515	181.5688592887079	-430.0605317071505	0.0	-182.334934003789	-191.18698821669076	98.85682321928101
82000	-707.5656477607988	101.3135331412048	-808.8791809020036	0.17471726296764817	2.328326046867525	22.172528479355318	1.0	1.0	3.0166510487446616E-4	3314.9342891884576	174.51712367926686	1.9094034785249625E-4	5237.237761672625	204.9825547585953	-428.2668912273483	0.0	-183.73861740276345	-196.87367227189173	100.21897368552148
83000	-704.861611152956	99.2072018678358	-804.0688130207918	0.1890830788272688	2.438447051348591	18.46157359144972	1.0	1.0	3.4389742472753517E-4	2907.8438164876784	156.77671627927643	1.9861268611620197E-4	5034.9251075277825	206.1137923725442	-428.00330421938503	0.0	-180.2561937877859	-195.8093150136209	97.85131228136746
84000	-704.2604725260206	99.57976221117836	-803.840234737199	0.18066258767975782	2.411118352753758	21.120333716085778	1.0	1.0	3.240790727272389E-4	3085.6666911092093	141.74999513675039	2.3808070434649844E-4	4200.25639097832	205.99271497905002	-428.9419350000658	0.0	-178.36810255589737	-196.53019718123585	98.53795248441023
