# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Apr 22 19:57:13 PDT 2020 [seed=1587610619714]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	yule.birthRate	clock.rate	meanRate	X_coord.precision.col1	X_coord.varCovar.X_coord.precision.col1	X_coord.diffusionRate	Y_coord.precision.col1	Y_coord.varCovar.Y_coord.precision.col1	Y_coord.diffusionRate	treeLikelihood	branchRates	X_coord.traitLikelihood	Y_coord.traitLikelihood	speciation
288000	-700.4483193055781	100.27427956502083	-800.722598870599	0.15604222619576813	2.3160250759750602	25.29618993606554	1.0	1.0	4.0737908768628936E-4	2454.7160868750107	158.89991741679654	2.46059245693062E-4	4064.061877387916	215.73445028252542	-426.94163840105983	0.0	-182.937379023886	-190.84358144565314	99.71542544148471
289000	-683.363168145462	105.78691809250968	-789.1500862379718	0.09845668426445205	2.0922800688432344	19.33319599920272	1.0	1.0	4.684827735571643E-4	2134.550204284043	159.26886363892703	2.0155127109899344E-4	4961.516712582986	257.8942323027125	-411.6975904719649	0.0	-184.44598036180042	-193.00651540420643	104.67889664364313
290000	-700.5852059222609	104.69037956372273	-805.2755854859836	0.12274573647851111	2.121665435556013	26.940309439020133	1.0	1.0	3.276512481862341E-4	3052.025608129559	196.2878332507212	2.889534079812648E-4	3460.7655503576484	223.49727208293018	-428.42864770983374	0.0	-188.1932979891154	-188.65363978703445	104.22923584018466
291000	-714.7389207024029	95.2521290238974	-809.9910497263003	0.16087517047172772	2.6404433562367027	16.659206557145996	1.0	1.0	3.087371311343325E-4	3239.0014000774554	158.70049405675988	2.9217748464960324E-4	3422.577209189339	169.49307650705086	-433.2626539474719	0.0	-185.53786704420426	-191.19052873462408	93.84749621517945
292000	-722.1777099626339	91.09830948357298	-813.2760194462069	0.16481928194492726	2.8873932164266476	17.090824767517972	1.0	1.0	3.1605547030519565E-4	3164.0015565443637	153.76502897444126	2.8575641976305967E-4	3499.483934006343	140.57582906805487	-442.2389526545127	0.0	-184.3029480583648	-186.73411873332938	89.74061455712656
293000	-716.9135646803032	93.59429987336463	-810.5078645536679	0.14632494061964899	2.7217716117400172	15.010204330403392	1.0	1.0	2.736039650865589E-4	3654.917792158584	158.60068897483654	2.54013826161561E-4	3936.7935797477717	149.2678054018916	-437.3251745360266	0.0	-186.09876521391408	-187.08392480372723	91.87343463380198
294000	-717.819698031082	95.42721997275571	-813.2469180038377	0.11884826118639175	2.595832158652683	15.891055621995429	1.0	1.0	4.934549227110714E-4	2026.5275590036451	144.46081746616755	3.562369815346832E-4	2807.120124620302	149.09154496780803	-431.970409101336	0.0	-198.44765055149986	-182.82885835100186	94.2715509422583
295000	-702.8309274725682	104.95132313317711	-807.7822506057453	0.09502075912194481	2.1377454864032885	21.704537652639473	1.0	1.0	3.66614779134808E-4	2727.658722215041	205.96375337625375	5.051523749275385E-4	1979.6007098718378	171.88559506942502	-433.8101751088996	0.0	-188.77454271406887	-185.1975327827767	104.3997686066399
296000	-698.2041344951667	101.07969063100842	-799.2838251261751	0.1423051040186527	2.335798656181484	19.16892717414624	1.0	1.0	3.0014778985523966E-4	3331.6920323894333	184.5409101395067	3.0274176875017195E-4	3303.145132990282	198.98280265504144	-420.53785036577443	0.0	-192.58754628011872	-186.158428480282	99.93648465956448
297000	-685.1257607738493	97.94152321426164	-783.067283988111	0.1873610538660497	2.4638492194346377	22.159499734224706	1.0	1.0	4.452998481566794E-4	2245.677837393173	163.7655270640543	2.718945721554943E-4	3677.896149497637	195.09401787219088	-404.36034082294776	0.0	-189.08590334994284	-189.6210398152203	97.2173819130092
298000	-663.2099102943148	121.31776260983742	-784.5276729041523	0.10184719453996238	1.4992994686769159	36.95056659775165	1.0	1.0	3.392816178268058E-4	2947.4040073413976	282.96809742730926	2.5384589987156034E-4	3939.397880785055	308.9192810309021	-400.86641753078027	0.0	-191.24483956475652	-192.41641580861545	121.4695032237911
299000	-689.964406256288	100.88261837183532	-790.8470246281233	0.11811195584358446	2.3440187686776124	20.221688951741434	1.0	1.0	5.076800885971183E-4	1969.7443773367563	148.46375529677113	2.1472429212167712E-4	4657.134924600581	220.81275456095176	-414.0892339888688	0.0	-184.78251532688154	-191.97527531237296	99.93101276761206
300000	-690.249361433503	112.9479847885332	-803.1973462220362	0.09584508935588143	1.7945794264493182	31.82372371010349	1.0	1.0	2.1547053090398378E-4	4641.005875859711	251.25388502369455	2.0177258078544151E-4	4956.074785321638	263.94433782873824	-419.712007896016	0.0	-186.88835456102115	-196.59698376499907	112.4401901298118
301000	-664.9007818463023	119.9726250796424	-784.8734069259447	0.09305730019020457	1.573904834176557	28.2780072534434	1.0	1.0	2.3112519839674382E-4	4326.659347127632	286.54941671067434	2.0158176820737363E-4	4960.766089576454	321.6211027500852	-395.50577219616684	0.0	-189.71905024650243	-199.64858448327536	119.25524199297321
302000	-678.450251506337	107.45792059923382	-785.9081721055709	0.10667536304107134	2.0297331479217795	25.65111286992919	1.0	1.0	4.608186004930455E-4	2170.0512933507152	174.20147818972904	2.1449180782434055E-4	4662.182719905818	236.47131088741546	-407.86763260562776	0.0	-183.151460033063	-194.88907946688013	106.9198468402783
303000	-686.341688243518	106.26506473142709	-792.606752974945	0.11635570707651946	2.102892727184816	22.970361719544936	1.0	1.0	3.374677080011252E-4	2963.2464863769	194.73824501148772	1.8222022695937623E-4	5487.86496804736	244.68343005905447	-407.11685041323346	0.0	-186.4278453574533	-199.0620572042583	105.27182683780751
304000	-678.696341675723	105.66548041966277	-784.3618220953858	0.12325221840794047	2.1320689840107403	21.627387204209384	1.0	1.0	1.6677800627849952E-4	5995.994449832422	218.48622190407517	3.3855102557751236E-4	2953.7644976681563	209.36129738593098	-402.17924107713975	0.0	-191.78856007588342	-190.3940209423626	104.5129799826135
305000	-664.4907087382874	112.8562951121555	-777.3470038504429	0.10822053395032412	1.8197204048365416	29.081584679784065	1.0	1.0	2.9848134499561353E-4	3350.2931314340462	223.45773642785431	1.6197919404290338E-4	6173.632397103607	258.7855801000566	-390.63177866115643	0.0	-191.71151384363327	-195.0037113456532	112.21479905739879
306000	-695.1468044720796	94.87591107236295	-790.0227155444425	0.18288249073863566	2.617274653751062	14.677676581652808	1.0	1.0	3.192998909059698E-4	3131.8519939441153	156.7626180780031	2.652031921954773E-4	3770.693677257531	164.91893822343505	-410.9905398409105	0.0	-187.792882968232	-191.23929273529993	93.21454835000968
307000	-695.0392493889968	99.1861480873156	-794.2253974763124	0.12949508456414008	2.337319299379411	26.827163995191604	1.0	1.0	3.1386751335378457E-4	3186.057675465195	182.5845038175435	1.8711262072918368E-4	5344.374933678813	207.36003804691256	-412.76405982686526	0.0	-187.4040389487439	-194.0572987007032	98.47768469530442
308000	-682.9572650364488	110.78965319449019	-793.746918230939	0.10671123602260178	1.9119486701601762	23.965443013643426	1.0	1.0	2.4124456218330533E-4	4145.171153081445	230.5605572705368	2.3245468551966273E-4	4301.913716062362	250.60181377076665	-415.1731022249951	0.0	-186.00145307624814	-192.5723629296957	109.8333360970182
309000	-665.6754302637394	110.7850346745663	-776.4604649383057	0.11187971091738676	1.8916299119026736	22.38924090089728	1.0	1.0	3.807307787898054E-4	2626.5278661699217	213.261049596915	2.539223337750143E-4	3938.2120711210905	241.79016311648678	-399.2737929720433	0.0	-184.96290075395228	-192.22377121231008	109.96828800790239
310000	-663.2564584092777	117.88437026872867	-781.1408286780063	0.09116507902461231	1.624526676542275	33.75577105496688	1.0	1.0	2.485628015892425E-4	4023.128133438607	277.2661323110991	2.1385425529991153E-4	4676.081841801974	314.29371279412965	-398.9519873683602	0.0	-188.67370787551832	-193.51513343412776	117.60126788312745
311000	-682.6649753373791	114.25303340138989	-796.918008738769	0.09012029219161746	1.7579604486899727	30.131938007888937	1.0	1.0	2.698980181073078E-4	3705.1031608628323	245.67371949751393	2.771574475272451E-4	3608.0574739082126	255.73234724873518	-415.09623490996023	0.0	-187.60722753884906	-194.21454628995963	113.90294269764188
312000	-704.4969262232472	104.2699057064204	-808.7668319296677	0.12160646937890887	2.19348400205757	23.075823157213236	1.0	1.0	2.7959022004140824E-4	3576.6630172253404	211.61357625889167	1.7952270046749707E-4	5570.326189367076	237.91769238384765	-425.0071865588355	0.0	-190.5702896419054	-193.18935572892673	103.18403826103743
313000	-693.4512012968818	103.5440633066828	-796.9952646035646	0.10669454439886278	2.2043476987051216	18.85478390135454	1.0	1.0	3.376948175456459E-4	2961.2536172984974	158.8240688266706	2.5291693354701937E-4	3953.8673270134823	199.60966993346858	-420.55577117003935	0.0	-182.31650093747905	-194.12299249604618	102.33906730618088
314000	-705.9330384717725	98.23570713548133	-804.1687456072539	0.11354140038210768	2.45683103938916	23.04720438974715	1.0	1.0	2.2809613797071418E-4	4384.116315587914	170.42013853580778	2.0689870691053343E-4	4833.282986308935	191.10641665284473	-426.20361573591373	0.0	-186.70690205987023	-191.2582278114698	97.11659228051661
315000	-674.3212281553361	114.99421114502141	-789.3154393003575	0.10591074660953953	1.737225349082737	29.117320559213955	1.0	1.0	3.546198498436958E-4	2819.9211083101113	230.1853890967287	2.2780549481578912E-4	4389.709742553104	293.98305804633173	-413.98532657856276	0.0	-181.07510492545373	-194.25500779634103	114.61197968841897
316000	-681.521693725826	105.8914427413475	-787.4131364671736	0.13911126207696098	2.1011826245687737	19.636287609746756	1.0	1.0	3.385594460683775E-4	2953.6910330306778	196.61265706458428	1.9443687536275622E-4	5143.057345137459	241.1798805305672	-412.62251048888857	0.0	-179.741824596584	-195.048801381701	104.63215755783466
317000	-691.1215279424846	110.1525374138533	-801.2740653563379	0.09895914985098708	1.9273150257378202	26.177059042825743	1.0	1.0	3.6844359210894947E-4	2714.119668294565	199.71159496903866	2.0800980170615396E-4	4807.465762659852	259.07530246038283	-419.6135583856882	0.0	-185.3137202435643	-196.34678672708552	109.52784826624438
318000	-698.3953949265513	95.75218397289	-794.1475788994412	0.13329333818575093	2.5452832255636713	14.186808006442586	1.0	1.0	2.3712898169437455E-4	4217.114217143046	176.44780599612707	2.50314712097156E-4	3994.970937273014	182.787170290556	-420.38030404228664	0.0	-184.87251198960948	-188.894762867545	93.85386899652326
319000	-690.554658075895	99.65243686531046	-790.2070949412055	0.12547660450479842	2.3907169336239886	17.516033743753866	1.0	1.0	3.340305008627492E-4	2993.7385879946723	178.10065625604219	3.155732140343239E-4	3168.8367565037797	174.53667986010115	-416.00654196358687	0.0	-182.76116061885227	-191.43939235876633	98.41683861301169
320000	-680.8829669380809	109.12554839919558	-790.0085153372765	0.13231926947888042	1.933694306802061	19.48262297504006	1.0	1.0	2.7627089998979315E-4	3619.6356548479953	178.07245050435628	2.2970450673561704E-4	4353.4191566862455	225.2488088421584	-416.6902011343573	0.0	-181.69465159220476	-191.62366261071458	107.83318687243403
321000	-674.5824306125628	102.0453715390351	-776.6278021515978	0.14506371121729147	2.2780820111826015	22.206697238199688	1.0	1.0	4.8503922479647586E-4	2061.688929219288	153.56649056332182	2.522638467500914E-4	3964.1035086199395	196.09197222810246	-407.63834599129126	0.0	-180.1882880495221	-188.8011681107845	101.33062461205684
322000	-664.994382765683	111.70687333988852	-776.7012561055715	0.09094462901764293	1.8487110228986419	21.864856053109065	1.0	1.0	3.3467640376661813E-4	2987.960874281821	224.26700226956157	2.3323329528258176E-4	4287.552507408584	265.1055003669244	-396.6831636998517	0.0	-186.97919205240987	-193.03890035330986	110.73734906933797
323000	-683.1314289116215	102.29866247876649	-785.4300913903879	0.18583706472963926	2.283728041240762	20.024334191279163	1.0	1.0	2.4778119239179545E-4	4035.8188220306265	192.16327077409187	2.9016755532950935E-4	3446.284678052365	209.5713248307745	-403.6474136277285	0.0	-191.06205349891482	-190.7206242637446	101.12033043300876
324000	-678.3219676474552	101.69259210966827	-780.0145597571234	0.15097318901157528	2.3067225510073737	21.95047917852482	1.0	1.0	3.2249796755977474E-4	3100.7947354417074	164.28726573505128	2.35545109185077E-4	4245.471296176483	196.40163946138256	-408.57555193174693	0.0	-182.36306282903885	-189.07594499633768	100.71699419071987
325000	-670.70207312837	119.501588727611	-790.203661855981	0.08759559650429878	1.5408556377509988	37.08452985793572	1.0	1.0	4.8423169203319573E-4	2065.127120864792	213.30274929735833	2.8953987757821226E-4	3453.755691147842	282.5699620457647	-414.1600434966288	0.0	-184.82188612741572	-191.22173223193641	119.904888081849
326000	-684.5673707597784	106.092145970815	-790.6595167305934	0.09269883974805215	2.0748233077835367	19.254775310943725	1.0	1.0	3.0296249888837667E-4	3300.7385523593775	198.7934764898791	3.138221092427622E-4	3186.51863762229	199.0922389050691	-418.1393771308535	0.0	-182.3434619834611	-190.17667761627877	104.97993920419614
327000	-686.6783741337043	102.39089254704352	-789.0692666807479	0.11283266352980677	2.2552444565638847	18.93661877855592	1.0	1.0	4.7786851194335294E-4	2092.62584792057	158.99243054244346	2.736743223660331E-4	3653.9781714066808	190.95911125021962	-416.4016811184645	0.0	-182.68020921227532	-189.98737635000805	101.40707537662317
328000	-673.6122553954616	111.62335651285107	-785.2356119083126	0.10443181836073145	1.8072051372177844	19.96665414029054	1.0	1.0	3.877167771762346E-4	2579.2022911235936	223.11865781988115	2.6880867811345703E-4	3720.117992537155	232.89197251492834	-407.9345134023449	0.0	-187.51726921065992	-189.78382929530773	110.62527592996173
329000	-681.1196720196087	107.46672870782491	-788.5864007274337	0.11767581901760929	2.0164613244680165	20.528895074220365	1.0	1.0	4.3579594368178115E-4	2294.6519225295992	190.0448462739909	3.246749466049738E-4	3080.0035865307527	244.4207155533567	-412.1423098448864	0.0	-183.47140205452737	-192.97268882801987	106.67411411549921
330000	-675.9028994860472	102.56685004031816	-778.4697495263654	0.14166340316160977	2.2675171070766513	22.332377309132692	1.0	1.0	2.5252369545459685E-4	3960.0244175097523	162.7766789833044	2.6268617877746667E-4	3806.82381027418	203.5161088264922	-406.42015656800186	0.0	-182.67570673696838	-189.37388622139514	101.55679102474082
331000	-687.6925773586012	101.78770380115466	-789.4802811597558	0.13366416408607137	2.3159394462659293	21.729708101152692	1.0	1.0	2.835279139505976E-4	3526.989586549992	182.99842553472655	1.5867091586676638E-4	6302.352227169882	224.38630575681415	-402.55330383750277	0.0	-191.97396300292155	-194.95301431933154	100.53064955097098
332000	-687.2540086915676	98.73461465063275	-785.9886233422003	0.14867967856304554	2.4697976708952867	18.650119105680012	1.0	1.0	2.931426155486387E-4	3411.308854321382	172.50399629742014	1.935396873521062E-4	5166.898911956507	188.5573437972403	-403.48857218219297	0.0	-187.8806327102455	-194.61941844976187	97.30475336008739
333000	-680.2313032408367	107.11590491380564	-787.3472081546423	0.10491422697590992	2.0347214670321603	26.530751852708736	1.0	1.0	3.064070654244948E-4	3263.632314139379	183.03053561987915	3.28319632769461E-4	3045.8123736455887	217.81079398320543	-407.4638831658497	0.0	-185.64885901769384	-194.23446597109873	106.65423053461036
334000	-678.0313988593149	100.89915084547142	-778.9305497047864	0.15187433923799482	2.244161377947114	28.150543482325084	1.0	1.0	2.881452660527329E-4	3470.4717301064106	167.35000572682776	2.3824513968972763E-4	4197.357399619249	215.23046360275413	-402.03984428446273	0.0	-185.70439085178268	-191.18631456854095	100.3664039403844
335000	-684.5880866865789	104.37617940104744	-788.9642660876264	0.12491380066219483	2.170013834611029	21.931046149789047	1.0	1.0	3.4149498843940207E-4	2928.3006599010428	188.5569762173093	4.1984620117260226E-4	2381.824575778147	205.01924181566883	-412.3552237226354	0.0	-184.90340940245028	-191.70563296254073	103.71658644916124
336000	-680.6643387568454	105.26972116970967	-785.934059926555	0.11283879238787432	2.1340535940428844	24.16298382249673	1.0	1.0	3.8355192812018584E-4	2607.2088984171405	200.13453403599544	2.0197004493204346E-4	4951.229279255092	231.6815431603463	-403.34833472522286	0.0	-186.89086239443967	-195.69486280689247	104.49116906415234
337000	-679.3939235895791	107.29677920347869	-786.6907027930578	0.1214192543204063	1.9693892099447137	32.078865929425675	1.0	1.0	2.505130305736851E-4	3991.8083211478424	210.44305862070678	1.602657196586615E-4	6239.637535274721	263.7552655269115	-399.92845411397985	0.0	-189.59788871732752	-197.16435996175036	106.76590169259538
338000	-680.1217996612206	114.39440440058748	-794.5162040618081	0.09699979271941027	1.7718059874251706	24.048806709150018	1.0	1.0	2.1897613488056292E-4	4566.707694176053	253.40859583679062	1.6150261270207934E-4	6191.850294364464	293.9771900280319	-403.41475221509944	0.0	-190.11705684545052	-200.98439500125826	113.21436381594191
339000	-696.3878647498035	107.03415609332546	-803.422020843129	0.12128926610467823	2.0045702233052727	30.106463727976493	1.0	1.0	2.138960136592596E-4	4675.1689425732775	224.35726494716252	2.3417665384221345E-4	4270.280506586249	229.25647160834356	-419.7764487303789	0.0	-188.98498541858874	-194.6605866941613	106.48173391610119
340000	-672.3690262873503	114.3999637706913	-786.7689900580416	0.1182350021065191	1.7339356507830086	32.58508693935944	1.0	1.0	2.8367580094126437E-4	3525.150882387222	244.047483594353	2.6120512238108647E-4	3828.4088416192894	254.3218296560349	-409.0967722297042	0.0	-187.01397908471094	-190.6582387436265	114.20843773711819
341000	-681.5363310848794	108.52688020654573	-790.0632112914251	0.11655573270400796	1.9928877419661932	24.693025241792913	1.0	1.0	2.8550284488574045E-4	3502.5920683914887	204.60669394879415	3.434635658339908E-4	2911.5169685373226	217.97475117911253	-412.88532551182897	0.0	-183.21058666531624	-193.96729911427983	107.90909310282277
342000	-680.437299066432	109.74656993308498	-790.183868999517	0.12480349405681743	1.9405768023647583	25.874676731474832	1.0	1.0	4.2750014247123336E-4	2339.1805069802763	172.4321766252189	2.1876686000278536E-4	4571.076258932765	255.95125316056863	-414.22355041565356	0.0	-181.62516620991943	-194.33515237394406	109.19817571007069
343000	-685.9558264208073	103.60029769714345	-789.5561241179507	0.1492514202837352	2.2050174631858255	24.144851686280496	1.0	1.0	3.617309632904085E-4	2764.4854919349827	187.09543423851466	1.9745761038196977E-4	5064.378111664375	228.5715277178386	-416.97681900043574	0.0	-180.184944451779	-192.394360665736	102.77966804304131
344000	-690.3371972722742	104.76393343831919	-795.1011307105935	0.12278022470090794	2.140363755177088	19.46143878015231	1.0	1.0	2.7206710469587314E-4	3675.5637956225455	182.82709829414813	4.505013009792051E-4	2219.7494165419944	191.91039727881994	-419.10458120610457	0.0	-185.23798741668728	-190.75856208780152	103.79875726630017
345000	-695.4305893427139	100.93815521344244	-796.3687445561563	0.135877357201453	2.2902512863237363	24.954355737725585	1.0	1.0	3.678290954567549E-4	2718.653886686809	152.97378339694578	3.543849159735822E-4	2821.7905303693724	182.6828286294209	-423.15397054969657	0.0	-183.60940105312275	-189.605372953337	100.48362556800718
346000	-701.5897504384848	92.61996708095938	-794.2097175194442	0.15860352688172635	2.796485863947383	17.343910102320102	1.0	1.0	3.032203418685298E-4	3297.93177409443	154.42413680119515	3.0864364584232075E-4	3239.9824635005707	145.95316891227262	-418.8945431220187	0.0	-184.11635780596708	-191.1988165914583	91.30683123270197
347000	-691.0282600835438	105.5088514360435	-796.5371115195874	0.11804315797044679	2.1168853741299754	24.3108050508861	1.0	1.0	4.316626679879959E-4	2316.623776295172	148.17639103042902	2.4203373462974235E-4	4131.655455095039	236.6266248722917	-427.9117404344801	0.0	-175.94846003440855	-192.6769110506987	104.89193664152646
348000	-701.3027147256269	101.86864823852821	-803.171362964155	0.10488357196315669	2.1722067204519573	30.217382267739666	1.0	1.0	2.4004878518710558E-4	4165.819873741714	186.50592220919526	2.3070132318106067E-4	4334.608862278492	224.37303347042442	-423.608116877762	0.0	-186.62948677782617	-192.93375930856692	101.37404836208657
349000	-685.1909515465567	108.6170942345876	-793.8080457811443	0.12062425889784534	1.9907328318554856	23.139997713384908	1.0	1.0	3.31935817671318E-4	3012.630595322489	190.09021282568426	2.9508301171337004E-4	3388.876893297245	233.7163441359966	-414.8876682262297	0.0	-185.9862093858387	-192.93416816907586	107.87101534740322
350000	-682.3843053678513	106.40837681593203	-788.7926821837833	0.09734954721590075	1.9963777648705134	31.125114376306705	1.0	1.0	3.2080917201032577E-4	3117.1178608565883	190.99239275948986	3.475541629770766E-4	2877.249380166269	235.55232506174065	-410.93197481697456	0.0	-184.7631601048389	-193.0975472619699	106.3252501765158
351000	-692.7040920251773	104.36738485473232	-797.0714768799096	0.1239507169770037	2.1615051013778617	19.780224579405047	1.0	1.0	4.4824493300055115E-4	2230.9231546824208	194.76043598236942	3.093167919293515E-4	3232.931499652957	230.0607541316576	-420.7994497623172	0.0	-186.61525165310655	-189.65677546448586	103.49439498486608
352000	-674.481118897314	103.12120151523504	-777.602320412549	0.11323960626818806	2.248834962463552	21.480824488968413	1.0	1.0	3.291432239671132E-4	3038.1910584308926	179.1848613166485	1.8156944556821413E-4	5507.5345792379385	256.3164469245876	-400.06514403023857	0.0	-184.23007281062004	-193.30710357169045	101.9840428604405
353000	-690.4299834645885	109.02026358517857	-799.4502470497671	0.10310207569370826	1.9783117728998452	24.60211665419269	1.0	1.0	2.3317906734452392E-4	4288.549617202526	235.48333715307157	3.262020447424296E-4	3065.584707752534	219.18320509884782	-417.8633999126598	0.0	-189.61082075405358	-191.97602638305375	108.26813460717514
354000	-686.508420311216	103.57823345591633	-790.0866537671324	0.10518393858671586	2.226981578938336	20.558829837240843	1.0	1.0	3.3797205585802857E-4	2958.8245024022594	176.95714725515768	1.767454025041374E-4	5657.855796144916	236.93314758781074	-407.8967231608455	0.0	-185.44812235502204	-196.7418082512648	102.35710036530982
355000	-692.4972503334667	101.40628847985157	-793.9035388133183	0.22148731886129563	2.3241748806112406	22.558140690116627	1.0	1.0	2.7353101236231E-4	3655.8925855011776	178.62631954217164	1.774953593740852E-4	5633.950112985335	207.12298479286423	-407.730078899801	0.0	-187.12448741914326	-199.04897249437394	100.25964039848245
356000	-685.9268909972209	107.6791794039759	-793.6060704011968	0.11131666981197856	1.9903539632548526	18.42269048718665	1.0	1.0	2.6689330243939485E-4	3746.8156407824295	189.2744608264132	1.6434697519855443E-4	6084.687587294249	230.96074407563015	-414.30088498428574	0.0	-186.25357026026177	-193.05161515664932	106.0978960677908
357000	-691.8423554313517	102.04256404494139	-793.8849194762931	0.11466476377500337	2.2533260645531934	17.702419844859243	1.0	1.0	4.136609114687008E-4	2417.438951264468	183.24621875703778	3.0855727590670075E-4	3240.889384512108	187.13498625579462	-419.9366772296462	0.0	-184.77081501889327	-189.1774272277537	100.92204184498334
358000	-694.1052347289024	98.51480681076264	-792.620041539665	0.13298759391354295	2.4381596135989443	16.242860438644843	1.0	1.0	2.7804089317083223E-4	3596.593251430774	158.60175958442375	2.8077812393437294E-4	3561.5310266612255	180.56715067321673	-416.4451279330153	0.0	-183.11447783258956	-193.06043577406018	96.99233294496658
359000	-693.0626781161112	100.31712592273789	-793.3798040388491	0.1591500273605641	2.375229034843375	21.52132351503815	1.0	1.0	4.0639199318374437E-4	2460.6784010822385	168.11253094078538	1.730827819088878E-4	5777.582200674405	222.71819414342707	-419.5282222141161	0.0	-181.2440341525079	-192.60754767222514	99.26509503532345
360000	-705.266890345699	103.74229436867057	-809.0091847143696	0.13369599102850496	2.1997191475005766	19.02487517361052	1.0	1.0	3.365780588312893E-4	2971.0789927077594	184.73554812419752	2.2426395972081114E-4	4459.03122929298	207.8287139532004	-431.05068296417153	0.0	-183.63045591031934	-194.32804583987868	102.49223758672018
361000	-700.5045893768417	103.07847918767655	-803.5830685645183	0.12889044389310958	2.2435430079868195	22.748603008453593	1.0	1.0	2.5541139212456945E-4	3915.2521415813717	199.7713315853859	2.39258432822266E-4	4179.5810003606175	204.1471958054584	-424.64268418937485	0.0	-184.90406056083356	-194.03632381430987	102.06321390611137
362000	-698.7291463761547	113.37619897232605	-812.1053453484808	0.11107837522031441	1.7557926477372885	32.875910584467405	1.0	1.0	3.930055267986532E-4	2544.4934786179883	190.67082768663136	2.913074948660206E-4	3432.798735439074	266.87243785148075	-438.5662202266748	0.0	-181.15914522152102	-192.37997990028495	113.42098714468133
363000	-698.0272094525704	100.212223917032	-798.2394333696025	0.15408663609419251	2.2456089055099935	28.846051740165322	1.0	1.0	4.4663423570215723E-4	2238.968534124779	150.35676886698823	2.4361325433095937E-4	4104.866965249173	220.27663064571462	-423.32917189848627	0.0	-180.47905895425262	-194.43120251686358	99.95973263607144
364000	-713.7006361310707	96.05775233182896	-809.7583884628997	0.14901785475760798	2.5805428878819825	17.368197064823768	1.0	1.0	7.810007028762627E-4	1280.4085787851516	121.08197607733277	2.2304704420852717E-4	4483.359120711314	183.4901441647822	-440.40474631015894	0.0	-176.0197003372201	-193.33394181552072	95.05802075725339
365000	-705.710143037248	99.12663437521306	-804.8367774124611	0.12056964883970159	2.4355794654024034	19.046487138266553	1.0	1.0	3.8986240445239734E-4	2565.007522088735	149.01660414104242	2.5074264468229445E-4	3988.1528778922243	169.9021530497059	-439.25432318839665	0.0	-175.9916118632995	-189.5908423607649	98.00801847449944
366000	-705.8295739612375	95.72329542303501	-801.5528693842725	0.1370290417730285	2.6240730765192377	17.773273057307637	1.0	1.0	4.0072187384096545E-4	2495.4964160425898	124.74943547186238	1.9658036584921422E-4	5086.978018786698	182.45498744031636	-435.2298613124978	0.0	-175.20028886023994	-191.1227192115348	94.36872763654986
367000	-688.5217159199603	111.09106520791576	-799.6127811278761	0.120741571282933	1.890206842289015	26.133933369143513	1.0	1.0	3.5912653077827347E-4	2784.533901833627	195.15835972581047	2.29742875842663E-4	4352.6920969024495	247.49902507040258	-430.98400775580313	0.0	-175.46582208098567	-193.16295129108732	110.49995567967231
368000	-684.3847607557384	108.99775387345515	-793.3825146291936	0.12292365673986046	1.9420035426966833	28.672949965544934	1.0	1.0	4.672174140149136E-4	2140.3311820224235	193.95918108471668	2.4523240309486745E-4	4077.7645506053004	251.94605360391503	-423.0046397812572	0.0	-175.79027097256017	-194.58760387537615	108.75878383955957
369000	-684.568656764302	109.93270226660019	-794.5013590309022	0.11786638022584905	1.915897683668516	21.66253116557998	1.0	1.0	4.339332598105004E-4	2304.5018499773496	186.1690023737149	2.9959415396106333E-4	3337.8488424375755	263.88711961228483	-413.40695413908145	0.0	-185.22242264617236	-195.87198224564844	109.20042731017675
370000	-709.4140962035278	91.25869101555097	-800.6727872190788	0.15285167428192553	2.876152420430876	18.022103922640635	1.0	1.0	2.8706074000666343E-4	3483.583300094563	152.66009776790884	2.3590797633382064E-4	4238.941029212823	168.90378423242677	-420.24772558466225	0.0	-190.03294555110855	-190.39211608330803	89.85403319283162
371000	-693.9786009870069	106.71877743048378	-800.6973784174907	0.12249861553386868	2.095589483657828	22.357888396317342	1.0	1.0	1.6282650753883616E-4	6141.506165766576	234.08065455442815	2.1826429261367396E-4	4581.601452189855	229.1932990535056	-411.32200248113963	0.0	-197.06529361658255	-192.31008231976853	105.39882535116496
372000	-697.9854006554804	103.77969752592293	-801.7650981814033	0.15872746205902194	2.2264323819120713	20.441971994788556	1.0	1.0	1.852295310080563E-4	5398.707185392088	226.12407405911165	2.1685003171149564E-4	4611.481917283889	232.41927485311922	-419.403388703726	0.0	-191.05655716535853	-191.30515231231882	102.34925325884198
373000	-682.9055535954599	113.73284349023692	-796.6383970856969	0.09670711918333555	1.7361087746394568	34.56527629661361	1.0	1.0	3.4555074112875496E-4	2893.9309947171896	223.7195173965135	1.8432327027893724E-4	5425.2509652562885	301.60919958982726	-409.7839887458648	0.0	-190.90513535577284	-195.9492729840593	113.59055106583384
374000	-669.3910539372725	113.63586374625537	-783.0269176835279	0.09812844985036535	1.7937210718580618	24.527552238741716	1.0	1.0	2.523756120905705E-4	3962.347992804979	251.57716572322957	2.5517146000453614E-4	3918.933567187424	261.94905144265977	-399.9780541711348	0.0	-188.30204444622433	-194.74681906616885	112.79446898421773
