# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Apr 29 09:38:49 PDT 2020 [seed=1588101533653]
# -window -working -options
state	pathLikelihood.delta	pathLikelihood.source	pathLikelihood.destination	pathLikelihood.theta	pathLikelihood.pathLikelihood
300000	-850.6417319492355	-871.9334657205972	-21.291733771361656	1.0	-871.9334657205972
301000	-857.669071804358	-875.6115855061374	-17.94251370177939	1.0	-875.6115855061374
302000	-847.8396325178919	-867.8372291653972	-19.997596647505198	1.0	-867.8372291653972
303000	-847.9937021379224	-865.4987892313055	-17.505087093383167	1.0	-865.4987892313055
304000	-846.8589857092071	-863.798743722011	-16.9397580128038	1.0	-863.798743722011
305000	-852.2516211909092	-874.2818181942795	-22.030197003370283	1.0	-874.2818181942795
306000	-848.4990116220465	-869.4518578158697	-20.95284619382329	1.0	-869.4518578158697
307000	-842.9980749925971	-859.0181197431667	-16.020044750569575	1.0	-859.0181197431667
308000	-835.3945939857692	-862.547875853319	-27.153281867549875	1.0	-862.547875853319
309000	-841.7411568423214	-870.3606562275893	-28.61949938526792	1.0	-870.3606562275893
310000	-856.7127094958385	-873.9652566456311	-17.25254714979264	1.0	-873.9652566456311
311000	-845.4267532559043	-872.6301821687281	-27.203428912823803	1.0	-872.6301821687281
312000	-849.8479903135818	-873.4642067280962	-23.616216414514355	1.0	-873.4642067280962
313000	-843.8644668752934	-874.0434846777425	-30.1790178024491	1.0	-874.0434846777425
314000	-844.7495911010114	-877.2356643947292	-32.486073293717716	1.0	-877.2356643947292
315000	-839.4594455159695	-853.2684662828472	-13.809020766877683	1.0	-853.2684662828472
316000	-833.6547938565709	-848.3576154522915	-14.702821595720579	1.0	-848.3576154522915
317000	-836.5627943712107	-840.4506347728576	-3.8878404016469466	1.0	-840.4506347728576
318000	-844.5316393886047	-855.1393400007888	-10.607700612184132	1.0	-855.1393400007888
319000	-846.0438422523545	-865.4606445407501	-19.416802288395612	1.0	-865.4606445407501
320000	-843.175163280491	-860.9436484274107	-17.76848514691971	1.0	-860.9436484274107
321000	-841.0976047950887	-852.7766878283354	-11.679083033246634	1.0	-852.7766878283354
322000	-831.8938284799735	-851.3789723425878	-19.48514386261427	1.0	-851.3789723425878
323000	-843.0838558405017	-861.890693364878	-18.80683752437635	1.0	-861.890693364878
324000	-836.4619895467613	-855.5832676592312	-19.12127811246989	1.0	-855.5832676592312
325000	-850.6590700388454	-866.8768020835977	-16.21773204475227	1.0	-866.8768020835977
326000	-848.2020896091491	-865.6261008209325	-17.42401121178338	1.0	-865.6261008209325
327000	-851.7114312379094	-864.2573028062528	-12.545871568343404	1.0	-864.2573028062528
328000	-848.521419728247	-867.1902644852285	-18.668844756981485	1.0	-867.1902644852285
329000	-849.6004884867939	-864.8784686504396	-15.277980163645633	1.0	-864.8784686504396
330000	-849.090328819104	-866.1920351942848	-17.10170637518076	1.0	-866.1920351942848
331000	-841.9408121584954	-853.4765183460512	-11.535706187555764	1.0	-853.4765183460512
332000	-838.0231708681871	-850.5847160352997	-12.561545167112655	1.0	-850.5847160352997
333000	-841.0780350677857	-860.095210500098	-19.01717543231233	1.0	-860.095210500098
334000	-843.7624102567299	-862.1329625695525	-18.37055231282266	1.0	-862.1329625695525
335000	-837.8260905356735	-849.8937445671992	-12.067654031525677	1.0	-849.8937445671992
336000	-844.3138487816136	-860.1391325539945	-15.825283772380926	1.0	-860.1391325539945
337000	-850.7799723193057	-866.6106665411918	-15.830694221886105	1.0	-866.6106665411918
338000	-849.2572569034846	-861.6075103166967	-12.350253413212037	1.0	-861.6075103166967
339000	-843.9469085937812	-859.4546593288196	-15.507750735038318	1.0	-859.4546593288196
340000	-850.7660759429779	-869.8618792625948	-19.09580331961691	1.0	-869.8618792625948
341000	-836.0857269340787	-854.4140868514478	-18.328359917369113	1.0	-854.4140868514478
342000	-848.1510293025714	-862.5991110266448	-14.448081724073432	1.0	-862.5991110266448
343000	-852.8276222943176	-869.7035722552761	-16.875949960958472	1.0	-869.7035722552761
344000	-842.1589494656598	-859.3938693781425	-17.234919912482713	1.0	-859.3938693781425
345000	-844.6860506227451	-861.0237701952349	-16.337719572489785	1.0	-861.0237701952349
346000	-830.9613364473555	-847.2362701484323	-16.274933701076694	1.0	-847.2362701484323
347000	-838.4750531171239	-854.1082688252848	-15.633215708160838	1.0	-854.1082688252848
348000	-843.8144707163085	-858.3312086986163	-14.51673798230777	1.0	-858.3312086986163
349000	-843.4168741600772	-860.478274430463	-17.06140027038573	1.0	-860.478274430463
350000	-831.6917984584811	-844.5628266645076	-12.871028206026464	1.0	-844.5628266645076
351000	-839.2829712821892	-848.076037766178	-8.793066483988762	1.0	-848.076037766178
352000	-847.1572703828413	-858.7493235905063	-11.592053207665053	1.0	-858.7493235905063
353000	-850.3734141071134	-869.0415029119102	-18.668088804796852	1.0	-869.0415029119102
354000	-861.4200215459321	-874.028217839966	-12.608196294033942	1.0	-874.028217839966
355000	-858.3027877011722	-873.8220829822562	-15.519295281084055	1.0	-873.8220829822562
356000	-850.7912104897587	-871.2867821146834	-20.495571624924754	1.0	-871.2867821146834
357000	-847.8805896087075	-871.8513625987437	-23.97077299003617	1.0	-871.8513625987437
358000	-849.2112269474547	-865.3278523894861	-16.11662544203136	1.0	-865.3278523894861
359000	-845.8089962815463	-860.5483780993366	-14.7393818177902	1.0	-860.5483780993366
360000	-848.0043086901876	-870.3475335759167	-22.343224885729114	1.0	-870.3475335759167
361000	-853.2291369596437	-869.5797717270806	-16.350634767436894	1.0	-869.5797717270806
362000	-854.7722646426506	-872.878837274327	-18.106572631676407	1.0	-872.878837274327
363000	-856.1035915424669	-877.4779790172488	-21.374387474781845	1.0	-877.4779790172488
364000	-837.7815250256621	-854.0873649511899	-16.305839925527813	1.0	-854.0873649511899
365000	-844.2488813540601	-857.0155854499529	-12.766704095892793	1.0	-857.0155854499529
366000	-839.5299171176015	-854.0085713741776	-14.478654256576128	1.0	-854.0085713741776
367000	-845.8893014814108	-862.9152145690794	-17.02591308766852	1.0	-862.9152145690794
368000	-840.5510602666733	-855.389796821799	-14.83873655512567	1.0	-855.389796821799
369000	-847.5181841586152	-864.5737175781837	-17.055533419568526	1.0	-864.5737175781837
370000	-850.560328791078	-862.8575363016071	-12.297207510529088	1.0	-862.8575363016071
371000	-848.148567024506	-861.333536358466	-13.184969333960048	1.0	-861.333536358466
372000	-838.6793295115081	-846.8833878489431	-8.204058337435082	1.0	-846.8833878489431
373000	-832.6540465491105	-839.9604084742003	-7.306361925089858	1.0	-839.9604084742003
374000	-836.0827588830675	-847.8220390451041	-11.739280162036634	1.0	-847.8220390451041
375000	-831.2076988056709	-844.3910380512926	-13.18333924562168	1.0	-844.3910380512926
376000	-824.1557566794032	-830.3691608617361	-6.2134041823328365	1.0	-830.3691608617361
377000	-836.0513781961465	-836.4868602812869	-0.43548208514035114	1.0	-836.4868602812869
378000	-830.3074033924072	-840.7115917227756	-10.404188330368346	1.0	-840.7115917227756
379000	-828.9146079722824	-837.5239177058827	-8.60930973360033	1.0	-837.5239177058827
380000	-838.8271324689216	-846.4552134367384	-7.628080967816772	1.0	-846.4552134367384
381000	-830.6219762617939	-836.8011601357097	-6.179183873915794	1.0	-836.8011601357097
382000	-835.4982980326666	-844.7827488488625	-9.28445081619585	1.0	-844.7827488488625
383000	-836.4786320492542	-851.7450188001884	-15.266386750934256	1.0	-851.7450188001884
384000	-851.6866947203869	-865.7372144091246	-14.050519688737685	1.0	-865.7372144091246
385000	-841.802801828338	-859.3658593254536	-17.56305749711551	1.0	-859.3658593254536
386000	-836.7970806266145	-856.4023813940233	-19.605300767408806	1.0	-856.4023813940233
387000	-852.0834315316613	-874.2181693927029	-22.134737861041557	1.0	-874.2181693927029
388000	-855.6172618539654	-882.4607892668552	-26.843527412889824	1.0	-882.4607892668552
389000	-850.7393080198739	-880.6849195828948	-29.945611563020957	1.0	-880.6849195828948
390000	-845.8175073058815	-870.7479263815711	-24.930419075689695	1.0	-870.7479263815711
391000	-841.9884875963712	-865.63176547221	-23.643277875838777	1.0	-865.63176547221
392000	-843.8253650393397	-868.2681102375901	-24.442745198250417	1.0	-868.2681102375901
393000	-859.5965500581334	-887.3526930624209	-27.756143004287512	1.0	-887.3526930624209
394000	-842.100853009711	-866.0174145760185	-23.91656156630747	1.0	-866.0174145760185
395000	-847.6271845444394	-878.4399079544224	-30.812723409983096	1.0	-878.4399079544224
396000	-842.5844010355722	-869.3232910086025	-26.738889973030247	1.0	-869.3232910086025
397000	-845.7594364688432	-871.3062960051027	-25.546859536259486	1.0	-871.3062960051027
398000	-842.4122080820152	-867.7877789873112	-25.37557090529591	1.0	-867.7877789873112
399000	-841.5463082131972	-864.1101620552	-22.563853842002754	1.0	-864.1101620552
400000	-849.8028309321364	-868.6691554812944	-18.86632454915797	1.0	-868.6691554812944
401000	-843.8553347634283	-861.4757977217735	-17.620462958345136	1.0	-861.4757977217735
402000	-854.2729544739179	-873.2452985723369	-18.972344098418926	1.0	-873.2452985723369
403000	-859.1387985107904	-879.6540646109953	-20.515266100204887	1.0	-879.6540646109953
404000	-854.2579664287609	-872.7200704320459	-18.46210400328489	1.0	-872.7200704320459
405000	-854.5001460654644	-875.2419272329288	-20.74178116746439	1.0	-875.2419272329288
406000	-846.1141896042625	-865.8347523312995	-19.720562727036945	1.0	-865.8347523312995
407000	-836.6982374291729	-858.358660114526	-21.660422685353026	1.0	-858.358660114526
408000	-852.5768696223952	-871.5719563265009	-18.995086704105688	1.0	-871.5719563265009
409000	-851.1170640883205	-864.0947247372994	-12.977660648978972	1.0	-864.0947247372994
410000	-853.4098904854964	-862.8612497731347	-9.451359287638326	1.0	-862.8612497731347
411000	-855.1394114473117	-864.995861306553	-9.856449859241312	1.0	-864.995861306553
412000	-862.3322754361407	-872.1458810985132	-9.813605662372481	1.0	-872.1458810985132
413000	-852.4129615640663	-871.0675133468912	-18.65455178282487	1.0	-871.0675133468912
414000	-858.3381811606631	-877.5125709289447	-19.1743897682816	1.0	-877.5125709289447
415000	-855.5405700586327	-867.2822886597608	-11.741718601128	1.0	-867.2822886597608
416000	-856.6116281530567	-872.1457149507256	-15.534086797668952	1.0	-872.1457149507256
417000	-842.6443238279124	-864.7666814620673	-22.122357634154778	1.0	-864.7666814620673
