,alpha,birthdate,deathdate,index,locx,locy,mutation_rate,mutations,parent_index,proliferation_rate
0,0.5,0.0,0.7083333333333331,0,500,500,0.5,[],0,1
1,0.5,0.7083333333333331,1.2083333333333333,1,500,501,0.5,[0],0,1
2,0.5,0.7083333333333331,2.125000000000001,2,500,500,0.5,[2],0,1
3,0.5,1.2083333333333333,1.7083333333333341,3,499,502,0.5,[0],1,1
4,0.5,1.2083333333333333,3.2916666666666634,4,500,501,0.5,[],1,1
5,0.5,1.7083333333333341,2.125000000000001,5,500,502,0.5,"[0, 3, 4]",3,1
6,0.5,1.7083333333333341,1.9583333333333346,6,499,502,0.5,"[0, 1]",3,1
7,0.5,1.9583333333333346,5.041666666666668,7,498,503,0.5,"[0, 72, 73]",6,1
8,0.5,1.9583333333333346,2.2500000000000004,8,499,502,0.5,"[0, 1]",6,1
9,0.5,2.125000000000001,3.2916666666666634,9,500,499,0.5,[12],2,1
10,0.5,2.125000000000001,2.624999999999999,10,500,500,0.5,"[2, 5]",2,1
11,0.5,2.125000000000001,2.9166666666666647,11,501,502,0.5,"[0, 3, 7]",5,1
12,0.5,2.125000000000001,3.7916666666666616,12,500,502,0.5,"[0, 4, 23, 24]",5,1
13,0.5,2.2500000000000004,2.999999999999998,13,500,503,0.5,"[0, 1, 8]",8,1
14,0.5,2.2500000000000004,3.33333333333333,14,499,502,0.5,"[0, 1, 13]",8,1
15,0.5,2.624999999999999,2.8333333333333317,15,499,499,0.5,"[2, 6]",10,1
16,0.5,2.624999999999999,3.6249999999999956,16,500,500,0.5,"[2, 5]",10,1
17,0.5,2.8333333333333317,4.041666666666661,17,499,498,0.5,[2],15,1
18,0.5,2.8333333333333317,3.5416666666666625,18,499,499,0.5,"[2, 6, 18]",15,1
19,0.5,2.9166666666666647,3.1249999999999973,19,502,503,0.5,"[0, 3, 7]",11,1
20,0.5,2.9166666666666647,3.499999999999996,20,501,502,0.5,"[0, 3, 16, 17]",11,1
21,0.5,2.999999999999998,3.0416666666666643,21,500,504,0.5,"[0, 1, 9, 10]",13,1
22,0.5,2.999999999999998,13.333333333333279,22,500,503,0.5,"[0, 1, 8]",13,1
23,0.5,3.0416666666666643,3.7083333333333286,23,499,505,0.5,"[0, 1, 9, 22]",21,1
24,0.5,3.0416666666666643,3.33333333333333,24,500,504,0.5,"[0, 1, 10, 14, 15]",21,1
25,0.5,3.1249999999999973,3.2083333333333304,25,502,504,0.5,"[0, 3, 7, 11]",19,1
26,0.5,3.1249999999999973,4.958333333333334,26,502,503,0.5,"[0, 3, 7, 64]",19,1
27,0.5,3.2083333333333304,13.333333333333279,27,503,505,0.5,"[0, 3, 7, 11]",25,1
28,0.5,3.2083333333333304,4.083333333333328,28,502,504,0.5,"[0, 3, 7, 29]",25,1
29,0.5,3.2916666666666634,3.666666666666662,29,500,498,0.5,"[19, 20]",9,1
30,0.5,3.2916666666666634,4.45833333333333,30,500,499,0.5,"[12, 46]",9,1
31,0.5,3.2916666666666634,3.8749999999999947,31,499,501,0.5,[],4,1
32,0.5,3.2916666666666634,3.7916666666666616,32,500,501,0.5,[25],4,1
33,0.5,3.33333333333333,13.333333333333279,33,499,503,0.5,"[0, 1]",14,1
34,0.5,3.33333333333333,13.333333333333279,34,499,502,0.5,"[0, 1, 13]",14,1
35,0.5,3.33333333333333,4.249999999999996,35,501,504,0.5,"[0, 1, 10, 14, 36, 37]",24,1
36,0.5,3.33333333333333,13.333333333333279,36,500,504,0.5,"[0, 1, 10, 15]",24,1
37,0.5,3.499999999999996,3.666666666666662,37,502,502,0.5,"[0, 3, 16]",20,1
38,0.5,3.499999999999996,13.333333333333279,38,501,502,0.5,"[0, 3, 17]",20,1
39,0.5,3.5416666666666625,4.2916666666666625,39,498,499,0.5,"[2, 6, 18, 39]",18,1
40,0.5,3.5416666666666625,3.666666666666662,40,499,499,0.5,"[2, 6, 21]",18,1
41,0.5,3.6249999999999956,4.083333333333328,41,501,499,0.5,"[2, 5, 30]",16,1
42,0.5,3.6249999999999956,13.333333333333279,42,500,500,0.5,"[2, 5]",16,1
43,0.5,3.666666666666662,4.3333333333333295,43,501,497,0.5,[19],29,1
44,0.5,3.666666666666662,13.333333333333279,44,500,498,0.5,[20],29,1
45,0.5,3.666666666666662,13.333333333333279,45,501,503,0.5,"[0, 3, 16]",37,1
46,0.5,3.666666666666662,4.541666666666664,46,502,502,0.5,"[0, 3, 16]",37,1
47,0.5,3.666666666666662,4.583333333333331,47,498,500,0.5,"[2, 6, 21, 49]",40,1
48,0.5,3.666666666666662,3.8749999999999947,48,499,499,0.5,"[2, 6, 26, 27]",40,1
49,0.5,3.7083333333333286,4.3333333333333295,49,500,506,0.5,"[0, 1, 9, 22, 40, 41]",23,1
50,0.5,3.7083333333333286,4.249999999999996,50,499,505,0.5,"[0, 1, 9, 38]",23,1
51,0.5,3.7916666666666616,4.208333333333329,51,501,501,0.5,"[0, 4, 23, 34, 35]",12,1
52,0.5,3.7916666666666616,13.333333333333279,52,500,502,0.5,"[0, 4, 24]",12,1
53,0.5,3.7916666666666616,4.166666666666662,53,501,500,0.5,"[25, 31]",32,1
54,0.5,3.7916666666666616,13.333333333333279,54,500,501,0.5,[],32,1
55,0.5,3.8749999999999947,4.3333333333333295,55,499,500,0.5,"[2, 6, 26, 42]",48,1
56,0.5,3.8749999999999947,3.916666666666661,56,499,499,0.5,"[2, 6, 27]",48,1
57,0.5,3.8749999999999947,5.4583333333333375,57,498,502,0.5,[99],31,1
58,0.5,3.8749999999999947,13.333333333333279,58,499,501,0.5,[],31,1
59,0.5,3.916666666666661,3.9999999999999942,59,498,498,0.5,"[2, 6, 27, 28]",56,1
60,0.5,3.916666666666661,13.333333333333279,60,499,499,0.5,"[2, 6, 27]",56,1
61,0.5,3.9999999999999942,5.166666666666669,61,497,499,0.5,"[2, 6, 27, 28, 76]",59,1
62,0.5,3.9999999999999942,4.499999999999997,62,498,498,0.5,"[2, 6, 27, 47]",59,1
63,0.5,4.041666666666661,4.208333333333329,63,498,497,0.5,"[2, 32, 33]",17,1
64,0.5,4.041666666666661,13.333333333333279,64,499,498,0.5,[2],17,1
65,0.5,4.083333333333328,4.833333333333333,65,502,505,0.5,"[0, 3, 7, 58, 59]",28,1
66,0.5,4.083333333333328,4.708333333333332,66,502,504,0.5,"[0, 3, 7, 29, 51]",28,1
67,0.5,4.083333333333328,4.791666666666666,67,502,499,0.5,"[2, 5, 56, 57]",41,1
68,0.5,4.083333333333328,13.333333333333279,68,501,499,0.5,"[2, 5, 30]",41,1
69,0.5,4.166666666666662,13.333333333333279,69,502,501,0.5,[25],53,1
70,0.5,4.166666666666662,13.333333333333279,70,501,500,0.5,"[25, 31]",53,1
71,0.5,4.208333333333329,4.3749999999999964,71,498,496,0.5,"[2, 32, 43, 44]",63,1
72,0.5,4.208333333333329,4.958333333333334,72,498,497,0.5,"[2, 33, 68, 69]",63,1
73,0.5,4.208333333333329,4.749999999999999,73,502,500,0.5,"[0, 4, 23, 34]",51,1
74,0.5,4.208333333333329,13.333333333333279,74,501,501,0.5,"[0, 4, 23, 35]",51,1
75,0.5,4.249999999999996,13.333333333333279,75,500,505,0.5,"[0, 1, 10, 14, 36]",35,1
76,0.5,4.249999999999996,4.541666666666664,76,501,504,0.5,"[0, 1, 10, 14, 37, 48]",35,1
77,0.5,4.249999999999996,5.500000000000004,77,498,504,0.5,"[0, 1, 9, 38, 105]",50,1
78,0.5,4.249999999999996,5.000000000000001,78,499,505,0.5,"[0, 1, 9, 71]",50,1
79,0.5,4.2916666666666625,5.83333333333334,79,497,500,0.5,"[2, 6, 18]",39,1
80,0.5,4.2916666666666625,13.333333333333279,80,498,499,0.5,"[2, 6, 18, 39]",39,1
81,0.5,4.3333333333333295,4.583333333333331,81,502,498,0.5,"[19, 50]",43,1
82,0.5,4.3333333333333295,4.958333333333334,82,501,497,0.5,"[19, 67]",43,1
83,0.5,4.3333333333333295,4.583333333333331,83,499,506,0.5,"[0, 1, 9, 22, 40]",49,1
84,0.5,4.3333333333333295,4.416666666666663,84,500,506,0.5,"[0, 1, 9, 22, 41, 45]",49,1
85,0.5,4.3333333333333295,13.333333333333279,85,498,501,0.5,"[2, 6, 26, 42]",55,1
86,0.5,4.3333333333333295,13.333333333333279,86,499,500,0.5,"[2, 6, 26]",55,1
87,0.5,4.3749999999999964,4.958333333333334,87,497,497,0.5,"[2, 32, 43, 65, 66]",71,1
88,0.5,4.3749999999999964,4.791666666666666,88,498,496,0.5,"[2, 32, 44, 53, 54]",71,1
89,0.5,4.416666666666663,6.333333333333344,89,501,506,0.5,"[0, 1, 9, 22, 41, 146]",84,1
90,0.5,4.416666666666663,4.749999999999999,90,500,506,0.5,"[0, 1, 9, 22, 41, 45]",84,1
91,0.5,4.45833333333333,5.000000000000001,91,501,498,0.5,"[12, 70]",30,1
92,0.5,4.45833333333333,13.333333333333279,92,500,499,0.5,"[12, 46]",30,1
93,0.5,4.499999999999997,13.333333333333279,93,497,498,0.5,"[2, 6, 27]",62,1
94,0.5,4.499999999999997,5.583333333333338,94,498,498,0.5,"[2, 6, 27, 47]",62,1
95,0.5,4.541666666666664,5.083333333333335,95,501,505,0.5,"[0, 1, 10, 14, 37, 48, 75]",76,1
96,0.5,4.541666666666664,13.333333333333279,96,501,504,0.5,"[0, 1, 10, 14, 37]",76,1
97,0.5,4.541666666666664,4.708333333333332,97,503,503,0.5,"[0, 3, 16, 52]",46,1
98,0.5,4.541666666666664,13.333333333333279,98,502,502,0.5,"[0, 3, 16]",46,1
99,0.5,4.583333333333331,6.166666666666676,99,497,501,0.5,"[2, 6, 21, 129]",47,1
100,0.5,4.583333333333331,13.333333333333279,100,498,500,0.5,"[2, 6, 21, 49]",47,1
101,0.5,4.583333333333331,5.4166666666666705,101,498,505,0.5,"[0, 1, 9, 22, 40, 95]",83,1
102,0.5,4.583333333333331,4.791666666666666,102,499,506,0.5,"[0, 1, 9, 22, 40, 55]",83,1
103,0.5,4.583333333333331,5.333333333333337,103,502,497,0.5,"[19, 50, 86]",81,1
104,0.5,4.583333333333331,5.250000000000003,104,502,498,0.5,"[19, 81]",81,1
105,0.5,4.708333333333332,5.083333333333335,105,503,504,0.5,"[0, 3, 7, 29, 51, 74]",66,1
106,0.5,4.708333333333332,13.333333333333279,106,502,504,0.5,"[0, 3, 7, 29]",66,1
107,0.5,4.708333333333332,13.333333333333279,107,504,503,0.5,"[0, 3, 16, 52]",97,1
108,0.5,4.708333333333332,5.791666666666673,108,503,503,0.5,"[0, 3, 16, 113]",97,1
109,0.5,4.749999999999999,5.166666666666669,109,500,507,0.5,"[0, 1, 9, 22, 41, 45, 77]",90,1
110,0.5,4.749999999999999,13.333333333333279,110,500,506,0.5,"[0, 1, 9, 22, 41, 45]",90,1
111,0.5,4.749999999999999,5.208333333333336,111,503,501,0.5,"[0, 4, 23, 34, 78, 79]",73,1
112,0.5,4.749999999999999,13.333333333333279,112,502,500,0.5,"[0, 4, 23, 34]",73,1
113,0.5,4.791666666666666,5.4166666666666705,113,499,495,0.5,"[2, 32, 44, 53, 91, 92]",88,1
114,0.5,4.791666666666666,13.333333333333279,114,498,496,0.5,"[2, 32, 44, 54]",88,1
115,0.5,4.791666666666666,5.208333333333336,115,498,506,0.5,"[0, 1, 9, 22, 40, 55]",102,1
116,0.5,4.791666666666666,4.875,116,499,506,0.5,"[0, 1, 9, 22, 40, 60, 61]",102,1
117,0.5,4.791666666666666,6.5833333333333455,117,503,499,0.5,"[2, 5, 56, 166, 167]",67,1
118,0.5,4.791666666666666,5.29166666666667,118,502,499,0.5,"[2, 5, 57, 84, 85]",67,1
119,0.5,4.833333333333333,7.250000000000017,119,503,506,0.5,"[0, 3, 7, 58, 241]",65,1
120,0.5,4.833333333333333,13.333333333333279,120,502,505,0.5,"[0, 3, 7, 59]",65,1
121,0.5,4.875,4.916666666666667,121,499,507,0.5,"[0, 1, 9, 22, 40, 60, 62, 63]",116,1
122,0.5,4.875,13.333333333333279,122,499,506,0.5,"[0, 1, 9, 22, 40, 61]",116,1
123,0.5,4.916666666666667,6.333333333333344,123,498,507,0.5,"[0, 1, 9, 22, 40, 60, 62, 142, 143]",121,1
124,0.5,4.916666666666667,6.208333333333343,124,499,507,0.5,"[0, 1, 9, 22, 40, 60, 63, 131, 132]",121,1
125,0.5,4.958333333333334,13.333333333333279,125,503,502,0.5,"[0, 3, 7, 64]",26,1
126,0.5,4.958333333333334,13.333333333333279,126,502,503,0.5,"[0, 3, 7]",26,1
127,0.5,4.958333333333334,6.458333333333345,127,496,498,0.5,"[2, 32, 43, 65, 154, 155]",87,1
128,0.5,4.958333333333334,6.833333333333347,128,497,497,0.5,"[2, 32, 43, 66, 193, 194]",87,1
129,0.5,4.958333333333334,5.208333333333336,129,500,496,0.5,"[19, 80]",82,1
130,0.5,4.958333333333334,13.333333333333279,130,501,497,0.5,"[19, 67]",82,1
131,0.5,4.958333333333334,5.250000000000003,131,497,496,0.5,"[2, 33, 68, 82, 83]",72,1
132,0.5,4.958333333333334,13.333333333333279,132,498,497,0.5,"[2, 33, 69]",72,1
133,0.5,5.000000000000001,13.333333333333279,133,500,497,0.5,"[12, 70]",91,1
134,0.5,5.000000000000001,13.333333333333279,134,501,498,0.5,[12],91,1
135,0.5,5.000000000000001,13.333333333333279,135,499,504,0.5,"[0, 1, 9]",78,1
136,0.5,5.000000000000001,13.333333333333279,136,499,505,0.5,"[0, 1, 9, 71]",78,1
137,0.5,5.041666666666668,6.000000000000008,137,497,503,0.5,"[0, 72, 120]",7,1
138,0.5,5.041666666666668,5.29166666666667,138,498,503,0.5,"[0, 73]",7,1
139,0.5,5.083333333333335,5.333333333333337,139,504,505,0.5,"[0, 3, 7, 29, 51, 87, 88]",105,1
140,0.5,5.083333333333335,13.333333333333279,140,503,504,0.5,"[0, 3, 7, 29, 51, 74]",105,1
141,0.5,5.083333333333335,5.500000000000004,141,502,506,0.5,"[0, 1, 10, 14, 37, 48, 101, 102]",95,1
142,0.5,5.083333333333335,13.333333333333279,142,501,505,0.5,"[0, 1, 10, 14, 37, 48, 75]",95,1
143,0.5,5.166666666666669,6.25000000000001,143,496,499,0.5,"[2, 6, 27, 28, 76, 136]",61,1
144,0.5,5.166666666666669,13.333333333333279,144,497,499,0.5,"[2, 6, 27, 28]",61,1
145,0.5,5.166666666666669,5.4166666666666705,145,499,508,0.5,"[0, 1, 9, 22, 41, 45, 77, 98]",109,1
146,0.5,5.166666666666669,13.333333333333279,146,500,507,0.5,"[0, 1, 9, 22, 41, 45]",109,1
147,0.5,5.208333333333336,6.083333333333342,147,497,507,0.5,"[0, 1, 9, 22, 40, 55, 124]",115,1
148,0.5,5.208333333333336,13.333333333333279,148,498,506,0.5,"[0, 1, 9, 22, 40, 55]",115,1
149,0.5,5.208333333333336,6.5000000000000115,149,504,502,0.5,"[0, 4, 23, 34, 78, 158]",111,1
150,0.5,5.208333333333336,6.208333333333343,150,503,501,0.5,"[0, 4, 23, 34, 79, 133]",111,1
151,0.5,5.208333333333336,6.5833333333333455,151,499,496,0.5,"[19, 80, 165]",129,1
152,0.5,5.208333333333336,5.3750000000000036,152,500,496,0.5,"[19, 89]",129,1
153,0.5,5.250000000000003,5.4583333333333375,153,503,497,0.5,"[19, 81, 100]",104,1
154,0.5,5.250000000000003,5.3750000000000036,154,502,498,0.5,"[19, 90]",104,1
155,0.5,5.250000000000003,5.4166666666666705,155,496,495,0.5,"[2, 33, 68, 82, 93, 94]",131,1
156,0.5,5.250000000000003,13.333333333333279,156,497,496,0.5,"[2, 33, 68, 83]",131,1
157,0.5,5.29166666666667,6.5000000000000115,157,503,500,0.5,"[2, 5, 57, 84, 159]",118,1
158,0.5,5.29166666666667,13.333333333333279,158,502,499,0.5,"[2, 5, 57, 85]",118,1
159,0.5,5.29166666666667,13.333333333333279,159,497,504,0.5,"[0, 73]",138,1
160,0.5,5.29166666666667,13.333333333333279,160,498,503,0.5,"[0, 73]",138,1
161,0.5,5.333333333333337,13.333333333333279,161,502,496,0.5,"[19, 50]",103,1
162,0.5,5.333333333333337,5.666666666666672,162,502,497,0.5,"[19, 50, 86, 109, 110]",103,1
163,0.5,5.333333333333337,5.583333333333338,163,505,506,0.5,"[0, 3, 7, 29, 51, 87]",139,1
164,0.5,5.333333333333337,13.333333333333279,164,504,505,0.5,"[0, 3, 7, 29, 51, 88]",139,1
165,0.5,5.3750000000000036,13.333333333333279,165,501,496,0.5,"[19, 89]",152,1
166,0.5,5.3750000000000036,5.4166666666666705,166,500,496,0.5,"[19, 96, 97]",152,1
167,0.5,5.3750000000000036,13.333333333333279,167,503,498,0.5,[19],154,1
168,0.5,5.3750000000000036,13.333333333333279,168,502,498,0.5,"[19, 90]",154,1
169,0.5,5.4166666666666705,5.875000000000007,169,500,494,0.5,"[2, 32, 44, 53, 91]",113,1
170,0.5,5.4166666666666705,5.500000000000004,170,499,495,0.5,"[2, 32, 44, 53, 92, 103, 104]",113,1
171,0.5,5.4166666666666705,5.625000000000005,171,495,494,0.5,"[2, 33, 68, 82, 93, 108]",155,1
172,0.5,5.4166666666666705,5.916666666666674,172,496,495,0.5,"[2, 33, 68, 82, 94, 117]",155,1
173,0.5,5.4166666666666705,6.375000000000011,173,497,506,0.5,"[0, 1, 9, 22, 40, 95, 147]",101,1
174,0.5,5.4166666666666705,13.333333333333279,174,498,505,0.5,"[0, 1, 9, 22, 40]",101,1
175,0.5,5.4166666666666705,5.583333333333338,175,501,495,0.5,"[19, 96, 106, 107]",166,1
176,0.5,5.4166666666666705,13.333333333333279,176,500,496,0.5,"[19, 97]",166,1
177,0.5,5.4166666666666705,5.791666666666673,177,500,508,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 114]",145,1
178,0.5,5.4166666666666705,13.333333333333279,178,499,508,0.5,"[0, 1, 9, 22, 41, 45, 77]",145,1
179,0.5,5.4583333333333375,5.583333333333338,179,497,502,0.5,[],57,1
180,0.5,5.4583333333333375,13.333333333333279,180,498,502,0.5,[99],57,1
181,0.5,5.4583333333333375,6.625000000000012,181,504,496,0.5,"[19, 81, 168]",153,1
182,0.5,5.4583333333333375,5.750000000000006,182,503,497,0.5,"[19, 81, 100, 111, 112]",153,1
183,0.5,5.500000000000004,5.750000000000006,183,503,507,0.5,"[0, 1, 10, 14, 37, 48, 101]",141,1
184,0.5,5.500000000000004,13.333333333333279,184,502,506,0.5,"[0, 1, 10, 14, 37, 48, 102]",141,1
185,0.5,5.500000000000004,6.000000000000008,185,500,495,0.5,"[2, 32, 44, 53, 92, 103, 121]",170,1
186,0.5,5.500000000000004,13.333333333333279,186,499,495,0.5,"[2, 32, 44, 53, 92, 104]",170,1
187,0.5,5.500000000000004,13.333333333333279,187,497,505,0.5,"[0, 1, 9, 38]",77,1
188,0.5,5.500000000000004,13.333333333333279,188,498,504,0.5,"[0, 1, 9, 38, 105]",77,1
189,0.5,5.583333333333338,13.333333333333279,189,502,494,0.5,"[19, 96, 106]",175,1
190,0.5,5.583333333333338,13.333333333333279,190,501,495,0.5,"[19, 96, 107]",175,1
191,0.5,5.583333333333338,13.333333333333279,191,499,497,0.5,"[2, 6, 27, 47]",94,1
192,0.5,5.583333333333338,13.333333333333279,192,498,498,0.5,"[2, 6, 27, 47]",94,1
193,0.5,5.583333333333338,5.83333333333334,193,504,507,0.5,"[0, 3, 7, 29, 51, 87, 116]",163,1
194,0.5,5.583333333333338,6.166666666666676,194,505,506,0.5,"[0, 3, 7, 29, 51, 87, 128]",163,1
195,0.5,5.583333333333338,5.958333333333341,195,496,503,0.5,[],179,1
196,0.5,5.583333333333338,13.333333333333279,196,497,502,0.5,[],179,1
197,0.5,5.625000000000005,7.7083333333333535,197,496,493,0.5,"[2, 33, 68, 82, 93, 275]",171,1
198,0.5,5.625000000000005,13.333333333333279,198,495,494,0.5,"[2, 33, 68, 82, 93, 108]",171,1
199,0.5,5.666666666666672,5.83333333333334,199,503,496,0.5,"[19, 50, 86, 109, 115]",162,1
200,0.5,5.666666666666672,13.333333333333279,200,502,497,0.5,"[19, 50, 86, 110]",162,1
201,0.5,5.750000000000006,6.416666666666678,201,504,497,0.5,"[19, 81, 100, 111, 151]",182,1
202,0.5,5.750000000000006,13.333333333333279,202,503,497,0.5,"[19, 81, 100, 112]",182,1
203,0.5,5.750000000000006,6.125000000000009,203,503,508,0.5,"[0, 1, 10, 14, 37, 48, 101, 127]",183,1
204,0.5,5.750000000000006,6.5000000000000115,204,503,507,0.5,"[0, 1, 10, 14, 37, 48, 101, 160, 161]",183,1
205,0.5,5.791666666666673,7.000000000000015,205,504,504,0.5,"[0, 3, 16, 221]",108,1
206,0.5,5.791666666666673,13.333333333333279,206,503,503,0.5,"[0, 3, 16, 113]",108,1
207,0.5,5.791666666666673,6.25000000000001,207,500,509,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 114, 135]",177,1
208,0.5,5.791666666666673,5.958333333333341,208,500,508,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 118]",177,1
209,0.5,5.83333333333334,13.333333333333279,209,503,495,0.5,"[19, 50, 86, 109, 115]",199,1
210,0.5,5.83333333333334,5.958333333333341,210,503,496,0.5,"[19, 50, 86, 109, 119]",199,1
211,0.5,5.83333333333334,6.083333333333342,211,496,500,0.5,"[2, 6, 18, 125]",79,1
212,0.5,5.83333333333334,13.333333333333279,212,497,500,0.5,"[2, 6, 18]",79,1
213,0.5,5.83333333333334,6.750000000000013,213,505,508,0.5,"[0, 3, 7, 29, 51, 87, 116]",193,1
214,0.5,5.83333333333334,13.333333333333279,214,504,507,0.5,"[0, 3, 7, 29, 51, 87]",193,1
215,0.5,5.875000000000007,6.25000000000001,215,500,493,0.5,"[2, 32, 44, 53, 91, 137, 138]",169,1
216,0.5,5.875000000000007,13.333333333333279,216,500,494,0.5,"[2, 32, 44, 53, 91]",169,1
217,0.5,5.916666666666674,6.041666666666675,217,497,494,0.5,"[2, 33, 68, 82, 94, 123]",172,1
218,0.5,5.916666666666674,6.375000000000011,218,496,495,0.5,"[2, 33, 68, 82, 94, 117, 150]",172,1
219,0.5,5.958333333333341,6.083333333333342,219,499,509,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 126]",208,1
220,0.5,5.958333333333341,6.291666666666677,220,500,508,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 118, 141]",208,1
221,0.5,5.958333333333341,6.041666666666675,221,495,503,0.5,[],195,1
222,0.5,5.958333333333341,6.291666666666677,222,496,503,0.5,"[139, 140]",195,1
223,0.5,5.958333333333341,6.166666666666676,223,502,495,0.5,"[19, 50, 86, 109]",210,1
224,0.5,5.958333333333341,13.333333333333279,224,503,496,0.5,"[19, 50, 86, 109, 119]",210,1
225,0.5,6.000000000000008,6.208333333333343,225,496,504,0.5,"[0, 72, 120]",137,1
226,0.5,6.000000000000008,13.333333333333279,226,497,503,0.5,"[0, 72]",137,1
227,0.5,6.000000000000008,13.333333333333279,227,499,494,0.5,"[2, 32, 44, 53, 92, 103]",185,1
228,0.5,6.000000000000008,6.041666666666675,228,500,495,0.5,"[2, 32, 44, 53, 92, 103, 121, 122]",185,1
229,0.5,6.041666666666675,6.208333333333343,229,501,494,0.5,"[2, 32, 44, 53, 92, 103, 121]",228,1
230,0.5,6.041666666666675,13.333333333333279,230,500,495,0.5,"[2, 32, 44, 53, 92, 103, 121, 122]",228,1
231,0.5,6.041666666666675,6.416666666666678,231,494,503,0.5,[152],221,1
232,0.5,6.041666666666675,6.666666666666679,232,495,503,0.5,"[174, 175]",221,1
233,0.5,6.041666666666675,6.666666666666679,233,498,494,0.5,"[2, 33, 68, 82, 94, 123, 176]",217,1
234,0.5,6.041666666666675,6.916666666666681,234,497,494,0.5,"[2, 33, 68, 82, 94, 205]",217,1
235,0.5,6.083333333333342,6.5416666666666785,235,496,507,0.5,"[0, 1, 9, 22, 40, 55]",147,1
236,0.5,6.083333333333342,13.333333333333279,236,497,507,0.5,"[0, 1, 9, 22, 40, 55, 124]",147,1
237,0.5,6.083333333333342,6.166666666666676,237,496,501,0.5,"[2, 6, 18, 125]",211,1
238,0.5,6.083333333333342,6.333333333333344,238,496,500,0.5,"[2, 6, 18, 144, 145]",211,1
239,0.5,6.083333333333342,6.208333333333343,239,498,510,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 126, 134]",219,1
240,0.5,6.083333333333342,13.333333333333279,240,499,509,0.5,"[0, 1, 9, 22, 41, 45, 77, 98]",219,1
241,0.5,6.125000000000009,6.458333333333345,241,502,508,0.5,"[0, 1, 10, 14, 37, 48, 101, 153]",203,1
242,0.5,6.125000000000009,6.750000000000013,242,503,508,0.5,"[0, 1, 10, 14, 37, 48, 101, 127, 179]",203,1
243,0.5,6.166666666666676,6.958333333333348,243,506,506,0.5,"[0, 3, 7, 29, 51, 87, 215, 216]",194,1
244,0.5,6.166666666666676,6.833333333333347,244,505,506,0.5,"[0, 3, 7, 29, 51, 87, 128, 185]",194,1
245,0.5,6.166666666666676,13.333333333333279,245,495,500,0.5,"[2, 6, 18, 125]",237,1
246,0.5,6.166666666666676,6.208333333333343,246,496,501,0.5,"[2, 6, 18, 125, 130]",237,1
247,0.5,6.166666666666676,13.333333333333279,247,496,502,0.5,"[2, 6, 21, 129]",99,1
248,0.5,6.166666666666676,13.333333333333279,248,497,501,0.5,"[2, 6, 21]",99,1
249,0.5,6.166666666666676,6.375000000000011,249,503,494,0.5,"[19, 50, 86, 109, 148]",223,1
250,0.5,6.166666666666676,13.333333333333279,250,502,495,0.5,"[19, 50, 86, 109]",223,1
251,0.5,6.208333333333343,6.79166666666668,251,501,493,0.5,"[2, 32, 44, 53, 92, 103, 121, 184]",229,1
252,0.5,6.208333333333343,6.375000000000011,252,501,494,0.5,"[2, 32, 44, 53, 92, 103, 121, 149]",229,1
253,0.5,6.208333333333343,13.333333333333279,253,495,501,0.5,"[2, 6, 18, 125, 130]",246,1
254,0.5,6.208333333333343,13.333333333333279,254,496,501,0.5,"[2, 6, 18, 125]",246,1
255,0.5,6.208333333333343,6.708333333333346,255,498,508,0.5,"[0, 1, 9, 22, 40, 60, 63, 131, 177]",124,1
256,0.5,6.208333333333343,13.333333333333279,256,499,507,0.5,"[0, 1, 9, 22, 40, 60, 63, 132]",124,1
257,0.5,6.208333333333343,13.333333333333279,257,496,505,0.5,"[0, 72, 120]",225,1
258,0.5,6.208333333333343,6.833333333333347,258,496,504,0.5,"[0, 72, 120]",225,1
259,0.5,6.208333333333343,7.291666666666684,259,504,500,0.5,"[0, 4, 23, 34, 79, 133]",150,1
260,0.5,6.208333333333343,13.333333333333279,260,503,501,0.5,"[0, 4, 23, 34, 79]",150,1
261,0.5,6.208333333333343,7.6250000000000195,261,499,511,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 126, 268]",239,1
262,0.5,6.208333333333343,6.5416666666666785,262,498,510,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 126, 134, 162]",239,1
263,0.5,6.25000000000001,13.333333333333279,263,501,508,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 114]",207,1
264,0.5,6.25000000000001,6.79166666666668,264,500,509,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 114, 135]",207,1
265,0.5,6.25000000000001,6.916666666666681,265,495,498,0.5,"[2, 6, 27, 28, 76, 136, 199, 200]",143,1
266,0.5,6.25000000000001,13.333333333333279,266,496,499,0.5,"[2, 6, 27, 28, 76]",143,1
267,0.5,6.25000000000001,6.833333333333347,267,499,493,0.5,"[2, 32, 44, 53, 91, 137, 187, 188]",215,1
268,0.5,6.25000000000001,13.333333333333279,268,500,493,0.5,"[2, 32, 44, 53, 91, 138]",215,1
269,0.5,6.291666666666677,6.666666666666679,269,495,502,0.5,[139],222,1
