"","X","alpha","birthdate","deathdate","index","locx","locy","mutation_rate","mutations","parent_index","proliferation_rate","norm_locx","norm_locy","sampled","cluster"
"67",191,0.5,5.58333333333334,13.3333333333333,191,499,497,0.5,"[2, 6, 27, 47]",94,1,0.5,-4,FALSE,1
"68",192,0.5,5.58333333333334,13.3333333333333,192,498,498,0.5,"[2, 6, 27, 47]",94,1,-0.5,-3,TRUE,1
"69",196,0.5,5.58333333333334,13.3333333333333,196,497,502,0.5,"[]",179,1,-1.5,1,FALSE,1
"70",198,0.5,5.62500000000001,13.3333333333333,198,495,494,0.5,"[2, 33, 68, 82, 93, 108]",171,1,-3.5,-7,FALSE,9
"71",200,0.5,5.66666666666667,13.3333333333333,200,502,497,0.5,"[19, 50, 86, 110]",162,1,3.5,-4,FALSE,4
"72",202,0.5,5.75000000000001,13.3333333333333,202,503,497,0.5,"[19, 81, 100, 112]",182,1,4.5,-4,FALSE,1
"73",206,0.5,5.79166666666667,13.3333333333333,206,503,503,0.5,"[0, 3, 16, 113]",108,1,4.5,2,FALSE,1
"74",209,0.5,5.83333333333334,13.3333333333333,209,503,495,0.5,"[19, 50, 86, 109, 115]",199,1,4.5,-6,FALSE,4
"75",212,0.5,5.83333333333334,13.3333333333333,212,497,500,0.5,"[2, 6, 18]",79,1,-1.5,-1,FALSE,6
"76",214,0.5,5.83333333333334,13.3333333333333,214,504,507,0.5,"[0, 3, 7, 29, 51, 87]",193,1,5.5,6,FALSE,1
"77",216,0.5,5.87500000000001,13.3333333333333,216,500,494,0.5,"[2, 32, 44, 53, 91]",169,1,1.5,-7,FALSE,7
"78",224,0.5,5.95833333333334,13.3333333333333,224,503,496,0.5,"[19, 50, 86, 109, 119]",210,1,4.5,-5,FALSE,4
"79",226,0.5,6.00000000000001,13.3333333333333,226,497,503,0.5,"[0, 72]",137,1,-1.5,2,FALSE,1
"80",227,0.5,6.00000000000001,13.3333333333333,227,499,494,0.5,"[2, 32, 44, 53, 92, 103]",185,1,0.5,-7,FALSE,10
"81",230,0.5,6.04166666666667,13.3333333333333,230,500,495,0.5,"[2, 32, 44, 53, 92, 103, 121, 122]",228,1,1.5,-6,FALSE,10
"82",236,0.5,6.08333333333334,13.3333333333333,236,497,507,0.5,"[0, 1, 9, 22, 40, 55, 124]",147,1,-1.5,6,FALSE,8
"83",240,0.5,6.08333333333334,13.3333333333333,240,499,509,0.5,"[0, 1, 9, 22, 41, 45, 77, 98]",219,1,0.5,8,FALSE,2
"84",245,0.5,6.16666666666668,13.3333333333333,245,495,500,0.5,"[2, 6, 18, 125]",237,1,-3.5,-1,FALSE,6
"85",247,0.5,6.16666666666668,13.3333333333333,247,496,502,0.5,"[2, 6, 21, 129]",99,1,-2.5,1,FALSE,1
"86",248,0.5,6.16666666666668,13.3333333333333,248,497,501,0.5,"[2, 6, 21]",99,1,-1.5,0,FALSE,1
"87",250,0.5,6.16666666666668,13.3333333333333,250,502,495,0.5,"[19, 50, 86, 109]",223,1,3.5,-6,FALSE,4
"88",253,0.5,6.20833333333334,13.3333333333333,253,495,501,0.5,"[2, 6, 18, 125, 130]",246,1,-3.5,0,FALSE,6
"89",254,0.5,6.20833333333334,13.3333333333333,254,496,501,0.5,"[2, 6, 18, 125]",246,1,-2.5,0,FALSE,6
"90",256,0.5,6.20833333333334,13.3333333333333,256,499,507,0.5,"[0, 1, 9, 22, 40, 60, 63, 132]",124,1,0.5,6,FALSE,8
"91",257,0.5,6.20833333333334,13.3333333333333,257,496,505,0.5,"[0, 72, 120]",225,1,-2.5,4,FALSE,1
"92",260,0.5,6.20833333333334,13.3333333333333,260,503,501,0.5,"[0, 4, 23, 34, 79]",150,1,4.5,0,FALSE,1
"93",263,0.5,6.25000000000001,13.3333333333333,263,501,508,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 114]",207,1,2.5,7,FALSE,2
"94",266,0.5,6.25000000000001,13.3333333333333,266,496,499,0.5,"[2, 6, 27, 28, 76]",143,1,-2.5,-2,FALSE,1
"95",268,0.5,6.25000000000001,13.3333333333333,268,500,493,0.5,"[2, 32, 44, 53, 91, 138]",215,1,1.5,-8,TRUE,7
"96",270,0.5,6.29166666666668,13.3333333333333,270,496,503,0.5,"[140]",222,1,-2.5,2,FALSE,1
"97",271,0.5,6.29166666666668,13.3333333333333,271,501,507,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 118]",220,1,2.5,6,FALSE,2
"98",272,0.5,6.29166666666668,13.3333333333333,272,500,508,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 118, 141]",220,1,1.5,7,FALSE,2
"99",273,0.5,6.33333333333334,13.3333333333333,273,497,508,0.5,"[0, 1, 9, 22, 40, 60, 62, 142]",123,1,-1.5,7,FALSE,8
"100",274,0.5,6.33333333333334,13.3333333333333,274,498,507,0.5,"[0, 1, 9, 22, 40, 60, 62, 143]",123,1,-0.5,6,FALSE,8
"101",276,0.5,6.33333333333334,13.3333333333333,276,496,500,0.5,"[2, 6, 18, 145]",238,1,-2.5,-1,FALSE,6
"102",277,0.5,6.33333333333334,13.3333333333333,277,502,507,0.5,"[0, 1, 9, 22, 41]",89,1,3.5,6,FALSE,8
"103",278,0.5,6.33333333333334,13.3333333333333,278,501,506,0.5,"[0, 1, 9, 22, 41, 146]",89,1,2.5,5,FALSE,8
"104",280,0.5,6.37500000000001,13.3333333333333,280,497,506,0.5,"[0, 1, 9, 22, 40, 95]",173,1,-1.5,5,FALSE,8
"105",284,0.5,6.37500000000001,13.3333333333333,284,501,494,0.5,"[2, 32, 44, 53, 92, 103, 121]",252,1,2.5,-7,FALSE,10
"106",288,0.5,6.41666666666668,13.3333333333333,288,504,497,0.5,"[19, 81, 100, 111]",201,1,5.5,-4,FALSE,1
"107",292,0.5,6.45833333333334,13.3333333333333,292,503,494,0.5,"[19, 50, 86, 109]",282,1,4.5,-7,FALSE,4
"108",293,0.5,6.45833333333334,13.3333333333333,293,501,509,0.5,"[0, 1, 10, 14, 37, 48, 101]",241,1,2.5,8,TRUE,3
"109",296,0.5,6.45833333333334,13.3333333333333,296,496,498,0.5,"[2, 32, 43, 65, 155]",127,1,-2.5,-3,FALSE,1
"110",297,0.5,6.50000000000001,13.3333333333333,297,496,494,0.5,"[2, 33, 68, 82, 94, 117, 150, 156]",286,1,-2.5,-7,FALSE,9
"111",298,0.5,6.50000000000001,13.3333333333333,298,496,495,0.5,"[2, 33, 68, 82, 94, 117, 150, 157]",286,1,-2.5,-6,FALSE,9
"112",300,0.5,6.50000000000001,13.3333333333333,300,504,502,0.5,"[0, 4, 23, 34, 78, 158]",149,1,5.5,1,FALSE,1
"113",303,0.5,6.50000000000001,13.3333333333333,303,504,508,0.5,"[0, 1, 10, 14, 37, 48, 101, 160]",204,1,5.5,7,FALSE,3
"114",304,0.5,6.50000000000001,13.3333333333333,304,503,507,0.5,"[0, 1, 10, 14, 37, 48, 101, 161]",204,1,4.5,6,FALSE,3
"115",306,0.5,6.54166666666668,13.3333333333333,306,496,507,0.5,"[0, 1, 9, 22, 40, 55]",235,1,-2.5,6,FALSE,8
"116",310,0.5,6.54166666666668,13.3333333333333,310,504,501,0.5,"[2, 5, 57, 84, 159]",301,1,5.5,0,FALSE,1
"117",313,0.5,6.58333333333335,13.3333333333333,313,498,495,0.5,"[19, 80]",151,1,-0.5,-6,FALSE,1
"118",314,0.5,6.58333333333335,13.3333333333333,314,499,496,0.5,"[19, 80, 165]",151,1,0.5,-5,FALSE,1
"119",316,0.5,6.58333333333335,13.3333333333333,316,503,499,0.5,"[2, 5, 56, 167]",117,1,4.5,-2,FALSE,1
"120",321,0.5,6.66666666666668,13.3333333333333,321,504,499,0.5,"[2, 5, 57, 84, 170]",302,1,5.5,-2,FALSE,1
"121",322,0.5,6.66666666666668,13.3333333333333,322,503,500,0.5,"[2, 5, 57, 84, 171]",302,1,4.5,-1,FALSE,1
"122",327,0.5,6.66666666666668,13.3333333333333,327,494,502,0.5,"[174]",232,1,-4.5,1,FALSE,1
"123",332,0.5,6.66666666666668,13.3333333333333,332,495,502,0.5,"[139]",269,1,-3.5,1,FALSE,1
"124",336,0.5,6.70833333333335,13.3333333333333,336,504,495,0.5,"[19, 50, 86, 109, 148]",324,1,5.5,-6,FALSE,4
"125",341,0.5,6.75000000000001,13.3333333333333,341,503,493,0.5,"[2, 32, 44, 53, 92, 103, 121, 149, 180]",283,1,4.5,-8,FALSE,10
"126",346,0.5,6.79166666666668,13.3333333333333,346,504,493,0.5,"[19, 50, 86, 109]",291,1,5.5,-8,FALSE,4
"127",347,0.5,6.79166666666668,13.3333333333333,347,501,510,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 114, 135]",264,1,2.5,9,FALSE,2
"128",348,0.5,6.79166666666668,13.3333333333333,348,500,509,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 114, 135]",264,1,1.5,8,FALSE,2
"129",350,0.5,6.79166666666668,13.3333333333333,350,503,508,0.5,"[0, 1, 10, 14, 37, 48, 101, 127, 179, 183]",338,1,4.5,7,FALSE,3
"130",355,0.5,6.79166666666668,13.3333333333333,355,496,509,0.5,"[0, 1, 9, 22, 40, 60, 63, 131]",340,1,-2.5,8,FALSE,8
"131",356,0.5,6.79166666666668,13.3333333333333,356,497,509,0.5,"[0, 1, 9, 22, 40, 60, 63, 131]",340,1,-1.5,8,FALSE,8
"132",357,0.5,6.83333333333335,13.3333333333333,357,494,505,0.5,"[]",289,1,-4.5,4,FALSE,1
"133",359,0.5,6.83333333333335,13.3333333333333,359,495,505,0.5,"[0, 72, 120]",258,1,-3.5,4,FALSE,1
"134",360,0.5,6.83333333333335,13.3333333333333,360,496,504,0.5,"[0, 72, 120]",258,1,-2.5,3,FALSE,1
"135",364,0.5,6.83333333333335,13.3333333333333,364,505,506,0.5,"[0, 3, 7, 29, 51, 87, 128, 185]",244,1,6.5,5,FALSE,1
"136",366,0.5,6.83333333333335,13.3333333333333,366,504,509,0.5,"[0, 1, 10, 14, 37, 48, 101, 127]",337,1,5.5,8,FALSE,3
"137",370,0.5,6.83333333333335,13.3333333333333,370,495,499,0.5,"[2, 6, 18, 144, 169, 190]",320,1,-3.5,-2,FALSE,6
"138",371,0.5,6.83333333333335,13.3333333333333,371,504,494,0.5,"[19, 50, 86, 109, 148, 178, 191]",335,1,5.5,-7,FALSE,4
"139",374,0.5,6.83333333333335,13.3333333333333,374,497,493,0.5,"[2, 33, 68, 82, 94, 123]",329,1,-1.5,-8,FALSE,9
"140",376,0.5,6.83333333333335,13.3333333333333,376,497,497,0.5,"[2, 32, 43, 66, 194]",128,1,-1.5,-4,TRUE,1
"141",379,0.5,6.87500000000001,13.3333333333333,379,496,511,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 126, 134, 162, 196]",307,1,-2.5,10,FALSE,2
"142",380,0.5,6.87500000000001,13.3333333333333,380,497,510,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 126, 134, 162, 197]",307,1,-1.5,9,FALSE,2
"143",383,0.5,6.91666666666668,13.3333333333333,383,494,498,0.5,"[2, 6, 27, 28, 76, 136, 199]",265,1,-4.5,-3,FALSE,1
"144",387,0.5,6.91666666666668,13.3333333333333,387,495,504,0.5,"[175, 202]",328,1,-3.5,3,FALSE,1
"145",388,0.5,6.91666666666668,13.3333333333333,388,495,503,0.5,"[175, 203]",328,1,-3.5,2,FALSE,1
"146",391,0.5,6.91666666666668,13.3333333333333,391,498,493,0.5,"[2, 33, 68, 82, 94]",234,1,-0.5,-8,FALSE,9
"147",392,0.5,6.91666666666668,13.3333333333333,392,497,494,0.5,"[2, 33, 68, 82, 94, 205]",234,1,-1.5,-7,FALSE,9
"148",393,0.5,6.91666666666668,13.3333333333333,393,502,509,0.5,"[0, 1, 10, 14, 37, 48, 101, 153, 206]",294,1,3.5,8,FALSE,3
"149",394,0.5,6.91666666666668,13.3333333333333,394,502,508,0.5,"[0, 1, 10, 14, 37, 48, 101, 153]",294,1,3.5,7,FALSE,3
"150",398,0.5,6.95833333333335,13.3333333333333,398,495,496,0.5,"[2, 32, 43, 66, 193, 209]",389,1,-3.5,-5,FALSE,1
"151",400,0.5,6.95833333333335,13.3333333333333,400,498,510,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 126, 134, 173]",326,1,-0.5,9,TRUE,2
"152",404,0.5,6.95833333333335,13.3333333333333,404,504,498,0.5,"[2, 5, 56, 166]",315,1,5.5,-3,FALSE,1
"153",405,0.5,6.95833333333335,13.3333333333333,405,496,496,0.5,"[2, 32, 43, 66, 193, 204]",390,1,-2.5,-5,FALSE,1
"154",406,0.5,6.95833333333335,13.3333333333333,406,496,497,0.5,"[2, 32, 43, 66, 193, 204, 213]",390,1,-2.5,-4,FALSE,1
"155",410,0.5,6.95833333333335,13.3333333333333,410,506,506,0.5,"[0, 3, 7, 29, 51, 87, 216]",243,1,7.5,5,FALSE,1
"156",412,0.5,7.00000000000002,13.3333333333333,412,505,502,0.5,"[0, 4, 23, 34, 78, 218]",299,1,6.5,1,FALSE,1
"157",413,0.5,7.00000000000002,13.3333333333333,413,492,500,0.5,"[2, 6, 18, 144, 195, 211, 219]",402,1,-6.5,-1,FALSE,6
"158",414,0.5,7.00000000000002,13.3333333333333,414,493,499,0.5,"[2, 6, 18, 144, 195, 211, 220]",402,1,-5.5,-2,FALSE,6
"159",415,0.5,7.00000000000002,13.3333333333333,415,505,504,0.5,"[0, 3, 16]",205,1,6.5,3,FALSE,1
"160",416,0.5,7.00000000000002,13.3333333333333,416,504,504,0.5,"[0, 3, 16, 221]",205,1,5.5,3,FALSE,1
"161",418,0.5,7.04166666666668,13.3333333333333,418,494,500,0.5,"[2, 6, 18, 144, 169, 189, 222]",369,1,-4.5,-1,FALSE,6
"162",422,0.5,7.04166666666668,13.3333333333333,422,506,493,0.5,"[19, 50, 86, 109, 148, 172, 225]",362,1,7.5,-8,FALSE,4
"163",424,0.5,7.08333333333335,13.3333333333333,424,495,498,0.5,"[2, 6, 27, 28, 76, 136, 200]",384,1,-3.5,-3,FALSE,1
"164",426,0.5,7.08333333333335,13.3333333333333,426,494,504,0.5,"[]",358,1,-4.5,3,FALSE,1
"165",430,0.5,7.08333333333335,13.3333333333333,430,494,501,0.5,"[139, 230]",386,1,-4.5,0,FALSE,1
"166",431,0.5,7.08333333333335,13.3333333333333,431,497,495,0.5,"[2, 33, 68, 82, 94, 123, 176]",330,1,-1.5,-6,FALSE,9
"167",432,0.5,7.08333333333335,13.3333333333333,432,498,494,0.5,"[2, 33, 68, 82, 94, 123, 176]",330,1,-0.5,-7,FALSE,9
"168",435,0.5,7.12500000000002,13.3333333333333,435,498,509,0.5,"[0, 1, 9, 22, 40, 60, 63, 131, 177, 233]",334,1,-0.5,8,FALSE,8
"169",436,0.5,7.12500000000002,13.3333333333333,436,498,508,0.5,"[0, 1, 9, 22, 40, 60, 63, 131, 177, 234]",334,1,-0.5,7,FALSE,8
"170",438,0.5,7.12500000000002,13.3333333333333,438,495,497,0.5,"[2, 32, 43, 65, 154]",295,1,-3.5,-4,FALSE,1
"171",441,0.5,7.16666666666668,13.3333333333333,441,500,510,0.5,"[0, 1, 9, 22, 41, 45, 77, 98, 126, 134, 173]",399,1,1.5,9,FALSE,2
"172",443,0.5,7.16666666666668,13.3333333333333,443,505,507,0.5,"[0, 3, 7, 29, 51, 87, 116, 235]",344,1,6.5,6,TRUE,1
"173",445,0.5,7.20833333333335,13.3333333333333,445,495,506,0.5,"[0, 1, 9, 22, 40, 95, 147]",279,1,-3.5,5,FALSE,8
"174",448,0.5,7.20833333333335,13.3333333333333,448,504,496,0.5,"[19, 81, 168, 237]",318,1,5.5,-5,FALSE,1
"175",458,0.5,7.25000000000002,13.3333333333333,458,494,503,0.5,"[152]",290,1,-4.5,2,FALSE,1
"176",460,0.5,7.25000000000002,13.3333333333333,460,505,503,0.5,"[0, 4, 23, 34, 78, 217, 240]",452,1,6.5,2,FALSE,1
"177",462,0.5,7.25000000000002,13.3333333333333,462,503,506,0.5,"[0, 3, 7, 58]",119,1,4.5,5,FALSE,1
"178",464,0.5,7.29166666666668,13.3333333333333,464,496,506,0.5,"[0, 1, 9, 22, 40, 95, 147, 236, 242]",446,1,-2.5,5,FALSE,8
"179",466,0.5,7.29166666666668,13.3333333333333,466,505,495,0.5,"[19, 50, 86, 109, 148, 178, 243]",372,1,6.5,-6,FALSE,4
"180",467,0.5,7.29166666666668,13.3333333333333,467,493,498,0.5,"[2, 6, 18, 144]",378,1,-5.5,-3,FALSE,6
"181",468,0.5,7.29166666666668,13.3333333333333,468,494,499,0.5,"[2, 6, 18, 144]",378,1,-4.5,-2,FALSE,6
"182",469,0.5,7.29166666666668,13.3333333333333,469,505,500,0.5,"[0, 4, 23, 34, 79, 133]",259,1,6.5,-1,FALSE,1
"183",470,0.5,7.29166666666668,13.3333333333333,470,504,500,0.5,"[0, 4, 23, 34, 79, 133]",259,1,5.5,-1,FALSE,1
"184",472,0.5,7.33333333333335,13.3333333333333,472,503,509,0.5,"[0, 1, 10, 14, 37, 48, 101, 127, 179, 182, 244]",420,1,4.5,8,FALSE,3
"185",483,0.5,7.37500000000002,13.3333333333333,483,506,500,0.5,"[2, 5, 57, 84, 159, 163, 207, 250]",396,1,7.5,-1,FALSE,1
"186",484,0.5,7.37500000000002,13.3333333333333,484,505,501,0.5,"[2, 5, 57, 84, 159, 163, 207]",396,1,6.5,0,FALSE,1
"187",488,0.5,7.41666666666668,13.3333333333333,488,505,497,0.5,"[19, 81, 168, 251]",447,1,6.5,-4,FALSE,1
"188",489,0.5,7.41666666666668,13.3333333333333,489,504,492,0.5,"[19, 50, 86, 109, 148, 172, 224, 252]",421,1,5.5,-9,FALSE,4
"189",490,0.5,7.41666666666668,13.3333333333333,490,505,493,0.5,"[19, 50, 86, 109, 148, 172, 224, 253]",421,1,6.5,-8,FALSE,4
"190",491,0.5,7.45833333333335,13.3333333333333,491,505,505,0.5,"[0, 3, 7, 58, 241]",461,1,6.5,4,FALSE,1
"191",492,0.5,7.45833333333335,13.3333333333333,492,504,506,0.5,"[0, 3, 7, 58, 241]",461,1,5.5,5,FALSE,1
"192",494,0.5,7.50000000000002,13.3333333333333,494,499,493,0.5,"[2, 32, 44, 53, 91, 137, 188]",368,1,0.5,-8,FALSE,7
"193",496,0.5,7.50000000000002,13.3333333333333,496,502,510,0.5,"[0, 1, 10, 14, 37, 48, 101, 127, 179, 182, 223, 255]",419,1,3.5,9,FALSE,3
"194",500,0.5,7.54166666666669,13.3333333333333,500,505,508,0.5,"[0, 3, 7, 29, 51, 87, 116, 257]",444,1,6.5,7,FALSE,1
"195",504,0.5,7.58333333333335,13.3333333333333,504,496,510,0.5,"[0, 1, 9, 22, 40, 60, 63, 131, 214, 260]",408,1,-2.5,9,FALSE,8
"196",507,0.5,7.62500000000002,13.3333333333333,507,501,492,0.5,"[2, 32, 44, 53, 92, 103, 121, 184]",482,1,2.5,-9,FALSE,10
"197",508,0.5,7.62500000000002,13.3333333333333,508,501,493,0.5,"[2, 32, 44, 53, 92, 103, 121, 184]",482,1,2.5,-8,FALSE,10
"198",510,0.5,7.62500000000002,13.3333333333333,510,496,508,0.5,"[0, 1, 9, 22, 40, 55, 263]",305,1,-2.5,7,FALSE,8
