state	treeLength	tsliceX	tsliceY	tsliceZ	sliceg
44000	218.457275431	-8.28085484193	-6.09829431399	-2.6645352591e-15	gamma
45000	216.396371947	-2.28709845993	4.07983415072	4.4408920985e-16	zeta
46000	211.669934614	-0.85762350839	-3.62534706216	3.5527136788e-15	alpha
47000	205.892922735	-3.23477533381	-2.93252662226	-3.99680288865e-15	gamma
48000	202.03546722	4.06527400515	2.91205858813	-3.5527136788e-15	eta
49000	200.64566044	-5.10329364226	-5.74206123574	3.10862446895e-15	beta
49000	200.64566044	-4.86097334627	-5.64358909727	0.00601638307074	beta
50000	198.368926644	-10.8222644692	-15.6063274611	-1.68753899743e-14	gamma
51000	200.979009054	3.70645454261	-1.89965528205	-7.9936057773e-15	epsilon
52000	198.8596895	-10.7321292172	-3.33895836902	3.5527136788e-15	gamma
53000	192.4537342	7.95473995221	1.05722966495	3.5527136788e-15	zeta
54000	181.393390331	-12.0335162043	-14.8226610271	-3.5527136788e-15	beta
55000	172.1104504	-3.15592629163	-4.01087105152	-6.2172489379e-15	delta
56000	170.912605925	-6.87484481288	-4.23176279691	-1.33226762955e-15	delta
57000	167.066659395	-2.80664270075	1.82901973699	-3.77475828373e-15	delta
58000	166.138090785	-3.56999538123	-8.60032749256	-1.7763568394e-15	alpha
59000	164.393239785	-2.75840367279	7.40343335872	0.0	zeta
60000	162.245424811
61000	157.470818684	-0.721362569545	-2.91017633873	-3.5527136788e-15	eta
62000	149.839339099	2.62868742249	-0.644442682351	-2.22044604925e-15	eta
63000	143.571598914	-6.97231169863	-4.49172357779	4.4408920985e-16	gamma
64000	144.081996983	-9.18519079295	-19.5075982819	-3.99680288865e-15	zeta
65000	144.229182294	-11.1946005728	7.5963827064	-8.881784197e-16	eta
66000	141.729905241	3.29918605255	2.26003283617	3.5527136788e-15	gamma
66000	141.729905241	0.307698250121	0.998931381359	0.0162289971886	gamma
67000	138.609586398	-2.47508866048	2.00263426285	4.21884749358e-15	zeta
68000	133.449444695	2.63771864087	0.543568367594	3.33066907388e-15	beta
69000	128.450769562	-5.15148525929	1.08888680307	-1.08801856413e-14	mu
70000	129.205927308	-4.09547862473	-5.77109586398	-3.5527136788e-15	beta
71000	130.746020451	4.77966068187	9.70969255633	-8.881784197e-16	alpha
72000	124.279963874	-11.2069596844	-1.31704792111	8.65973959208e-15	gamma
73000	120.744920655	7.79208785314	-1.97534223155	-3.10862446895e-15	epsilon
74000	117.682181139	-10.7632564903	0.756744068327	-1.33226762955e-15	gamma
75000	112.935240435	-0.373451197022	-0.566804676984	3.10862446895e-15	zeta
76000	109.991234829	-6.79003502763	3.4096743244	-3.10862446895e-15	eta
76000	109.991234829	-4.62532863994	5.11227197432	0.0190627835031	eta
77000	108.578519129	-12.2813735779	-3.76809658695	-3.33066907388e-15	gamma
78000	106.635494187	1.15945294412	-2.88667984398	3.5527136788e-15	alpha
78000	106.635494187	2.51844528123	-1.74076447998	0.006459446819	alpha
79000	106.629315377	-3.46887967411	-4.34900575079	-3.10862446895e-15	zeta
80000	99.771935038	7.8423524993	1.45929547774	1.7763568394e-15	beta
80000	99.771935038	7.45851500271	3.1259944741	0.0184534583281	beta
81000	97.3679237864	4.06264998045	-9.53255370723	-1.33226762955e-15	gamma
82000	97.2642419891	-3.59646108076	-1.35790046494	2.22044604925e-16	alpha
83000	94.4468721058	-4.15338500958	-10.3510304712	-4.21884749358e-15	alpha
84000	94.7239309547	3.54692645047	12.7179676286	-2.22044604925e-15	zeta
85000	93.5675726126	3.76679846903	4.91585084208	0.0	eta
86000	90.7077275569	-5.44121069885	-6.58626530611	7.32747196253e-15	zeta
87000	87.1812160912	-2.10104200032	-3.86098916298	-2.22044604925e-15	gamma
88000	83.5561617632	-0.159542022734	-0.395085606073	2.22044604925e-15	beta
89000	79.512251365	-2.27719303938	-1.44430659281	-7.54951656745e-15	beta
90000	78.1732797825	4.56320999173	0.25431684877	1.22124532709e-15	beta
90000	78.1732797825	4.61021589402	-0.189023053009	0.00316734976581	beta
91000	74.9901926483	-15.0508492864	-16.5841581856	-1.55431223448e-15	beta
92000	73.4350406891	1.3363769191	7.49241591247	-3.33066907388e-15	gamma
93000	70.5343055381	12.2175811445	7.87228944072	-3.99680288865e-15	delta
94000	66.8760845722	-8.68109729926	-7.16503870638	-5.21804821574e-15	eta
94000	66.8760845722	-10.4254685102	-7.90089068164	0.00633071089939	eta
95000	66.9779287125	3.5227298015	2.76502682673	-3.5527136788e-15	beta
96000	61.9609397732	3.5674988509	-3.88755767516	5.55111512313e-16	eta
97000	60.2459980798	-3.93751358692	-0.301207430302	0.0	zeta
98000	58.5408938543	-4.01835465861	1.40495861925	-8.881784197e-16	zeta
98000	58.5408938543	-5.21169025395	0.830435422861	0.0107120220568	zeta
99000	58.1390801968	-6.82520844761	-1.47498455212	-1.7763568394e-15	delta
100000	55.6110842555	-7.11823054295	-2.98291775513	-7.77156117238e-16	eta
100000	55.6110842555	-7.09870467224	-3.09257588828	0.00100202152444	eta
100000	55.6110842555	-6.80132691551	-2.40601267416	0.00435852967488	eta
101000	54.9475076025	4.27468859917	-5.51437157629	-5.55111512313e-16	gamma
102000	52.5285692277	0.631949954495	2.90916608893	-7.77156117238e-16	zeta
103000	52.4648035701	-7.07418217936	1.34652954389	-1.99840144433e-15	gamma
104000	51.1977007814	1.50691482745	-3.94307939985	-9.99200722163e-16	zeta
105000	49.7819802136	-2.9488525781	6.4719767695	0.0	delta
106000	48.8309983636	3.19833105843	15.0018285417	-1.11022302463e-15	gamma
106000	48.8309983636	4.47889876555	14.0999645941	0.0112487141283	gamma
107000	47.9176698031	-2.94260495962	-0.372660841606	8.881784197e-16	eta
108000	47.8374861883	-9.55830901797	9.69207247474	1.66533453694e-15	beta
109000	47.3783115532	-1.47693683248	2.72316335371	2.55351295664e-15	gamma
110000	46.8668426411	-0.335005973974	2.51325501462	8.881784197e-16	gamma
111000	45.283747035	1.1989448152	4.16106657689	7.77156117238e-16	gamma
112000	44.0580487823	-7.09059848223	-11.0698581142	3.21964677141e-15	gamma
112000	44.0580487823	-6.98786313914	-12.0843434188	0.00292708413627	gamma
113000	43.8891971691	-16.5731385804	-10.9783106523	1.11022302463e-15	gamma
114000	42.16939806	-5.0600790941	6.64569119027	1.7763568394e-15	gamma
115000	41.1718679093	5.74043828795	5.5254580742	-2.88657986403e-15	gamma
116000	39.8595614639	-1.05918958686	5.06756590343	2.55351295664e-15	eta
116000	39.8595614639	-1.99166207098	5.01361214724	0.0098450709579	gamma
117000	39.5550105084	4.99165720737	1.17149845395	-3.33066907388e-16	gamma
118000	38.5277147791	-2.5915261897	2.87079316565	1.11022302463e-16	eta
119000	37.548761607	-0.27927030207	3.35273698922	-7.77156117238e-16	gamma
120000	36.7029623497	-0.399668351451	5.31316427127	8.881784197e-16	gamma
120000	36.7029623497	2.00759956939	5.78289938895	0.0120515966227	gamma
121000	35.9864327568	-1.91901627757	3.65828776029	-1.11022302463e-16	delta
122000	35.5256875392	1.49267146962	6.23396070638	5.55111512313e-17	gamma
123000	35.1998448995	-8.92814806434	-2.29252191915	0.0	delta
123000	35.1998448995	-9.01426194067	-0.613652204839	0.0172263429339	delta
124000	34.3510768537	0.0867181670791	10.1806536366	-8.881784197e-16	zeta
125000	33.0108373667	-8.51792985479	2.63163288817	-1.11022302463e-16	gamma
126000	31.4828036519	-2.3582798688	3.53657199048	4.4408920985e-16	gamma
127000	31.292490244	-2.34291618823	4.17887223669	-7.21644966006e-16	eta
128000	31.3983922762	-9.302729073	6.72702514108	-3.33066907388e-16	eta
129000	30.2899307629	1.77939351544	2.60752477865	4.4408920985e-16	gamma
129000	30.2899307629	2.89150291086	3.01379396345	0.0158703840576	gamma
130000	29.3454833714	-2.97288896813	3.40087210301	-8.881784197e-16	gamma
130000	29.3454833714	-3.67100046308	3.78321473405	0.00460030693577	gamma
131000	28.8030156967	3.53499184102	0.376635742002	5.55111512313e-16	eta
131000	28.8030156967	3.30725064291	-0.134003126046	0.00277429459214	eta
132000	28.0743601779	-0.0318258482787	6.55449636843	-1.66533453694e-16	eta
133000	28.7295797164	3.15231536132	5.21196824953	2.77555756156e-16	zeta
134000	27.96389183	0.755732640788	3.64472131426	8.881784197e-16	gamma
135000	28.0270002027	-3.01589924098	-5.86087036559	1.7763568394e-15	gamma
136000	27.2316572987	-8.49903426557	-3.28440829065	-7.21644966006e-16	zeta
137000	27.5193060381	2.4562812523	7.46078862972	4.4408920985e-16	gamma
138000	27.0842591986	0.585951710446	2.46229031999	4.4408920985e-16	gamma
139000	26.7292787177	5.66725782643	7.79201808548	4.4408920985e-16	zeta
140000	26.0361067181	6.16725829243	10.7564945936	0.0	gamma
141000	25.722924682	4.7661420084	6.03495344271	-3.33066907388e-16	gamma
141000	25.722924682	0.345800704511	4.68493467428	0.0162469733018	gamma
142000	25.338008693	4.66052273604	6.63049856158	-1.44328993201e-15	delta
143000	24.2727380609	3.66755822828	7.27584097392	1.44328993201e-15	gamma
144000	23.43943795	-1.82969605447	-0.326788278618	1.72084568817e-15	delta
145000	23.1237746318	0.325337139847	1.1668730043	5.55111512313e-17	gamma
146000	22.2379545085	-8.78569576009	-1.66102718863	1.66533453694e-16	gamma
147000	22.0561888728	-0.896863769322	-0.177331478054	3.88578058619e-16	eta
147000	22.0561888728	-1.51265601401	0.479996390958	0.0115363323623	gamma
148000	21.8461440936	0.149845030685	-3.32070450134	-9.43689570931e-16	gamma
148000	21.8461440936	-2.14374841292	-2.32788310431	0.00835425494006	gamma
149000	21.8440552205	-0.297603003699	4.70639215171	5.55111512313e-16	mu
150000	21.881785245	-2.32605495165	4.37455515219	9.99200722163e-16	mu
151000	21.1473886868	-5.46742123775	-0.30297734973	1.33226762955e-15	gamma
152000	20.6056491861	-7.80368073302	-1.70686744724	9.43689570931e-16	gamma
153000	20.1054607082	-8.21108053244	-9.06279805676	-5.55111512313e-17	gamma
154000	19.6545784824	-1.2881310052	-2.80556334529	6.10622663544e-16	eta
155000	18.9830571808	7.0558396664	-0.682395900084	1.16573417586e-15	gamma
156000	18.3077547191	0.498684334434	2.28393019945	-1.88737914186e-15	eta
157000	17.7003445906	-4.84667898492	1.80403564716	-9.99200722163e-16	epsilon
158000	17.3978472241	-6.44386938905	2.72847147472	1.94289029309e-16	epsilon
159000	16.911851897	0.628195669438	-0.476780413783	5.55111512313e-17	delta
159000	16.911851897	-1.28414256763	-0.53644542878	0.00247403227875	delta
160000	16.7591802434	-3.82953232371	5.60149851178	0.0	delta
160000	16.7591802434	-2.34580684409	2.7912050153	0.00214969465076	delta
160000	16.7591802434	-4.4125255442	4.91001560478	0.00224049748562	delta
161000	16.4012798592	3.12949415861	5.6286832296	-4.4408920985e-16	delta
161000	16.4012798592	2.32636746988	4.44450317193	0.00139771933141	delta
161000	16.4012798592	0.797146160829	5.02598156095	0.00867753985698	delta
161000	16.4012798592	2.64437778152	4.60875819337	0.00578138981237	delta
162000	15.7555219306	2.48369763986	8.15662543123	6.66133814775e-16	delta
162000	15.7555219306	1.39864392359	6.5866118925	0.00291745146822	delta
162000	15.7555219306	3.68902872379	7.25671898483	0.0105166518333	delta
163000	15.4655662084	-1.10961961792	4.57087527201	-2.22044604925e-16	delta
163000	15.4655662084	-0.698765602857	5.48918212651	0.0100312548898	delta
164000	15.5995208369	-4.771207925	-1.83383778238	-2.77555756156e-17	delta
164000	15.5995208369	-1.82515282995	-0.935154228566	0.00122959425347	delta
165000	15.0225143064	-0.770591621164	6.0704386932	-5.55111512313e-17	delta
166000	14.7315031667	0.96464895045	6.42368388487	-4.99600361081e-16	delta
166000	14.7315031667	1.89405024955	6.92277759203	0.00924615615123	delta
166000	14.7315031667	2.86878067033	8.48748887298	0.0164151647594	delta
167000	14.5309656528	-2.69175317977	5.14429925198	-2.22044604925e-16	mu
167000	14.5309656528	-4.83641898873	2.13371710057	0.0114242903273	mu
168000	14.0948131459	-8.22200461403	-6.1623599769	-5.55111512313e-17	delta
168000	14.0948131459	-2.56730003282	-1.93255475399	0.0157006677848	delta
169000	13.7683881962	-4.86834133806	-0.167368247918	2.77555756156e-17	alpha
169000	13.7683881962	-2.33972875178	-1.23223499713	0.00740708172853	alpha
169000	13.7683881962	-0.430939299217	2.28667016439	0.0145094389599	alpha
170000	13.755986269	2.02563517353	3.82716096299	6.38378239159e-16	delta
170000	13.755986269	1.29838229442	1.45006447457	0.00239633220427	delta
171000	14.0859625409	-0.197490628913	4.41552826232	8.881784197e-16	mu
171000	14.0859625409	-1.77465343369	0.970494227549	0.00192932603127	mu
172000	13.6675455089	-7.1088780435	-8.7813166705	1.66533453694e-16	mu
173000	13.7192154232	1.29710493883	5.46516055455	-2.49800180541e-16	zeta
173000	13.7192154232	1.94740553141	2.61205293416	0.0126949186401	zeta
174000	13.6787884961	3.90038467244	6.1362092398	4.16333634234e-16	mu
175000	13.2692294459	0.106236234582	6.45300658997	-3.05311331772e-16	mu
176000	13.0636454741	0.370347445283	1.64411639954	9.15933995316e-16	mu
176000	13.0636454741	0.184799522397	-0.879481889898	0.00098975293507	mu
176000	13.0636454741	-1.27500045931	-2.25948948982	0.00191740528325	mu
176000	13.0636454741	-4.63849922587	0.41330039856	0.0181950603817	mu
177000	13.0323456519	-0.608841028489	5.55825775432	-1.08246744901e-15	gamma
177000	13.0323456519	2.26174997237	5.4435899302	0.015478482456	gamma
177000	13.0323456519	1.95042853199	5.48238602687	0.0164061348042	gamma
178000	12.9907145494	2.51635505042	11.9251841975	-1.05471187339e-15	gamma
178000	12.9907145494	2.68756243805	10.5612302683	0.0147383047448	gamma
179000	12.5676036695	-1.04386115589	-0.144257109996	-4.4408920985e-16	epsilon
179000	12.5676036695	2.24998201693	3.94881631813	0.00761704346654	epsilon
180000	12.5140623157	-5.48153003336	-3.10287924156	1.94289029309e-16	delta
181000	12.3166718313	-2.7698344759	-0.277785649439	5.27355936697e-16	gamma
181000	12.3166718313	-1.99590886617	-1.62787160632	0.00829645648302	gamma
181000	12.3166718313	-1.67387470606	2.15371289987	0.0114145080979	gamma
182000	12.1243668984	2.6110648404	5.04819521583	4.4408920985e-16	delta
182000	12.1243668984	3.97534082414	3.70321079882	0.000773872264569	delta
183000	11.5585788066	-6.27777289751	2.30842899288	-7.21644966006e-16	beta
184000	11.8025490407	4.94685918875	4.74971516925	-2.49800180541e-16	gamma
184000	11.8025490407	4.81691161756	2.48343334294	0.00703618821898	gamma
184000	11.8025490407	4.1917910601	6.23217408803	0.0027223258748	gamma
185000	11.7046634209	2.82924144053	6.30643772651	-6.38378239159e-16	gamma
185000	11.7046634209	0.52894541952	7.44442932028	0.00414863085775	gamma
186000	11.7739119615	-3.4785005622	1.96210576621	4.4408920985e-16	gamma
186000	11.7739119615	0.309588317354	2.07665376523	0.0195850411621	gamma
187000	11.6170051333	-1.81493926613	3.78122650586	3.88578058619e-16	gamma
188000	11.6962937335	1.1186478762	7.80746339404	6.66133814775e-16	gamma
188000	11.6962937335	0.943550516443	8.47606796557	0.000520981229503	gamma
189000	11.5706110787	-0.756726006611	1.05967760169	5.55111512313e-17	epsilon
189000	11.5706110787	1.29489012896	3.42093308821	0.00160071745967	epsilon
190000	11.4886402239	-1.76603071325	0.942924274256	-4.4408920985e-16	epsilon
190000	11.4886402239	-5.13326197861	-1.77073106218	0.00853609544728	epsilon
191000	11.1639014774	4.44798344283	7.8821119408	-4.99600361081e-16	epsilon
192000	10.8267660166	2.06252886649	7.8989806229	4.71844785466e-16	gamma
192000	10.8267660166	-0.0561824056876	5.98515841884	0.00048464909632	gamma
193000	10.7794222451	0.618692165473	-0.253377996809	1.52655665886e-16	epsilon
193000	10.7794222451	-1.09692210577	-1.50047824543	0.00806574633476	epsilon
193000	10.7794222451	0.635699523963	2.48108230928	0.0133766491322	epsilon
194000	10.5868672841	2.17244870512	2.90445505364	3.05311331772e-16	delta
195000	10.3740431389	-2.57994945445	7.06433310734	1.66533453694e-16	delta
195000	10.3740431389	2.07602195845	1.90165386473	0.0132515319278	delta
196000	10.4355406591	0.0965928469837	7.14656647496	2.63677968348e-16	delta
197000	10.1677420194	-0.445936364171	2.3802274012	-1.2490009027e-16	epsilon
197000	10.1677420194	2.25274089813	3.0461621774	0.00109856486078	epsilon
197000	10.1677420194	0.258876138415	3.82982792087	0.0169077149876	epsilon
198000	9.7622388283	-4.08820721229	1.66395649197	-7.91033905045e-16	mu
198000	9.7622388283	-5.15602957728	0.598745946275	0.0120568693566	mu
199000	9.56361335549	-5.88677988314	2.39176745928	4.4408920985e-16	delta
199000	9.56361335549	-2.88840253974	2.16704878076	0.0150601793549	delta
200000	9.75816369136	-1.33095910952	5.6900468307	0.0	delta
200000	9.75816369136	-0.158407175128	1.87059312776	0.00629171257699	delta
201000	9.83464555046	-1.05062770079	9.25197755897	-4.4408920985e-16	epsilon
202000	9.79360706974	-4.26819420172	3.70141127746	-7.21644966006e-16	delta
203000	9.66487416198	-3.6058195865	6.30235022496	-3.88578058619e-16	zeta
203000	9.66487416198	-0.261208870464	4.70610224949	0.00436731324473	zeta
204000	9.83313369695	-2.46966343329	3.27795083301	-2.22044604925e-16	zeta
204000	9.83313369695	-1.53271796298	3.3448030885	0.00122939805046	zeta
204000	9.83313369695	-1.11144348764	2.75356929407	0.0057929424187	zeta
205000	9.88892784578	-3.49229028008	1.55064332391	-6.66133814775e-16	gamma
206000	9.79503937945	1.95931085657	11.2815919909	0.0	delta
206000	9.79503937945	1.09719705722	12.1599792828	0.00816775395882	delta
206000	9.79503937945	-0.30229362513	6.86739523696	0.0143348457276	delta
207000	9.63287564663	2.67974625855	8.43956373645	1.94289029309e-16	delta
207000	9.63287564663	2.79700676523	4.32112343778	0.00748360484823	delta
208000	9.52229355456	-2.06647410153	9.12093831791	8.32667268469e-17	delta
208000	9.52229355456	-1.44399700901	4.37638794616	0.00647731633613	delta
209000	9.54190601199	-5.10975537686	6.30262759013	2.22044604925e-16	delta
209000	9.54190601199	-2.84384927967	0.824286880535	0.0135668070483	delta
210000	9.46056312616	0.875526977017	4.03882173028	2.22044604925e-16	delta
210000	9.46056312616	2.51855127079	0.70650873182	0.0145249233295	delta
210000	9.46056312616	-2.79813066237	1.75004969184	0.0127010441872	delta
210000	9.46056312616	-2.83325867831	2.67033766585	0.0197333231873	delta
211000	9.30286222689	-2.95973709265	3.79866395207	-5.55111512313e-16	gamma
212000	9.19681214619	-2.97785574486	3.57654544344	4.16333634234e-16	gamma
213000	9.31563959303	2.63513616055	2.99710586678	-8.32667268469e-17	mu
214000	9.47951269782	-2.04197935827	4.6723687297	1.80411241502e-16	gamma
215000	9.54701307123	-2.35512889687	4.66179214309	-5.55111512313e-17	gamma
216000	9.4722308017	2.88259360391	6.53893396564	4.57966997658e-16	gamma
217000	9.42985493923	-3.49010713201	1.13961817833	2.63677968348e-16	gamma
218000	9.34618902716	-1.4492708217	4.84734595135	8.32667268469e-17	gamma
218000	9.34618902716	0.354634447676	3.32537326956	0.00159050239047	gamma
219000	9.39136367328	2.8815605798	6.83405819868	1.11022302463e-16	epsilon
219000	9.39136367328	3.62444160628	3.45240137013	9.31058448845e-05	epsilon
220000	9.34583296657	2.16324586311	1.25291430583	2.49800180541e-16	epsilon
220000	9.34583296657	1.31753923383	0.370749705746	0.00537233437441	epsilon
220000	9.34583296657	1.82740078892	-0.859279709704	0.00983727943315	epsilon
221000	9.42420394638	-2.1159105815	7.56488019786	2.77555756156e-17	gamma
221000	9.42420394638	-1.97509035132	3.20027134338	0.0064125174071	gamma
221000	9.42420394638	0.859765556808	4.82489569599	0.0108774624658	gamma
222000	9.08920759184	0.665142564751	6.9278835554	2.77555756156e-17	zeta
222000	9.08920759184	1.80858206046	7.20080824646	0.0121481140695	zeta
222000	9.08920759184	2.57662653522	7.49704995535	0.0166130591282	gamma
223000	9.05809236831	-1.88336303992	-0.756504029515	5.55111512313e-16	gamma
223000	9.05809236831	0.42803732511	0.495786114073	4.7018515257e-05	gamma
224000	9.10160174998	1.31668154596	0.779473058936	4.16333634234e-16	gamma
224000	9.10160174998	-3.19849279297	-2.45306977014	0.0191063935656	zeta
224000	9.10160174998	5.0702323695	1.77233328173	0.00173916577527	gamma
225000	9.04284028179	0.369846300346	4.42674028577	-1.38777878078e-17	epsilon
225000	9.04284028179	1.68547595737	3.53134039946	0.000906534124953	epsilon
226000	8.6828201666	2.69535847835	3.30097693344	-2.49800180541e-16	zeta
226000	8.6828201666	4.0045147207	2.63355169027	0.00329646505079	zeta
226000	8.6828201666	1.89206691145	4.84946888292	0.0127920880824	zeta
227000	8.55351735153	4.27508196246	8.56311993356	-1.38777878078e-16	epsilon
227000	8.55351735153	1.58807162817	3.99556796296	0.0156140396049	epsilon
228000	8.53667955977	-1.35298627296	6.02727418722	8.32667268469e-17	epsilon
228000	8.53667955977	-4.5106625718	1.28104178746	0.0197649903195	epsilon
229000	8.41425660173	-1.76234438684	6.26414779674	4.16333634234e-17	epsilon
229000	8.41425660173	-0.704565698176	7.0476563342	0.0137238537714	epsilon
229000	8.41425660173	-0.0852401111281	5.90817909068	0.00801056446499	epsilon
230000	8.35775065597	-0.634807427913	8.56000348503	0.0	gamma
230000	8.35775065597	-1.01982950996	7.64928999653	0.00782188452801	gamma
230000	8.35775065597	-0.778230424388	7.75055294647	0.0135351738344	epsilon
231000	8.28527496812	-7.5403393691	-0.501352016014	-4.4408920985e-16	epsilon
231000	8.28527496812	-6.8634629449	-0.230754955284	0.0097626300842	epsilon
231000	8.28527496812	-3.98294964168	0.39819819044	0.0137782057024	epsilon
231000	8.28527496812	-5.6886917659	1.63031634445	0.0156349832522	epsilon
232000	8.38072042394	-2.89030430987	3.11473540085	-6.93889390391e-17	delta
232000	8.38072042394	2.99922902101	2.37052165851	0.0155380442467	delta
233000	8.39653941006	2.50205818364	4.05138775772	-2.22044604925e-16	epsilon
233000	8.39653941006	3.20865194853	1.23475810622	0.00389136575758	epsilon
234000	8.3007157886	-0.810566880507	3.87671009548	-1.38777878078e-16	mu
234000	8.3007157886	-2.5425320248	1.06660863261	0.00434758580174	mu
235000	8.09170455061	4.6211412697	4.50331884609	-4.4408920985e-16	zeta
236000	7.89236690735	0.385903349826	-3.18000016052	-3.05311331772e-16	epsilon
236000	7.89236690735	-1.40373086655	0.876442575283	0.00119227733346	epsilon
237000	7.911643002	0.0301328422831	2.91531271236	2.77555756156e-17	epsilon
237000	7.911643002	-1.06262344539	5.25186014512	0.008443695102	epsilon
238000	7.98569878177	0.089115728619	2.79002470098	3.33066907388e-16	beta
238000	7.98569878177	-3.58590187708	1.06305037752	0.00316456516595	epsilon
238000	7.98569878177	-2.8716435299	4.69460131312	0.00667011252725	epsilon
238000	7.98569878177	-1.5629055355	6.01353480489	0.0184992269986	epsilon
239000	8.07486634691	2.61068131813	5.92527488815	1.38777878078e-16	epsilon
239000	8.07486634691	0.269190944505	6.20171911605	0.00562282430533	epsilon
239000	8.07486634691	-1.25550828044	6.46905963157	0.00646890797328	epsilon
239000	8.07486634691	-3.99742052821	3.87636670901	0.0113869836294	epsilon
240000	8.102202433	-2.57103422879	-4.21169476068	-3.1918911958e-16	zeta
240000	8.102202433	-0.82368998874	-1.01299184502	8.0825334422e-06	zeta
240000	8.102202433	-2.04522453265	0.207126068149	0.0149543645681	mu
240000	8.102202433	-1.31341439829	-0.932471774738	0.0189454341483	zeta
241000	8.10911476067	-0.37785102358	3.27451927896	-1.38777878078e-17	zeta
242000	7.97315072863	0.563331686813	5.77445850032	3.60822483003e-16	epsilon
243000	8.05886569636	-1.88446942162	1.01040811694	-9.71445146547e-17	mu
243000	8.05886569636	-6.54880878591	2.68511875496	0.0148392820518	mu
244000	7.82090481776	-0.602749241391	0.993206639148	9.71445146547e-17	mu
244000	7.82090481776	-4.66947040485	1.73964745087	0.0110210445875	mu
245000	7.83250270124	-9.57056977581	-2.24964037255	-2.77555756156e-17	gamma
245000	7.83250270124	-1.11533733525	-2.26130251766	0.00805442554961	gamma
246000	7.78039007008	-7.86375699631	-1.35334644625	1.94289029309e-16	epsilon
246000	7.78039007008	-7.86844778557	-1.69763501836	0.00104869404445	epsilon
246000	7.78039007008	-0.930330667583	-2.93068166845	0.0164641530829	epsilon
247000	7.84633279539	0.315834047786	4.41512465274	4.16333634234e-16	zeta
248000	7.5093333307	-4.67663167464	2.01864583577	-2.77555756156e-17	eta
249000	7.49772133084	3.84421729866	4.41877989372	0.0	mu
249000	7.49772133084	-0.071859890584	1.34954169504	0.00533384894324	mu
249000	7.49772133084	-0.459926661382	1.95876459794	0.00907449952475	mu
249000	7.49772133084	1.57955119919	3.33741913596	0.0114027329934	mu
250000	7.18312429846	1.49034727721	4.19636819909	9.71445146547e-17	mu
250000	7.18312429846	1.52611543262	6.26417898245	0.0137875270229	mu
250000	7.18312429846	0.091267475687	2.24758297939	0.00415597566779	mu
250000	7.18312429846	2.73015560337	-0.624029901697	0.00471302749813	mu
251000	7.11276725694	-3.15453046173	-0.171447224464	0.0	mu
251000	7.11276725694	-1.21494105373	-1.19727719941	0.00831155777851	mu
251000	7.11276725694	-5.88863925757	1.44684332706	0.00704089293464	mu
252000	7.15251930191	1.23043774376	1.37871141549	-4.30211422042e-16	eta
