state	treeLength	tsliceX	tsliceY	tsliceZ	sliceg
10000	590.810857559	13.6042989898	-5.23260940592	1.7763568394e-15	zeta
11000	559.385631874
12000	547.394694086	-24.0610138724	13.918803632	-2.6645352591e-14	epsilon
13000	534.7267256	-13.3935073577	-18.3990430579	-1.42108547152e-14	mu
14000	473.047622647	-13.4974216097	-2.19758417686	2.84217094304e-14	eta
14000	473.047622647	-15.7087340867	-2.58443490878	0.398919141484	delta
15000	475.06335479	15.6128645172	12.1175749831	-5.86197757002e-14	gamma
16000	457.739138319	-0.50066502087	3.79653758121	-3.01980662698e-14	beta
16000	457.739138319	1.42263458509	1.16097880998	0.184819586073	beta
17000	439.724412852	-6.55552257524	7.81885473114	-1.59872115546e-14	gamma
18000	427.512056951	17.4112924858	23.8152638869	0.0	beta
19000	414.262287085	2.27634002986	1.84222609963	0.420394613489	alpha
20000	398.202309163	19.9647895	-6.13605912953	1.7763568394e-15	mu
21000	389.766362189	4.08091931468	3.63217867972	7.1054273576e-15	zeta
22000	385.045367157	-7.52035732292	16.0982998678	-7.1054273576e-15	zeta
23000	382.973233018	-9.89931246446	5.25263198482	7.1054273576e-15	epsilon
24000	373.039272316	16.7227914155	-1.95553093561	0.0	mu
25000	367.270453593	-18.9980181067	24.2071830174	-5.3290705182e-15	eta
25000	367.270453593	-18.4173090557	12.5464056841	0.320833948204	eta
26000	358.600487394	-20.6560440279	5.40474719895	1.59872115546e-14	zeta
26000	358.600487394	-18.3690615725	2.09024232834	0.368052365446	zeta
27000	355.268595228	2.31189726511	-1.8243934885	-5.3290705182e-15	beta
27000	355.268595228	0.611256329891	-2.26504976026	0.00540696150876	beta
28000	346.796439336	3.50099586411	-4.870788585	1.42108547152e-14	alpha
28000	346.796439336	0.586824963843	-7.37997995972	0.0418130252279	alpha
29000	345.415991769	-3.85509724944	-2.12668196594	-1.7763568394e-15	gamma
29000	345.415991769	-0.217006662334	0.181291824061	0.0772527422465	gamma
29000	345.415991769	-9.47179201976	-0.141672404914	0.34448640931	gamma
30000	341.681398466	0.714478155533	7.31216697219	-5.3290705182e-15	beta
30000	341.681398466	1.35957308094	3.99164849075	0.364665918931	delta
31000	336.152662694	9.51421540218	-8.28074675592	5.3290705182e-15	mu
31000	336.152662694	3.93658581502	-16.1999509317	0.474905902664	mu
32000	323.498566884	6.02170022879	7.62255079124	5.3290705182e-15	zeta
32000	323.498566884	4.77574168659	9.57159639191	0.149871135869	beta
33000	314.593307235	-8.95198618872	-3.26002800429	-1.42108547152e-14	mu
33000	314.593307235	-8.11816606808	1.80146028692	0.210387641836	mu
34000	306.626770008	-4.69042174563	-0.284494028419	6.2172489379e-15	delta
34000	306.626770008	-2.94421008472	1.07920085102	0.207389712806	delta
35000	292.929525941	-1.36125395377	17.9023223481	7.9936057773e-15	zeta
35000	292.929525941	-0.903432291945	14.4741150036	0.123201824038	mu
36000	293.473726411	-3.08669042796	-8.52364931622	-1.50990331349e-14	gamma
36000	293.473726411	-2.03353072877	-7.57843679076	0.257447452781	gamma
37000	285.646559312	-8.20095847323	-1.19299503782	-1.59872115546e-14	zeta
38000	275.801418399	-6.65523911939	-0.764580321711	-9.32587340685e-15	eta
39000	274.32241615	3.59909060706	-11.7233586031	3.99680288865e-15	zeta
39000	274.32241615	-1.10573227794	-1.38491121622	0.359134480841	beta
40000	260.279241521	0.0800716619628	4.83141247838	3.50830475782e-14	delta
40000	260.279241521	1.45314842992	3.78041782673	0.229810706584	delta
41000	256.223036774	-2.25437283989	2.58704995251	1.02140518266e-14	alpha
42000	242.555402087	4.55895414111	-6.10711355181	1.42108547152e-14	eta
43000	227.050082172	-0.87246466846	1.50100171704	-7.1054273576e-15	alpha
44000	218.457275431	-6.47509014247	-6.95765299123	-2.6645352591e-15	gamma
44000	218.457275431	-8.57588738409	-5.57063794001	0.29235723357	gamma
44000	218.457275431	-6.1713222972	-8.21289278783	0.490372846465	gamma
45000	216.396371947	-5.11320940672	-0.580561728791	4.4408920985e-16	zeta
45000	216.396371947	-0.566253787241	5.38339032961	0.169301052445	zeta
45000	216.396371947	-1.85655528884	11.8830444418	0.423032338851	zeta
46000	211.669934614	0.838140777366	-1.80897872545	3.5527136788e-15	alpha
46000	211.669934614	-4.96080281075	-3.55825597144	0.162355910015	alpha
47000	205.892922735	-3.97741051039	-2.5967831316	-3.99680288865e-15	gamma
47000	205.892922735	-5.73079638743	-5.92030871061	0.220593412159	gamma
48000	202.03546722	6.71091156221	4.18513604949	-3.5527136788e-15	eta
48000	202.03546722	4.15852689605	4.8314932499	0.361525847865	eta
49000	200.64566044	-5.65561529207	-5.01881783154	3.10862446895e-15	beta
49000	200.64566044	-1.23952695094	-6.3903824834	0.00601638307074	beta
49000	200.64566044	-5.67122106235	-4.46866581674	0.301235309853	beta
50000	198.368926644	-10.1401482513	-13.3186503471	-1.68753899743e-14	gamma
50000	198.368926644	-3.68973539534	-7.32408385808	0.261677268651	gamma
51000	200.979009054	1.68588772685	-2.80521591975	-7.9936057773e-15	epsilon
52000	198.8596895	-10.2284103722	-1.84247830137	3.5527136788e-15	gamma
52000	198.8596895	-9.61954677084	-8.08691691427	0.309589983931	gamma
53000	192.4537342	7.75021011114	0.498542165639	3.5527136788e-15	zeta
53000	192.4537342	4.11725889083	2.06803827978	0.418889108894	zeta
54000	181.393390331	-11.1348644844	-14.2121375011	-3.5527136788e-15	beta
54000	181.393390331	-8.17996830579	-12.4343515479	0.431183556966	beta
