# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Apr 24 09:42:32 PDT 2020 [seed=1587746503633]
# -window -working -options
state	posterior	prior	likelihood	treeModel.rootHeight	exponential.popSize	exponential.growthRate	clock.rate	meanRate	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	treeLikelihood	branchRates	location.traitLikelihood	coalescent
100000	-2559.9983931798342	-446.52644908725983	-2113.471944092574	0.2288802067920471	2.694866760255184	18.356427928521022	1.0	1.0	2.2757830934538943E-4	-9.836207551591414E-5	-9.836207551591414E-5	1.9096088827216681E-4	0.47183487462361706	5652.49676683489	2911.545494281782	2911.545494281782	6736.382876179045	24769.927612403448	-507.0391431516307	0.0	-1606.4328009409435	-421.55307157694375
110000	-2463.4256160651034	-426.5462444997587	-2036.8793715653446	0.2203629181809378	2.8682443808092146	22.415461554350852	1.0	1.0	2.0664758322969402E-4	-9.940081063760652E-5	-9.940081063760652E-5	2.1898510698108156E-4	0.46726953949979116	6190.87789267305	2810.1375914267164	2810.1375914267164	5842.0865794382535	26047.362095912933	-453.30506346866935	0.0	-1583.5743080966754	-395.79287183940147
120000	-2406.981080886427	-404.55325002174953	-2002.4278308646776	0.24078470658361845	1.9988037132548229	16.08255152974723	1.0	1.0	2.2477357377793263E-4	-7.75250524966525E-5	-7.75250524966525E-5	2.362733257584679E-4	0.33640473224687295	5016.646093582276	1646.0417210179053	1646.0417210179053	4772.478938169686	25364.93344283974	-448.1415136941945	0.0	-1554.286317170483	-380.817630818557
130000	-2337.492205819443	-385.2778505586064	-1952.2143552608366	0.21869219634183057	2.100122464090304	16.924035123645808	1.0	1.0	2.411814770545104E-4	-1.3650760325562925E-4	-1.3650760325562925E-4	2.64491951289446E-4	0.5404787655501065	5857.26331485054	3023.006835744397	3023.006835744397	5341.045014360029	28266.61747756492	-411.21757501110807	0.0	-1540.9967802497285	-363.26464286071445
140000	-2262.1141957535897	-351.64227844932515	-1910.4719173042647	0.19782833209477982	1.737172115478405	14.573747055330937	1.0	1.0	3.3182682323969307E-4	-1.636004438856343E-4	-1.636004438856343E-4	4.0522900881933925E-4	0.4461475057663031	3762.5458589718937	1519.0279058779963	1519.0279058779963	3081.0075599324205	27213.29463048668	-407.1118104122086	0.0	-1503.3601068920561	-333.2293331308131
150000	-2281.557551698863	-363.05641526388223	-1918.5011364349807	0.2948354759862823	1.6904213284875964	12.200997119577814	1.0	1.0	2.941021617473081E-4	-1.417876697115069E-4	-1.417876697115069E-4	2.3923813296935467E-4	0.5345325474000165	4760.322327080375	2821.26850538013	2821.26850538013	5851.9980474335625	25661.698984268507	-404.65855666268567	0.0	-1513.842579772295	-344.5257114460355
160000	-2231.179627323451	-339.24680226115663	-1891.9328250622943	0.3155465282642811	1.3770479225399412	8.238334080606295	1.0	1.0	2.822244848262043E-4	-1.1619522800428149E-4	-1.1619522800428149E-4	2.5801658176971516E-4	0.4305931724710041	4349.771993837049	1958.8770036556555	1958.8770036556555	4757.880875918977	25065.05407410046	-392.3557623487889	0.0	-1499.5770627135055	-324.8490010777117
170000	-2215.8372130239577	-347.94928115885654	-1867.8879318651013	0.4164055011916422	1.5232019558034386	9.481083721852983	1.0	1.0	2.559402003338747E-4	-1.1405453417872448E-4	-1.1405453417872448E-4	2.6193881767781437E-4	0.44049742182479246	4847.8248107357485	2110.860869993763	2110.860869993763	4736.80558018463	25863.263297559864	-386.6136051487318	0.0	-1481.2743267163696	-329.92378062975496
180000	-2188.1779063465606	-335.71992102089484	-1852.4579853256657	0.29691178043877614	1.5461621808455195	10.945919836525903	1.0	1.0	2.7489962994933705E-4	-1.3015031628612828E-4	-1.3015031628612828E-4	2.630745209097754E-4	0.4839703503876652	4750.353895466621	2350.132805822203	2350.1328058222025	4963.880665737409	27068.72827263977	-371.2074006295789	0.0	-1481.250584696087	-317.6110971512849
190000	-2132.8051414603456	-314.31903871026867	-1818.486102750077	0.32415666959827677	1.389287303731672	10.976412968437565	1.0	1.0	2.943324045567463E-4	-1.598778453734717E-4	-1.598778453734717E-4	3.525344535746773E-4	0.4963276428727169	4508.033204178128	2044.4374393704293	2044.4374393704293	3763.774687418838	26015.04304985677	-363.780274125987	0.0	-1454.70582862409	-296.03478695304955
200000	-2060.1474532534567	-293.26235858529475	-1766.8850946681619	0.6075395483635396	1.057787137159867	5.068575876054505	1.0	1.0	2.3503764897974525E-4	-8.787215761309959E-5	-8.787215761309959E-5	2.9757183518316064E-4	0.33226658002488313	4782.64690465884	1412.302687703311	1412.302687703311	3777.582255657244	24784.20555370357	-344.59855016563	0.0	-1422.2865445025318	-281.073008881104
210000	-2018.1482707930752	-258.4753441056457	-1759.6729266874295	0.46297074239906094	1.0775043004291993	2.219402682965372	1.0	1.0	2.4133973263489606E-4	-9.899334613212847E-5	-9.899334613212847E-5	2.640827577141047E-4	0.3921223235794373	4896.40779078133	1835.4541410901745	1835.4541410901747	4474.725110141008	25232.62357332492	-336.57723751133796	0.0	-1423.0956891760916	-249.6181276451554
220000	-2014.9979079045193	-249.65472067409706	-1765.3431872304222	0.3344679157080893	0.9684119816176644	3.968557922387363	1.0	1.0	2.9266076457518954E-4	-1.4849796503824797E-4	-1.4849796503824797E-4	3.1312888107112006E-4	0.49054255389657114	4499.69630945693	2133.932018531064	2133.932018531064	4205.56723409593	30621.54054670331	-341.60605452608297	0.0	-1423.7371327043393	-240.6557552957896
230000	-1982.0066300025444	-249.7975453338017	-1732.2090846687427	0.4290386376185519	0.967884981985321	4.059260958902751	1.0	1.0	3.0100508312537065E-4	-1.315051415462411E-4	-1.315051415462411E-4	2.9508414744394793E-4	0.44124813093390636	4125.4224189101	1838.5069609334444	1838.506960933444	4208.200030017473	28094.378317856113	-335.2302769668201	0.0	-1396.9788077019225	-240.68046775699807
240000	-1932.9510060170746	-234.70453805840347	-1698.2464679586712	0.36197056494888574	0.9209645880350993	7.316627752480982	1.0	1.0	3.094799446226751E-4	-1.5036442017570074E-4	-1.5036442017570074E-4	3.5020249601655675E-4	0.45674017097613323	4082.985150628816	1753.0877185160684	1753.0877185160684	3608.2039182612525	27529.151999375747	-318.0028471630109	0.0	-1380.2436207956603	-220.89534763628785
250000	-1914.21194618652	-235.2475840651374	-1678.9643621213827	0.47434786966914466	0.8731078654343302	6.92827978503434	1.0	1.0	3.1905865298642995E-4	-1.3674081389136226E-4	-1.3674081389136226E-4	3.0851720285004835E-4	0.4358361045568184	3869.183380880446	1714.897191174382	1714.8971911743818	4001.386069421907	27797.430393247345	-303.47979043030557	0.0	-1375.4845716910772	-221.94911802302008
260000	-1874.876556920529	-213.81078032511746	-1661.0657765954115	0.2694845562418925	0.8992207872646032	13.09025522852676	1.0	1.0	3.4050740649213047E-4	-9.492605307054815E-5	-9.492605307054815E-5	3.091900192091032E-4	0.29255626927833384	3211.6785887717615	986.0343258917052	986.0343258917052	3536.98463341853	31331.913396664015	-296.4933960569273	0.0	-1364.5723805384844	-190.65862975117054
270000	-1920.7864782911847	-218.66227188955128	-1702.1242064016335	0.28018496772039586	0.8541376341069364	9.506247890698253	1.0	1.0	3.068006255180934E-4	-1.5930049682695E-4	-1.5930049682695E-4	3.465871579267335E-4	0.4885204815446906	4281.152486628253	1967.7293359380092	1967.7293359380092	3789.69685054963	32809.3228060034	-308.15343848970633	0.0	-1393.9707679119272	-198.59420982389653
280000	-1828.062716837332	-151.22328260639537	-1676.8394342309366	0.18965450541183948	0.692379209917129	7.707210802496572	1.0	1.0	3.319423284493948E-4	-9.35457603836553E-5	-9.35457603836553E-5	2.6619932355721987E-4	0.3146946195431698	3343.7079425249203	1175.0206492058448	1175.0206492058448	4169.500452760838	39338.57662565464	-298.8221367762404	0.0	-1378.017297454696	-136.80592449325084
290000	-1816.7945325380176	-170.368324200421	-1646.4262083375966	0.2336513786926705	0.6527066220504061	11.738930915735999	1.0	1.0	3.6936028497590773E-4	-1.4657276141788787E-4	-1.4657276141788787E-4	3.0916061599152564E-4	0.43374660619186906	3334.7753493787204	1581.0139014606534	1581.0139014606534	3984.1218760248535	37162.30553592491	-297.46218778124205	0.0	-1348.9640205563546	-147.87580168504087
300000	-1811.484172974167	-154.50568908197164	-1656.9784838921953	0.2485869019047122	0.627360326878833	4.90427487678739	1.0	1.0	3.244097854068743E-4	-1.9915167028580218E-4	-1.9915167028580218E-4	3.5521405011389336E-4	0.5866673414257034	4700.244502886422	2635.2041626770074	2635.204162677007	4292.637946197009	37101.41124767173	-294.8507826866046	0.0	-1362.1277012055907	-142.30411691039535
310000	-1787.1695213301614	-157.05246860595372	-1630.1170527242077	0.3066732040067846	0.6828087258009696	4.817379581444954	1.0	1.0	4.2764528626799243E-4	-2.0128600982045184E-4	-2.0128600982045184E-4	3.7329889232607603E-4	0.5037828690898073	3133.7144788278106	1689.7261050773427	1689.7261050773427	3589.9335704695327	35067.3239325931	-290.84267912436303	0.0	-1339.2743735998447	-143.6146160851724
320000	-1800.4238189894907	-164.0744655671098	-1636.3493534223808	0.17957491367305628	0.7118206069107808	10.159110952678015	1.0	1.0	3.4957620954370025E-4	-1.6590231680577982E-4	-1.6590231680577982E-4	3.6438577261272104E-4	0.4648371294683817	3649.075229353078	1661.3986611153525	1661.3986611153528	3500.7675460831765	38976.609912614214	-286.74740391011335	0.0	-1349.6019495122675	-146.6036606879579
330000	-1788.0133696083094	-152.62976221427152	-1635.3836073940379	0.21541206397999177	0.6824394766188191	2.672809771587649	1.0	1.0	3.9573165313124036E-4	-2.085156400787053E-4	-2.085156400787053E-4	3.7110580950623065E-4	0.5441133283972103	3589.74123477498	2016.991305746346	2016.9913057463461	3827.949325398616	37562.3592383179	-281.6409503511876	0.0	-1353.7426570428502	-144.62936093692525
340000	-1797.1155682078027	-164.8787127086539	-1632.2368554991488	0.27016276741638445	0.6753098480469674	7.738103583352758	1.0	1.0	3.7253710639540436E-4	-1.924863039287394E-4	-1.924863039287394E-4	4.1653656282426095E-4	0.48863942058656046	3526.2548973383996	1629.5226697437736	1629.5226697437736	3153.7706725191165	33813.12595335298	-285.91484682566096	0.0	-1346.3220086734877	-150.24379999584153
350000	-1805.9013068479042	-163.21126222413508	-1642.6900446237692	0.5184053596120626	0.7714893537850553	3.810147698707808	1.0	1.0	2.2466440839438189E-4	-1.0824241871551774E-4	-1.0824241871551774E-4	3.1860101168826365E-4	0.404582202848676	5322.268137681676	1808.2025955362674	1808.2025955362672	3753.0459057000216	27776.679342369283	-291.0288828716174	0.0	-1351.6611617521517	-151.42576391220618
360000	-1772.0138155676686	-148.22598828432825	-1623.7878272833404	0.5091352173256694	0.6431987220345577	1.951785848422677	1.0	1.0	2.464578148233644E-4	-1.0591721749679889E-4	-1.0591721749679889E-4	3.546870474211297E-4	0.3582387837600588	4654.872730687632	1390.0455937731792	1390.0455937731795	3234.484511987277	29376.29355270545	-290.4485107098568	0.0	-1333.3393165734835	-138.67394984490412
370000	-1792.1477455773663	-158.21341206335063	-1633.9343335140156	0.5930123950283498	0.6412111733260505	1.1431581664756532	1.0	1.0	2.3702347353347618E-4	-1.1899875017850757E-4	-1.1899875017850757E-4	3.184711900753418E-4	0.4331233979193722	5193.217636246071	1940.4782202498966	1940.4782202498968	3865.073266649805	27411.83285390302	-289.5720010712298	0.0	-1344.3623324427858	-149.72627980322235
380000	-1795.6248223744894	-149.8088663876148	-1645.8159559868745	0.4807361446973287	0.6559896295042852	1.5059270078970408	1.0	1.0	2.164694788121297E-4	-1.037274852427058E-4	-1.037274852427058E-4	3.203024865261612E-4	0.39392664586731985	5468.122278256889	1770.8091469245455	1770.8091469245458	3695.511678641262	31008.74495720909	-288.77698674676026	0.0	-1357.0389692401143	-140.48771363966128
390000	-1834.278968657825	-168.15570727744395	-1666.123261380381	0.32770835661649966	0.6949508036966973	4.675128441858088	1.0	1.0	2.476787527458707E-4	-8.525662493279701E-5	-8.525662493279701E-5	3.1565414640368443E-4	0.30491445328244415	4451.34185398747	1202.285435553022	1202.285435553022	3492.755634615163	32855.60301999766	-295.35470069636193	0.0	-1370.7685606840191	-156.75882628605115
400000	-1809.3424814562634	-161.58892613195556	-1647.7535553243079	0.3244516544101441	0.5857373246804735	3.8330113881603176	1.0	1.0	2.509043391973487E-4	-1.2682649052358886E-4	-1.2682649052358886E-4	3.62299254162914E-4	0.4206512356414338	4842.440234957427	1695.1448105761508	1695.1448105761506	3353.551665630276	34619.60768436067	-284.98919498509986	0.0	-1362.764360339208	-149.22968528805993
410000	-1834.9259828147142	-164.8942732373047	-1670.0317095774094	0.23195086593872602	0.6955875690186079	1.900512194429945	1.0	1.0	2.700231208058606E-4	-1.088544935283709E-4	-1.088544935283709E-4	3.0321492406246874E-4	0.38042635723428836	4330.049593974808	1554.4925994729354	1554.4925994729354	3856.055265829673	34526.941233880534	-294.4543620131926	0.0	-1375.5773475642168	-153.49848991711667
420000	-1806.4846830256627	-145.259916225311	-1661.2247668003517	0.4997840249561005	0.6231894227129451	3.2987411380979066	1.0	1.0	2.2614875067716495E-4	-9.385765457641697E-5	-9.385765457641697E-5	2.956700355243013E-4	0.36296850625166405	5092.828863455624	1616.6703245237609	1616.670324523761	3895.3453055895925	28098.788597788258	-303.3420144320226	0.0	-1357.8827523683292	-133.29190306233926
430000	-1811.3444365339235	-169.3064033792714	-1642.038033154652	0.7886050842570004	0.6438827477590384	1.2663212541444138	1.0	1.0	1.7902394386966908E-4	-1.0141465609542124E-4	-1.0141465609542124E-4	2.7026214757176623E-4	0.4610548027490958	7093.780846312697	2661.9093772798983	2661.9093772798983	4698.980732093789	23715.682342113425	-289.6739927097757	0.0	-1352.3640404448765	-159.92651274553373
440000	-1796.9882790094473	-146.68893614330665	-1650.2993428661407	0.7505790709155125	0.6204387019348346	-1.1738273041282759	1.0	1.0	2.0829219110391186E-4	-1.0527829021918445E-4	-1.0527829021918445E-4	2.2761099482649614E-4	0.4835102780634772	6265.774607732684	2898.146629971534	2898.1466299715344	5733.9581640278775	26157.41130762818	-286.777446790341	0.0	-1363.5218960757998	-135.60545103346098
450000	-1779.4202385587644	-141.52551384884424	-1637.8947247099202	1.1520783056101267	0.5539697107757429	-0.45945691636789876	1.0	1.0	2.0444362931340798E-4	-9.678187537711562E-5	-9.678187537711562E-5	2.373071620861578E-4	0.4393916701813707	6061.60854492681	2472.1286859727084	2472.1286859727084	5222.165397402009	25118.801644472915	-282.120221443633	0.0	-1355.7745032662872	-129.51566306359754
460000	-1762.9529910109568	-135.17652645883848	-1627.7764645521183	0.2703500787189872	0.612894318744003	5.970957323027467	1.0	1.0	2.8812179572490097E-4	-1.635679617038757E-4	-1.635679617038757E-4	4.043314428373146E-4	0.47922716443605556	4505.476107552164	1822.642182478835	1822.6421824788347	3210.548894229519	36548.38889212107	-277.9071938310302	0.0	-1349.869270721088	-119.9599775903477
470000	-1766.542384347237	-134.64426885564427	-1631.8981154915928	0.39150876411282365	0.6136960709958341	3.444711713341623	1.0	1.0	2.688932471586765E-4	-1.486109541244842E-4	-1.486109541244842E-4	3.4019704290381926E-4	0.49135525763947124	4902.577129616797	2141.6313871582092	2141.631387158209	3875.018643831146	36712.27925182632	-288.61213943205223	0.0	-1343.2859760595406	-123.61109149975431
480000	-1770.3642361763643	-129.2952721679081	-1641.0689640084563	0.2797556640261817	0.6149280551188587	5.301780183452896	1.0	1.0	3.03176472370508E-4	-1.7768545016939071E-4	-1.7768545016939071E-4	3.840832754302177E-4	0.5207046079015497	4525.393919276968	2093.547694415671	2093.547694415671	3572.1236833250487	38610.8169308051	-284.80163405948514	0.0	-1356.267329948971	-117.42326501893272
490000	-1742.713428089656	-124.60702345215232	-1618.1064046375036	0.3643631734391626	0.5342113780601764	1.241995316509466	1.0	1.0	3.4297538069375547E-4	-1.624258204179262E-4	-1.624258204179262E-4	3.342804233574927E-4	0.4796982387306839	3787.1159340624577	1840.1478807212598	1840.1478807212598	3885.6224847704507	36725.03897106173	-277.0970426447719	0.0	-1341.0093619927318	-116.45583518455474
500000	-1717.0821597736324	-79.04698791456002	-1638.0351718590723	0.4726716739160425	0.5202667683976356	-0.11693241871197535	1.0	1.0	2.4569561529040113E-4	-1.1617423610259135E-4	-1.1617423610259135E-4	3.0195315937873475E-4	0.4265218982795309	4975.162978180827	1914.157015827389	1914.1570158273892	4048.2296380312337	33223.32894094398	-279.9794062665768	0.0	-1358.0557655924956	-73.59654493358317
510000	-1726.2914052030314	-86.50611472291389	-1639.7852904801175	0.6624791556984908	0.5007207056845188	1.2076262713946015	1.0	1.0	2.4069693863229351E-4	-1.594562096956827E-4	-1.594562096956827E-4	2.6082113967820504E-4	0.6364067234266955	6982.683128433843	4268.949160101743	4268.949160101743	6443.919593814417	34741.28601988724	-283.421778451486	0.0	-1356.3635120286315	-80.6004703166333
520000	-1702.2099387122717	-91.50052365527432	-1610.7094150569974	0.3977711750767976	0.47694228513208325	0.13821651634267473	1.0	1.0	3.007746858974007E-4	-2.058598618315066E-4	-2.058598618315066E-4	3.879617306379059E-4	0.6026381094554102	5220.799791700943	2770.255514641489	2770.255514641489	4047.5240042365176	34718.716910489544	-277.7927120647244	0.0	-1332.916702992273	-84.3118052128899
530000	-1735.8780840642078	-98.2723948932527	-1637.605689170955	0.42468659550524734	0.5159490311034406	-0.6605581588364122	1.0	1.0	2.574908524148541E-4	-1.4609652250542195E-4	-1.4609652250542195E-4	2.8701779374688325E-4	0.5374085421526218	5460.737450569476	2779.600321737848	2779.600321737848	4898.964355502159	35982.732718025465	-283.52075067961107	0.0	-1354.0849384913438	-90.28273021234723
540000	-1713.0942824054102	-96.69169997129174	-1616.4025824341186	0.24618666833673414	0.5097372984623068	2.7693101224227408	1.0	1.0	3.517453042440008E-4	-2.221076619433294E-4	-2.221076619433294E-4	4.120563077473961E-4	0.5834062843124954	4309.894238514635	2323.1303939323348	2323.130393932335	3679.072572564876	39594.479125164595	-272.39459864090276	0.0	-1344.0079837932158	-86.67192548318819
550000	-1685.2659288994241	-87.44670601201781	-1597.8192228874063	0.3598305610612259	0.5204190972579814	2.754150885349408	1.0	1.0	3.1569092221205854E-4	-1.5827539685845304E-4	-1.5827539685845304E-4	3.158915447762294E-4	0.5012026556035929	4230.331971411924	2119.580225208383	2119.580225208383	4227.645289664872	33210.75782582197	-263.3194891233265	0.0	-1334.4997337640798	-79.68156127176826
560000	-1694.708267935459	-88.47738357320117	-1606.2308843622577	0.36857170382771476	0.5322699091910674	0.9117336143270274	1.0	1.0	3.893073934289718E-4	-2.21464370762013E-4	-2.21464370762013E-4	4.501327894696275E-4	0.5290384241644503	3567.0029889440416	1754.9578500679615	1754.9578500679615	3085.0021781691503	36753.56394367205	-275.68206349497973	0.0	-1330.548820867278	-82.32764834738032
570000	-1694.9747238451414	-76.46828229305763	-1618.5064415520837	0.3895352946109997	0.5053383778103826	2.140152775795462	1.0	1.0	2.728872023457989E-4	-1.0397589229594848E-4	-1.0397589229594848E-4	3.224650393857752E-4	0.3505094676455793	4177.7877603334655	1347.0893186783287	1347.0893186783285	3535.4679567232856	39975.028473141174	-274.209487045306	0.0	-1344.2969545067776	-67.5190308939768
580000	-1688.0553409243053	-62.846879316916905	-1625.2084616073882	0.1844708294477502	0.4607061958628587	0.3718828273255199	1.0	1.0	2.57514753265697E-4	-1.8013338101527293E-4	-1.8013338101527293E-4	3.959018133678729E-4	0.5641562417534673	5696.2221980235	2591.7531289274166	2591.7531289274166	3705.113753817534	44174.306534730764	-284.05195519341714	0.0	-1341.156506413971	-55.06599760852605
590000	-1668.872234973956	-49.577654568725606	-1619.2945804052304	0.19385731102991144	0.4273960894604271	1.1569614495789335	1.0	1.0	3.137128559743667E-4	-2.0937108933463254E-4	-2.0937108933463254E-4	4.4857308187323824E-4	0.5581281791597227	4629.863584481827	2160.9847343172432	2160.9847343172437	3237.928860541744	47677.8745638722	-279.28589787010384	0.0	-1340.0086825351266	-44.234295147058894
600000	-1648.8373967927062	-47.30796196405981	-1601.5294348286463	0.1878291052943305	0.4382936290129601	2.108412133151302	1.0	1.0	3.187273084165259E-4	-1.787544780306449E-4	-1.787544780306449E-4	3.839434473407907E-4	0.510991484273277	4246.217989613431	1976.9330238470325	1976.9330238470322	3524.9608767982095	49536.83810526374	-281.78672336920084	0.0	-1319.7427114594454	-40.643217027071564
610000	-1637.6419125362834	-35.05817287807551	-1602.5837396582078	0.26660370706114017	0.4111748044176861	1.8260789820777623	1.0	1.0	3.2671814167467946E-4	-1.7051143752810707E-4	-1.7051143752810707E-4	3.703250946438699E-4	0.4902022716167035	4028.8735118381064	1855.0431068763119	1855.0431068763119	3554.460893599275	47103.32795217233	-267.525198155585	0.0	-1335.0585415026228	-27.94202556522405
620000	-1663.5886521205166	-72.85859777007558	-1590.730054350441	0.4516227522672378	0.4854570434930436	0.48760747069766297	1.0	1.0	2.770656490412713E-4	-1.651732385547592E-4	-1.651732385547592E-4	3.962108712909544E-4	0.4985229404028639	4802.892306787188	2002.2400550418452	2002.2400550418452	3358.6066680086615	33472.592651530606	-277.1963113447437	0.0	-1313.5337430056973	-68.34868702143235
630000	-1707.42496825531	-75.88611917448134	-1631.5388490808286	0.2814548007858838	0.4629722547581946	4.7744794238867465	1.0	1.0	3.575076679057674E-4	-1.767894329848709E-4	-1.767894329848709E-4	4.175414148414229E-4	0.4575766380823167	3537.8943031905546	1497.9647661035156	1497.9647661035158	3029.218891043706	40118.62346957053	-294.387348673701	0.0	-1337.1515004071277	-67.62840951310409
640000	-1698.965600072319	-86.26531964996086	-1612.700280422358	0.502260944359036	0.5427807272640922	2.4392088720553042	1.0	1.0	2.5918385976797596E-4	-1.683753688967007E-4	-1.683753688967007E-4	3.853199891387681E-4	0.5327995066240099	5387.699963534158	2354.292521632206	2354.292521632206	3624.013576201127	32628.918649138217	-276.65667836523386	0.0	-1336.0436020571242	-80.1804222974728
650000	-1692.4186219708054	-79.91918586183286	-1612.4994361089725	0.9231428434617628	0.4880973700686561	0.8640759036003565	1.0	1.0	1.8341577492190427E-4	-9.914869145440908E-5	-9.914869145440908E-5	2.3618068751102208E-4	0.4763722482412949	7052.527467053757	2960.6521903787143	2960.6521903787143	5476.928719954346	27689.53370694811	-287.603769239782	0.0	-1324.8956668691906	-74.84239134169937
660000	-1691.556941122134	-99.43696095031005	-1592.119980171824	0.2851601201564258	0.5087241316520714	4.04713804111044	1.0	1.0	3.2328480093392955E-4	-2.2118135799592352E-4	-2.2118135799592352E-4	4.910768742675396E-4	0.5551126641261435	4470.980869673616	2013.7328229988132	2013.732822998813	2943.327686907907	37849.51193813133	-284.53928888893097	0.0	-1307.580691282893	-90.28046012349863
670000	-1686.6877443653575	-94.53889721564798	-1592.1488471497096	0.26406822124146784	0.5016458625627616	0.036832282320254706	1.0	1.0	2.5705196693274004E-4	-1.3460550791197744E-4	-1.3460550791197744E-4	3.97372836836054E-4	0.4211659737592914	4729.118700920662	1601.934922834415	1601.934922834415	3059.165476958856	36021.63291356096	-278.5332782170434	0.0	-1313.6155689326663	-90.05220059487482
680000	-1706.2236363324125	-111.06705438323988	-1595.1565819491727	0.4427635846273814	0.5978172574135048	2.9479769617982736	1.0	1.0	3.0566281955263794E-4	-1.4637448866784933E-4	-1.4637448866784933E-4	3.992708769093173E-4	0.41899637603482354	3968.2338507679656	1454.7722721898758	1454.7722721898756	3037.8913605197467	33239.90454743604	-274.06405394585755	0.0	-1321.0925280033152	-102.11129324329393
