# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Apr 24 09:42:32 PDT 2020 [seed=1587746503633]
# -window -working -options
state	posterior	prior	likelihood	treeModel.rootHeight	exponential.popSize	exponential.growthRate	clock.rate	meanRate	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	treeLikelihood	branchRates	location.traitLikelihood	coalescent
1330000	-1614.9577547760925	-7.940990298231687	-1607.0167644778608	0.16549774609194132	0.3818827054047094	2.358300187002919	1.0	1.0	3.1744877115667624E-4	-1.6455335662974137E-4	-1.6455335662974137E-4	3.009112647384792E-4	0.5324155086632592	4396.324216806177	2404.1303582862056	2404.1303582862056	4637.937770273822	58943.290193511166	-244.0110030385753	0.0	-1363.0057614392854	-1.3725661420016846
1340000	-1626.1069560474898	-7.662489951149532	-1618.4444660963402	0.343140273413906	0.3915376748191098	3.78950908686893	1.0	1.0	2.168967800221788E-4	-1.0525493594665405E-4	-1.0525493594665405E-4	1.934050186001841E-4	0.513904060678894	6265.078952137643	3409.5831048272003	3409.5831048272003	7026.060963353344	41624.73770900021	-245.10663542591357	0.0	-1373.3378306704267	2.9577843989998827
1350000	-1611.9817887294803	11.64381117921765	-1623.625599908698	0.46468650201298534	0.33023433734599783	-0.3580478586582274	1.0	1.0	1.9212232714087114E-4	-1.0526156910157082E-4	-1.0526156910157082E-4	2.0680339485515018E-4	0.5280828802490032	7217.877694713946	3673.8523188218237	3673.8523188218232	6705.4772514634815	47428.24962240319	-241.78888044477023	0.0	-1381.8367194639277	18.852835803834772
1360000	-1613.2973937102834	15.615977475162534	-1628.9133711854458	0.23472167294931742	0.3212110279851089	2.989049572895074	1.0	1.0	3.0213142817620264E-4	-1.605262918627679E-4	-1.605262918627679E-4	2.92439645103798E-4	0.5400451843428459	4672.566200310953	2564.870181513837	2564.870181513837	4827.4203685574985	60864.192904908785	-244.33882942628344	0.0	-1384.5745417591625	24.96671948469664
1370000	-1623.9624356549218	12.182488072473852	-1636.1449237273957	0.20750022363141238	0.352382114677625	2.0904056086401415	1.0	1.0	3.234317910176874E-4	-1.8862109914703784E-4	-1.8862109914703784E-4	2.9871405658501255E-4	0.6068356528931212	4894.087239637523	3090.340391126537	3090.3403911265364	5299.058971007236	67362.61834444059	-243.0045809910636	0.0	-1393.140342736332	20.895838862242634
1380000	-1614.8197512896284	-6.761785391269862	-1608.0579658983586	0.22902648034138678	0.3587745038758219	6.780902463012542	1.0	1.0	3.891421058265495E-4	-1.4310994235356672E-4	-1.4310994235356672E-4	2.585185654470388E-4	0.45120076339049864	3226.6419699014164	1786.194912190125	1786.194912190125	4856.990633320665	56934.725934751325	-239.5524420478037	0.0	-1368.505523850555	4.2382989950412036
1390000	-1651.252245028492	-21.992808946157858	-1629.2594360823343	0.30480406906927665	0.4332745721574434	4.491777874675773	1.0	1.0	3.1834296388083945E-4	-1.6437222968505185E-4	-1.6437222968505185E-4	2.6866931415685344E-4	0.5620459015797636	4591.793596100238	2809.2651891160726	2809.2651891160726	5440.759721663658	51516.7898339222	-242.56804898503268	0.0	-1386.6913870973017	-14.28023526224609
1400000	-1676.1630219312249	-36.33261323285593	-1639.830408698369	0.15427919687316338	0.38959385850519235	1.2746309012314838	1.0	1.0	4.175685608353439E-4	-2.2176833898437438E-4	-2.2176833898437438E-4	3.7189658445076044E-4	0.5627617253154751	3504.784094449969	2089.963123143265	2089.963123143265	3935.200567973608	55237.08248831571	-247.04036650741517	0.0	-1392.7900421909537	-32.50367246474148
1410000	-1644.7439791450101	-20.453716962243863	-1624.2902621827664	0.2324973419265406	0.37675605197394624	-0.0961761058529138	1.0	1.0	3.573157821972947E-4	-1.8301255458643865E-4	-1.8301255458643865E-4	3.4890205885920847E-4	0.5183260279165242	3826.7455415459763	2007.2752783416538	2007.2752783416538	3919.0269639517273	57967.02099947995	-248.2393779939069	0.0	-1376.0508841888595	-17.720460320797496
1420000	-1634.4147751685553	-15.311045874085679	-1619.1037292944695	0.22499688928929662	0.4024040225241615	0.6959143480057998	1.0	1.0	3.3694730756475414E-4	-1.6486379786159142E-4	-1.6486379786159142E-4	3.597488033400538E-4	0.47352686800009264	3825.636815422402	1753.1928077978384	1753.1928077978384	3583.1613968114057	52383.182775434245	-247.35843793957716	0.0	-1371.7452913548923	-12.230979892922203
1430000	-1646.7142277214462	-29.582142254926826	-1617.1320854665194	0.2028313730193123	0.3885469096740277	3.7444456412132543	1.0	1.0	2.924154234232429E-4	-1.5566681067665208E-4	-1.5566681067665208E-4	3.477775434247611E-4	0.4881408151408829	4489.574631423922	2009.5540306781318	2009.5540306781318	3774.8868253826577	53675.06278161718	-254.39468504690993	0.0	-1362.7374004196095	-21.41098344766316
1440000	-1656.6661867347123	-48.726957936919504	-1607.9392287977928	0.35928442616452383	0.4529814134322286	2.4600151587903714	1.0	1.0	3.4921929495652904E-4	-1.6453881881932527E-4	-1.6453881881932527E-4	3.115335113388919E-4	0.49884643701179154	3812.183581451409	2013.4340633810764	2013.4340633810764	4273.338225598199	44682.9365591522	-252.43788346147264	0.0	-1355.5013453363201	-41.768314557765336
1450000	-1658.3001800787556	-55.702807898824275	-1602.5973721799314	0.27692748906384396	0.4343777808041429	1.2015229108905943	1.0	1.0	4.0326491657592396E-4	-1.7914137086482432E-4	-1.7914137086482432E-4	3.1774338145329576E-4	0.5004519852834455	3308.340636751771	1865.218007830107	1865.218007830107	4198.789931618271	45719.06926924698	-253.85304924139808	0.0	-1348.7443229385333	-50.352916942245976
1460000	-1656.082172637318	-52.95085489494501	-1603.131317742373	0.29865193460507716	0.4531273293570358	8.180412483019907	1.0	1.0	3.7042589973608676E-4	-2.0723373130533695E-4	-2.0723373130533695E-4	3.535032203388884E-4	0.5726814121778505	4017.0396392769835	2354.903902857701	2354.9039028577013	4209.340784019465	45531.63841845189	-250.1309053852368	0.0	-1353.0004123571364	-41.2897136712163
1470000	-1633.847296682795	-28.709940032343727	-1605.1373566504515	0.27622100580488634	0.4122977598071579	0.1279670303258844	1.0	1.0	2.528194345070016E-4	-1.3131648942367932E-4	-1.3131648942367932E-4	3.199573909041323E-4	0.46170859870758424	5027.027953916719	2063.186167625795	2063.186167625795	3972.1862994592257	48113.69267018961	-253.58208043160639	0.0	-1351.5552762188452	-19.236608136280008
1480000	-1662.858352230928	-31.632399032074915	-1631.225953198853	0.4024213686779686	0.3973277066225647	-0.37286733936876315	1.0	1.0	2.0939698817685432E-4	-1.346309102042459E-4	-1.346309102042459E-4	3.4411635957372106E-4	0.5015415371253225	6380.625346347014	2496.334086281498	2496.3340862814975	3882.6510075401675	46940.039869129774	-265.51189435447657	0.0	-1365.7140588443763	-24.90288547376406
1490000	-1652.655233686557	-43.71643842489851	-1608.9387952616585	0.19439991375525734	0.4664841165765493	2.760795746235279	1.0	1.0	3.3582428575011826E-4	-1.6780644779847246E-4	-1.6780644779847246E-4	3.895836908403619E-4	0.4639297365576868	3794.424804315367	1634.382965254789	1634.3829652547893	3270.8248053019465	50229.33805936057	-261.88124105979057	0.0	-1347.057554201868	-33.85989431019339
1500000	-1671.496876592366	-34.61317341002029	-1636.883703182346	0.2568076888520241	0.4300993396143595	1.185362322870268	1.0	1.0	2.453030111911239E-4	-7.891982224201072E-5	-7.891982224201072E-5	2.4011455223108317E-4	0.325181191462087	4558.633510312854	1498.3121304290173	1498.312130429017	4657.137672856747	45668.75150845013	-270.59278784254445	0.0	-1366.2909153398014	-27.9645085456093
1510000	-1669.8090517130047	-35.70838462058627	-1634.1006670924185	0.7341137064248056	0.3937112075658659	0.3739996656022466	1.0	1.0	2.0802480942131715E-4	-9.808011253456856E-5	-9.808011253456856E-5	2.034427739978748E-4	0.47676268243271214	6221.218394000009	2999.2601270371138	2999.2601270371133	6361.335649079203	35839.19791782018	-270.51590128940586	0.0	-1363.5847658030127	-29.53313052908338
1520000	-1663.3746104993224	-33.90672822711787	-1629.4678822722046	0.48479754766396155	0.40349243842251303	0.3154099310290987	1.0	1.0	2.3200676392232353E-4	-9.30131222893663E-5	-9.30131222893663E-5	2.469664724408931E-4	0.3885750402192754	5076.7623660320405	1912.0227702114685	1912.0227702114687	4769.24335560418	44870.59370847998	-260.89380276216065	0.0	-1368.574079510044	-25.734151452081782
1530000	-1650.2076290176262	-24.511440639360274	-1625.696188378266	0.35045584558198384	0.37819372901382975	1.232526867342401	1.0	1.0	2.443527587360723E-4	-1.1694745990070463E-4	-1.1694745990070463E-4	2.8870985960637925E-4	0.4403027138831856	5076.63305637463	2056.3874804982424	2056.387480498243	4296.664111530987	45255.03385665871	-271.17086366506794	0.0	-1354.525324713198	-19.338710877995506
1540000	-1637.963294598276	-17.252607038090527	-1620.7106875601855	0.3297215075569846	0.41929742701096945	1.4362115901945716	1.0	1.0	2.5265604940913306E-4	-1.340064228397586E-4	-1.340064228397586E-4	3.5749520237070097E-4	0.44588786682404213	4940.125997190697	1851.7971957977707	1851.7971957977707	3491.38312837915	51116.7700210813	-273.4553158556727	0.0	-1347.2553717045128	-9.148748623664707
1550000	-1673.9840640292628	-38.187664973299974	-1635.7963990559629	0.1815397909792988	0.44367165409043496	4.718218734538583	1.0	1.0	2.2789349302234973E-4	-1.4430004040379612E-4	-1.4430004040379612E-4	3.287142366061777E-4	0.527219218797159	6077.246894128687	2667.8095278765095	2667.809527876509	4213.279707509279	54007.908241289624	-263.15731495303993	0.0	-1372.6390841029229	-28.058709732653718
1560000	-1666.0518719972677	-37.440256819383436	-1628.6116151778842	0.28704289602670974	0.4562055136270105	1.7532881877732103	1.0	1.0	3.017679386648736E-4	-1.8048255821995687E-4	-1.8048255821995687E-4	3.4881306400874054E-4	0.5562913654082299	4798.860391584263	2483.022252835831	2483.0222528358313	4151.628358370786	45464.67140392698	-262.93750900916444	0.0	-1365.6741061687198	-28.711500440307056
1570000	-1686.7958022632426	-50.50646980683342	-1636.2893324564093	0.30156243897256463	0.4667540555700804	4.816338339650503	1.0	1.0	2.864187818752986E-4	-1.9286585864749706E-4	-1.9286585864749706E-4	3.855174966981893E-4	0.5804068933129828	5265.03480639631	2633.9802147541604	2633.9802147541604	3911.637911883554	47120.92049421772	-275.51100475282817	0.0	-1360.7783277035812	-40.14358901879288
1580000	-1669.9070593550105	-34.53021755980479	-1635.3768417952056	0.3156479211752838	0.3987364412041614	4.10116043392723	1.0	1.0	2.3194478259056824E-4	-1.1534448013621174E-4	-1.1534448013621174E-4	2.6599437095930903E-4	0.46437442036863436	5496.698914765254	2383.5612629782563	2383.5612629782568	4793.073741196103	47093.53371397818	-267.4434462071182	0.0	-1367.9333955880873	-25.670784519811612
1590000	-1621.5260734164776	-22.0675552993273	-1599.4585181171503	0.3301747351606149	0.41812923223509285	1.1403058425851023	1.0	1.0	2.4942844551616346E-4	-9.283381938253682E-5	-9.283381938253682E-5	2.978658178745694E-4	0.34058294356436475	4535.238742650557	1413.4671017175833	1413.4671017175833	3797.742076267244	45340.43836362828	-266.0499627057825	0.0	-1333.4085554113678	-13.812345995454963
1600000	-1631.4191968081827	-18.08054389134284	-1613.33865291684	0.29509044735711976	0.3930844878961704	2.691843568269102	1.0	1.0	2.7195413713499464E-4	-1.46511054117257E-4	-1.46511054117257E-4	3.268727431347228E-4	0.49139779593579197	4847.6649456742225	2172.8226538156996	2172.822653815699	4033.198133247318	47718.361751144264	-266.8956343388356	0.0	-1346.4430185780043	-9.503048851485813
1610000	-1647.0467869206227	-18.358426529032943	-1628.6883603915899	0.21075029341200058	0.38330413479565534	9.413437276574868	1.0	1.0	2.930010519697158E-4	-1.4082936947837997E-4	-1.4082936947837997E-4	2.878760596526282E-4	0.4849041156897043	4462.151686177725	2182.890821972392	2182.890821972392	4541.590362450198	53217.288917878315	-267.5880415497248	0.0	-1361.1003188418651	-0.2243733458271806
1620000	-1620.0787506519116	-7.646624595048135	-1612.4321260568636	0.49735241183473533	0.3711728235965341	0.26356600770638594	1.0	1.0	2.528066596663779E-4	-1.3170442270331293E-4	-1.3170442270331293E-4	2.9621707881396077E-4	0.4812835926583081	5148.056350003567	2288.9355074869804	2288.9355074869804	4393.612059202271	42631.153433870546	-270.16833724018306	0.0	-1342.2637888166805	-0.3248404043627091
1630000	-1619.047918845395	-4.677028257673942	-1614.370890587721	0.2597822225360184	0.3719341650154195	2.090099039235896	1.0	1.0	2.7439751739014056E-4	-1.0978956322145931E-4	-1.0978956322145931E-4	2.9558449356348543E-4	0.38550511508280416	4280.48930812507	1589.9110465760675	1589.9110465760677	3973.6713695784233	51853.4914960916	-269.84360669317823	0.0	-1344.527283894543	3.6598468297923414
1640000	-1613.7664964397723	-0.1386722076444249	-1613.6278242321278	0.25224027003673716	0.37848031115423836	1.9791192270137412	1.0	1.0	2.8917149078682726E-4	-1.270239387594067E-4	-1.270239387594067E-4	3.4725777076283936E-4	0.40084996662407146	4120.1906677224815	1507.1306997800536	1507.1306997800536	3431.0007666465776	55756.4590545226	-266.4153274509153	0.0	-1347.2124967812124	9.291328220259505
1650000	-1628.5348000780066	-13.93135038839559	-1614.603449689611	0.20157780535864714	0.3529150307987553	2.5784460210257936	1.0	1.0	3.187395796803544E-4	-1.9778503979744368E-4	-1.9778503979744368E-4	4.2801160084247696E-4	0.5354854453528443	4398.645617637517	2032.6231738271795	2032.6231738271792	3275.66461415752	55452.317353696046	-262.02507383219006	0.0	-1352.578375857421	-5.648353947516645
1660000	-1612.775452210439	-17.72722691902287	-1595.0482252914162	0.1331639199202686	0.38208476746479336	2.206990777241309	1.0	1.0	3.0813507376488983E-4	-1.6881227756085338E-4	-1.6881227756085338E-4	4.344214532745461E-4	0.46140025442408555	4123.096907094377	1602.1984509379988	1602.1984509379986	2924.5120378629213	57936.43350403553	-254.45155703196485	0.0	-1340.5966682594515	-10.287760262427641
1670000	-1644.3788674096825	-34.51615784708124	-1609.8627095626011	0.15829993694351238	0.42231742734575056	4.683080248897129	1.0	1.0	2.9689052803477596E-4	-1.5503109554427898E-4	-1.5503109554427898E-4	3.986225751455789E-4	0.450650336577155	4226.608790943308	1643.8000057014306	1643.8000057014303	3147.940417778173	55216.21772989133	-258.8076302457638	0.0	-1351.0550793168375	-23.853341608897782
1680000	-1667.3378720800727	-38.84142748417527	-1628.4964445958974	0.28519405543581244	0.42380361627237456	6.51444122561371	1.0	1.0	2.3457349882243458E-4	-1.0440914187141774E-4	-1.0440914187141774E-4	3.101958092216479E-4	0.3870624938290802	5014.282854053882	1687.7628721226215	1687.7628721226215	3791.85610570356	49719.083265234156	-260.88794290084616	0.0	-1367.6085016950512	-27.088761142224836
1690000	-1683.7177338264264	-59.856784828341034	-1623.8609489980854	0.3848358152051223	0.5030247793897121	3.1166057470594213	1.0	1.0	2.490186978453776E-4	-1.1941223695041183E-4	-1.1941223695041183E-4	2.644111095038445E-4	0.4653642380383286	5125.832947120878	2314.907189786314	2314.907189786314	4827.438031102911	40698.795040071505	-265.6806845815983	0.0	-1358.180264416487	-50.31782770298645
1700000	-1682.2199671783933	-47.99427169386323	-1634.22569548453	0.24598927439074167	0.43336814087842096	7.634951288333205	1.0	1.0	2.2244649921466852E-4	-8.454990998186107E-5	-8.454990998186107E-5	2.1911790681272998E-4	0.3829670651412313	5268.102803508921	2032.7759802513413	2032.7759802513413	5348.129886733012	48755.039500336956	-247.9374095244548	0.0	-1386.2882859600752	-33.846633877141606
1710000	-1674.075195942506	-54.07244387072591	-1620.0027520717802	0.2285502366753822	0.46667448083537444	2.44742547163429	1.0	1.0	2.9764945306438157E-4	-1.4810243538916477E-4	-1.4810243538916477E-4	3.2603203991092274E-4	0.47542226309296304	4340.789476893972	1971.8353239617234	1971.8353239617236	3962.9038115950766	48226.617365628896	-250.4506436451577	0.0	-1369.5521084266225	-46.4668387026042
1720000	-1674.440434160158	-42.60253073668366	-1631.8379034234745	0.20257238501553207	0.44592487983520424	-0.12903971998040475	1.0	1.0	2.766005512474051E-4	-1.5346041638315393E-4	-1.5346041638315393E-4	3.3450358765685394E-4	0.5045096313396606	4849.7211627303905	2224.9095568393964	2224.909556839396	4010.2276821722044	50877.32909227223	-253.2337494592969	0.0	-1378.6041539641776	-37.791266621275454
1730000	-1660.6587296405442	-15.929885653094928	-1644.7288439874492	0.36768330249189424	0.3977041009261109	0.9103444576480602	1.0	1.0	1.8658764850660356E-4	-8.233043617387044E-5	-8.233043617387044E-5	2.701452538315419E-4	0.36670792828380033	6192.0911924432085	1887.1239137894765	1887.1239137894763	4276.838917395518	47748.56368058362	-257.43158155763365	0.0	-1387.2972624298156	-9.425938395467668
1740000	-1629.6010728364965	-4.9882096624384955	-1624.612863174058	0.586550773656206	0.36825667345725127	2.031260750035676	1.0	1.0	2.0336801040978943E-4	-9.698971874232411E-5	-9.698971874232411E-5	2.2140879291703726E-4	0.45707445267509783	6215.775762467707	2722.865406673323	2722.865406673323	5709.303290588414	42894.999226429216	-254.33468522230527	0.0	-1370.2781779517527	2.405573864918006
1750000	-1674.5056609207074	-40.48036900181228	-1634.0252919188952	0.5990951078655187	0.38600324683837856	1.215466129690955	1.0	1.0	1.9199064881079595E-4	-1.085150126976653E-4	-1.085150126976653E-4	2.767237597862726E-4	0.4707892770697994	6691.767347753785	2624.1231301286552	2624.1231301286557	4642.74103451915	38447.91361638379	-260.3405969056609	0.0	-1373.6846950132342	-32.96870758102566
1760000	-1675.5246022486144	-50.89706748853381	-1624.6275347600806	0.2394633987074673	0.4675488190169314	2.0753381798047084	1.0	1.0	2.6067039843949663E-4	-1.3634783043041602E-4	-1.3634783043041602E-4	3.1480813986862723E-4	0.47596979941911377	4959.917996805916	2148.2102027586643	2148.2102027586643	4106.957974448089	44979.84899250441	-253.44390445614354	0.0	-1371.183630303937	-44.45164482843711
1770000	-1690.3526411331354	-53.50640659394786	-1636.8462345391877	0.4072892377915097	0.503320605559996	3.4340423244573364	1.0	1.0	2.6498927653993985E-4	-1.2540642572754035E-4	-1.2540642572754035E-4	2.921707594506347E-4	0.45069969640240864	4735.701730280774	2032.6723605843374	2032.6723605843376	4295.125829072139	43758.02068041419	-256.1544499926582	0.0	-1380.6917845465296	-45.1599925932332
1780000	-1693.1058927181318	-38.88391731467987	-1654.221975403452	0.19504775716607187	0.42378124513870613	3.1112026542831037	1.0	1.0	2.744559254211885E-4	-1.6911267508701089E-4	-1.6911267508701089E-4	4.4646899303631756E-4	0.4831079700108243	4752.857395724079	1800.2782747168317	1800.2782747168317	2921.7031759970014	54615.4978144797	-274.9978788672745	0.0	-1379.2240965361775	-29.705026897458712
1790000	-1640.5162547932127	-27.361965519096735	-1613.154289274116	0.260058550612486	0.4335081211816623	6.694125603336006	1.0	1.0	3.485959429086723E-4	-1.801347899605486E-4	-1.801347899605486E-4	3.205714714111838E-4	0.5388575820547516	4042.4454730962893	2271.5217390294774	2271.521739029477	4395.837487183623	51345.32879663429	-261.0318083402212	0.0	-1352.1224809338948	-15.589911399375815
1800000	-1656.9798935449714	-34.279779247256556	-1622.700114297715	0.3058567689319921	0.39374312784086557	3.08668082039267	1.0	1.0	3.0079882538254407E-4	-1.4376324716419662E-4	-1.4376324716419662E-4	3.282534382702626E-4	0.457514817064165	4204.583724327745	1841.45705333149	1841.4570533314898	3852.9188061666187	49736.079127077595	-260.0053193586782	0.0	-1362.6947949390367	-26.228327905202274
1810000	-1634.1007408861535	-20.42096039943319	-1613.6797804867203	0.30706075731800475	0.3932189548446761	0.9567203432228757	1.0	1.0	2.7680986537786847E-4	-1.2955508467544531E-4	-1.2955508467544531E-4	3.045056019297629E-4	0.4462374725334105	4510.817552195892	1919.174380460235	1919.1743804602352	4100.544592461984	52402.43794786923	-248.90918596859018	0.0	-1364.77059451813	-13.918130259365997
1820000	-1666.8866646552344	-37.381758283043965	-1629.5049063721904	0.6185184846587917	0.38477790768680825	0.05785144047078994	1.0	1.0	1.8718152119764653E-4	-8.451553498023036E-5	-8.451553498023036E-5	1.9727077279798588E-4	0.43981869512156374	6623.699301890037	2837.7517972248265	2837.751797224826	6284.935643016982	41377.04425246884	-247.40639809882063	0.0	-1382.0985082733698	-31.65294536643203
1830000	-1673.4078954892477	-13.111470804385533	-1660.2964246848621	0.22767651452523507	0.432562569115198	-0.6945759272902645	1.0	1.0	2.214629168029775E-4	-7.781731213121606E-5	-7.781731213121606E-5	2.191477286224989E-4	0.35322971526004665	5159.141034061392	1831.9628074634902	1831.9628074634902	5213.644826633463	51839.615983040385	-272.9528855133483	0.0	-1387.3435391715138	-7.321532435798177
1840000	-1643.7117503006953	-5.089499684560836	-1638.6222506161344	0.25733334113777967	0.36975649306068886	2.202846310863284	1.0	1.0	2.4907532219117204E-4	-9.14507182375673E-5	-9.14507182375673E-5	2.6431997844334094E-4	0.35641565804553793	4599.080754186709	1591.21244137474	1591.2124413747397	4333.828745668665	52566.88849905497	-263.3024688841818	0.0	-1375.3197817319526	2.4112611914750133
1850000	-1670.6587848647998	-38.18340725225495	-1632.475377612545	0.18607226928842535	0.37941510703490594	4.573239649394476	1.0	1.0	2.950955130254427E-4	-1.5016415792418772E-4	-1.5016415792418772E-4	3.276003658917236E-4	0.4829618127760901	4419.61873506994	2025.847327402231	2025.8473274022308	3981.0995157233165	52209.247093565675	-264.22248331320884	0.0	-1368.252894299336	-26.684328897224525
1860000	-1631.066450025659	-23.992539239954066	-1607.0739107857048	0.21465604322722975	0.4277587873052477	2.2491848074048293	1.0	1.0	2.518949464923545E-4	-8.868995502272807E-5	-8.868995502272807E-5	3.1611318395030673E-4	0.3142992920033208	4405.058429878534	1235.90047443207	1235.90047443207	3510.1729817899036	49541.534491050996	-251.07866004979803	0.0	-1355.995250735907	-16.360978598000457
1870000	-1598.8974983954654	-20.294185925453455	-1578.603312470012	0.13112697691216105	0.433000900513757	1.3895740255197366	1.0	1.0	3.35244508017557E-4	-1.6687155299594688E-4	-1.6687155299594688E-4	3.851531800308903E-4	0.46439199802670683	3803.06654136919	1647.7174610223979	1647.7174610223976	3310.2600152933724	55970.3288926392	-246.40522919913596	0.0	-1332.1980832708762	-14.11594044902034
1880000	-1598.8893157619639	-1.7234690687449215	-1597.165846693219	0.12694764991691887	0.345629449453724	-1.6481592169114538	1.0	1.0	3.529738201102883E-4	-1.4581887339633695E-4	-1.4581887339633695E-4	3.605572846497962E-4	0.40874772994003367	3401.351027010815	1375.5960450665407	1375.596045066541	3329.811701644504	56727.144737569426	-252.5830797236478	0.0	-1344.5827669695711	3.4594365757804937
1890000	-1598.5798746264168	-3.036658794301405	-1595.5432158321153	0.18149764931023596	0.3526237850003915	0.36157039291876836	1.0	1.0	2.4778924667098127E-4	-1.3762840376672529E-4	-1.3762840376672529E-4	3.4900967711721295E-4	0.4680024328955148	5167.507589175815	2037.7538721135668	2037.7538721135668	3668.8175046172746	53835.2674341031	-255.34022174334328	0.0	-1340.202994088772	4.680625139487354
1900000	-1580.089071777556	6.014253466112851	-1586.103325243669	0.2428195418814726	0.36745921291214173	0.2006675452624922	1.0	1.0	3.2022734496405116E-4	-1.810301881490958E-4	-1.810301881490958E-4	3.222895292147118E-4	0.5635061983315451	4575.766949903128	2570.2105615585265	2570.2105615585265	4546.488696396799	49601.23347176491	-250.46491159306896	0.0	-1335.6384136506	12.98984119783673
1910000	-1590.1450333035639	-0.43911630235759436	-1589.7059170012062	0.31805629648989686	0.38266525042924426	3.3792774550287223	1.0	1.0	2.723708135955621E-4	-1.0634433644489108E-4	-1.0634433644489108E-4	2.880710382548097E-4	0.37965076799046804	4289.770081546852	1583.6119992726472	1583.611999272647	4055.9723543444725	49652.49440718237	-259.5770507962692	0.0	-1330.128866204937	6.89415505276188
1920000	-1611.753754929647	1.952247674036486	-1613.7060026036834	0.24330159411058505	0.3984988555361852	0.8611019069931936	1.0	1.0	2.803086035945615E-4	-1.182734692583754E-4	-1.182734692583754E-4	2.7991574656770007E-4	0.4222361927133914	4341.517069603986	1834.431581512789	1834.4315815127886	4347.61031555012	52374.02162519694	-247.47992927288186	0.0	-1366.2260733308015	9.629709169337099
1930000	-1615.7508781006004	-9.500923715067525	-1606.2499543855329	0.1763168521097068	0.3479987003068475	0.2628637821528741	1.0	1.0	2.9248510104026566E-4	-1.4582358103358854E-4	-1.4582358103358854E-4	2.99363235069015E-4	0.4928067562462266	4515.638840875674	2199.6242333466453	2199.624233346645	4411.888060771334	58832.29376343035	-241.39095578119503	0.0	-1364.8589986043378	-3.5981848209482754
1940000	-1573.4703996065941	21.11268274839178	-1594.583082354986	0.17616714582573678	0.31911358395761497	4.122131857761422	1.0	1.0	3.141152211254527E-4	-1.9990470842792783E-4	-1.9990470842792783E-4	3.415444830659181E-4	0.6103161963219575	5073.2644577952715	2969.3627111452956	2969.362711145295	4665.833195966742	60693.05434436106	-241.02137324312483	0.0	-1353.561709111861	29.13429848638049
1950000	-1554.7412226277288	24.861840595672472	-1579.6030632234013	0.22681659676258928	0.3448985708714237	5.247623519216434	1.0	1.0	2.922009586095066E-4	-1.8315802077613306E-4	-1.8315802077613306E-4	3.582710533083707E-4	0.5660818928262958	5036.120604530326	2574.603428878596	2574.6034288785954	4107.390911791722	58731.288666707565	-241.34492405100292	0.0	-1338.2581391723984	35.55510313270907
1960000	-1550.6994555474769	36.124264023326106	-1586.823719570803	0.13825679838291438	0.31180828090462614	1.026105647954834	1.0	1.0	2.9757369646077765E-4	-1.5068207739501934E-4	-1.5068207739501934E-4	3.662512574193772E-4	0.4564306149671459	4244.833619821141	1746.3976848507305	1746.3976848507302	3448.8641486486017	66371.41573132231	-256.10679425780006	0.0	-1330.7169253130028	42.303175744446264
1970000	-1586.1180341516817	17.407242072479345	-1603.5252762241612	0.16710162994564653	0.3106828266033909	5.8984167111690144	1.0	1.0	3.3556015249087306E-4	-1.737999368341527E-4	-1.737999368341527E-4	3.5120121431037987E-4	0.5062749253594881	4007.1923190515404	1983.0505805653638	1983.0505805653638	3828.7284065391354	62647.433309590095	-256.778533734887	0.0	-1346.7467424892743	32.68972361167942
1980000	-1573.9545659366643	20.637506308704083	-1594.5920722453684	0.14481960362567148	0.35032418288021505	0.24803035169452148	1.0	1.0	3.3758097620711355E-4	-1.3183838763728502E-4	-1.3183838763728502E-4	3.1258839252879987E-4	0.40585086609046117	3546.3966994196307	1495.7408334687168	1495.7408334687166	3829.9440683724765	59356.98569610341	-252.6159881662507	0.0	-1341.9760840791178	27.26996775455651
1990000	-1568.5405553257322	59.56653752859852	-1628.1070928543306	0.11504718959631594	0.29225439193840397	0.5608735007812031	1.0	1.0	2.6297076000420444E-4	-1.2368441387826623E-4	-1.2368441387826623E-4	3.1360603455643374E-4	0.4306942156488328	4668.744642293194	1841.325998226021	1841.3259982260213	3914.9225192236063	69164.09608422093	-271.993690251327	0.0	-1356.1134026030036	63.82963411908213
2000000	-1533.1799649654517	74.13981246670495	-1607.3197774321568	0.2050579346947068	0.2673359288235358	3.380866120059549	1.0	1.0	2.9398637464505395E-4	-1.0964110144822839E-4	-1.0964110144822839E-4	2.2742695074807182E-4	0.4240224237523807	4147.156201706564	1999.317901142875	1999.3179011428751	5360.874833946222	69688.660802782	-250.7029374840665	0.0	-1356.6168399480903	82.91567413061485
2010000	-1519.977003261402	70.30239922118452	-1590.2794024825864	0.20284843979298636	0.25922730962237134	1.0317660147006702	1.0	1.0	2.465606346665997E-4	-1.0342795113881389E-4	-1.0342795113881389E-4	2.734605593745128E-4	0.3983168722623549	4820.619236940194	1823.2492906380933	1823.2492906380933	4346.4218067301	63813.25995126511	-247.7897288650833	0.0	-1342.489673617503	76.1932257654788
