# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Apr 26 17:09:05 PDT 2020 [seed=1587746503633]
# -window -working -options
state	pathLikelihood.delta	pathLikelihood.source	pathLikelihood.destination	pathLikelihood.theta	pathLikelihood.pathLikelihood
100000	-1572.1703665178761	-1574.776553853793	-2.606187335917032	1.0	-1574.776553853793
101000	-1593.8792913328157	-1598.489332124234	-4.610040791418313	1.0	-1598.489332124234
102000	-1601.4800607820407	-1593.1578974867282	8.32216329531246	1.0	-1593.1578974867282
103000	-1593.619115969654	-1573.752441833587	19.866674136067108	1.0	-1573.752441833587
104000	-1590.6365486564837	-1567.0506728035432	23.58587585294051	1.0	-1567.0506728035432
105000	-1583.3155652295045	-1565.0520193587856	18.26354587071878	1.0	-1565.0520193587856
106000	-1590.2155048578516	-1581.3391365413704	8.876368316481177	1.0	-1581.3391365413704
107000	-1582.0329630549045	-1588.5222432454786	-6.489280190574232	1.0	-1588.5222432454786
108000	-1577.8694788043504	-1579.5798709323674	-1.7103921280170464	1.0	-1579.5798709323674
109000	-1574.0088199447684	-1576.5014310334407	-2.492611088672109	1.0	-1576.5014310334407
110000	-1574.2983928863057	-1581.9988446762452	-7.7004517899395735	1.0	-1581.9988446762452
111000	-1588.6425208504359	-1612.0781239969033	-23.43560314646737	1.0	-1612.0781239969033
112000	-1590.1555280250004	-1607.8740901583858	-17.718562133385475	1.0	-1607.8740901583858
113000	-1596.9962862936661	-1619.1149280250272	-22.118641731361148	1.0	-1619.1149280250272
114000	-1588.9330867295826	-1607.097345602248	-18.164258872665496	1.0	-1607.097345602248
115000	-1589.088326724519	-1601.020241443184	-11.93191471866492	1.0	-1601.020241443184
116000	-1584.9970632408704	-1596.6372671772722	-11.640203936401857	1.0	-1596.6372671772722
117000	-1575.7627217642616	-1584.5399041292408	-8.777182364979165	1.0	-1584.5399041292408
118000	-1574.4244000838753	-1577.9054428383752	-3.4810427544999003	1.0	-1577.9054428383752
119000	-1573.2492829237099	-1583.2542738590005	-10.004990935290525	1.0	-1583.2542738590005
120000	-1566.9698840486458	-1574.5338002904664	-7.563916241820563	1.0	-1574.5338002904664
121000	-1575.9065336615126	-1565.307747169395	10.59878649211765	1.0	-1565.307747169395
122000	-1573.9147742975586	-1565.8590636788579	8.055710618700644	1.0	-1565.8590636788579
123000	-1554.0368938379656	-1544.2904742836263	9.74641955433924	1.0	-1544.2904742836263
124000	-1559.6220868880168	-1561.4634982255013	-1.8414113374845957	1.0	-1561.4634982255013
125000	-1549.324852104031	-1563.4825444922385	-14.157692388207469	1.0	-1563.4825444922385
126000	-1558.8301513164627	-1587.3743625649088	-28.54421124844604	1.0	-1587.3743625649088
127000	-1554.0921828166543	-1573.3307195084956	-19.238536691841286	1.0	-1573.3307195084956
128000	-1554.2129481205782	-1563.9219242671054	-9.70897614652732	1.0	-1563.9219242671054
129000	-1555.0799055188781	-1560.9662979106645	-5.886392391786268	1.0	-1560.9662979106645
130000	-1566.3591278708514	-1566.5651133877625	-0.20598551691114597	1.0	-1566.5651133877625
131000	-1558.5009080015807	-1556.9772240353766	1.5236839662040405	1.0	-1556.9772240353766
132000	-1555.4154009824254	-1558.517109277609	-3.101708295183629	1.0	-1558.517109277609
133000	-1547.1090190395075	-1554.530901890502	-7.421882850994469	1.0	-1554.530901890502
134000	-1543.8022300864673	-1547.3228286337594	-3.5205985472921393	1.0	-1547.3228286337594
135000	-1542.7244773318203	-1550.1787640133207	-7.454286681500375	1.0	-1550.1787640133207
136000	-1545.810075785284	-1545.0111610116694	0.7989147736145927	1.0	-1545.0111610116694
137000	-1539.7935858598473	-1536.3394490644655	3.4541367953818503	1.0	-1536.3394490644655
138000	-1556.0364858378327	-1546.201714651417	9.834771186415804	1.0	-1546.201714651417
139000	-1548.1030791368694	-1542.1026005082692	6.000478628600175	1.0	-1542.1026005082692
140000	-1551.3755038625363	-1547.9820951454944	3.3934087170419707	1.0	-1547.9820951454944
141000	-1565.9403884133012	-1560.7693556752959	5.1710327380053736	1.0	-1560.7693556752959
142000	-1574.2884819380408	-1559.906264826857	14.382217111183774	1.0	-1559.906264826857
143000	-1584.7052642277833	-1564.5448842134535	20.160380014329863	1.0	-1564.5448842134535
144000	-1586.40279172986	-1564.3202547414437	22.08253698841616	1.0	-1564.3202547414437
145000	-1569.2487692691452	-1540.0282149074185	29.22055436172677	1.0	-1540.0282149074185
146000	-1572.1076253065507	-1546.0048214934682	26.102803813082474	1.0	-1546.0048214934682
147000	-1565.2192529259733	-1536.9042843137004	28.314968612272853	1.0	-1536.9042843137004
148000	-1567.456859913415	-1539.792815279605	27.664044633809876	1.0	-1539.792815279605
149000	-1573.5329555605776	-1537.7528806920361	35.78007486854156	1.0	-1537.7528806920361
150000	-1571.7751990934166	-1524.5401574631487	47.23504163026796	1.0	-1524.5401574631487
151000	-1572.4616517131249	-1523.6390337682196	48.822617944905346	1.0	-1523.6390337682196
152000	-1579.467668565686	-1534.6988589024706	44.76880966321519	1.0	-1534.6988589024706
153000	-1575.7569434803133	-1523.1909721535733	52.56597132674001	1.0	-1523.1909721535733
154000	-1567.639034932498	-1510.054134864895	57.5849000676029	1.0	-1510.054134864895
155000	-1572.1151639008121	-1518.0121360970356	54.1030278037765	1.0	-1518.0121360970356
156000	-1578.0649765468445	-1516.7572602749146	61.30771627192994	1.0	-1516.7572602749146
157000	-1569.0689683530607	-1505.422815358359	63.64615299470167	1.0	-1505.422815358359
158000	-1571.583429333672	-1498.381197929427	73.20223140424514	1.0	-1498.381197929427
159000	-1569.9958823793345	-1499.2240285102773	70.77185386905713	1.0	-1499.2240285102773
160000	-1584.864454432841	-1505.54326144713	79.32119298571114	1.0	-1505.54326144713
161000	-1572.9668886890106	-1487.9033882117994	85.0635004772112	1.0	-1487.9033882117994
162000	-1587.610010558345	-1508.6625398462797	78.9474707120652	1.0	-1508.6625398462797
163000	-1582.386916393881	-1514.0413122028003	68.34560419108064	1.0	-1514.0413122028003
164000	-1575.5752595937752	-1520.9344158034025	54.64084379037264	1.0	-1520.9344158034025
165000	-1576.037441087899	-1514.8709718645155	61.16646922338345	1.0	-1514.8709718645155
166000	-1580.8923299560445	-1538.7904425683766	42.101887387667766	1.0	-1538.7904425683766
167000	-1585.621996278366	-1542.8295120019816	42.79248427638433	1.0	-1542.8295120019816
168000	-1584.0141768819462	-1545.1420373928818	38.87213948906449	1.0	-1545.1420373928818
169000	-1588.162333909819	-1538.8757503971901	49.28658351262871	1.0	-1538.8757503971901
170000	-1582.4640633036686	-1532.5588248388256	49.905238464843045	1.0	-1532.5588248388256
